snapshot_date,code,name,asset_type,shares,available,cost_price,last_price,market_value,pnl,pnl_pct,entry_date
20260723,002648.SZ,卫星化学,stock,6700,6700,26.242,25.030,167701.00,-8121.30,-4.620,20260605
20260723,300604.SZ,长川科技,stock,100,100,316.078,291.240,29124.00,-2483.76,-7.860,20260722
20260723,510880.SH,红利ETF华泰柏瑞,etf,15400,15400,3.245,3.280,50512.00,542.64,1.090,20260720
20260723,SG26CB,曙26发债,bond,10,0,100.000,100.000,1000.00,0.00,0.000,20260720
20260723,CASH,现金,cash,,,,,245960.97,,,
