rec_date,code,source_type,grade,direction,catalyst,valid_until,source
20260622,002378.SZ,intraday,B,long,钨涨价;章源上调长单报价;钨钼/半导体材料链,,收盘
20260622,002167.SZ,intraday,B,long,电子高纯氧化锆/YSZ;稀土受限日企减产,国产替代,,收盘
