rec_date,code,source_type,grade,direction,catalyst,valid_until,source
20260708,000977.SZ,intraday,B,long,"Q2归母净利预告19.95-24.95亿同比+494%~643%(扣非+499%~703%)大超预期;核心为国内超节点放量、芯片/整机需求大增且盈利能力更强;下半年国产超节点放量预期",,投顾早盘0708
