snapshot_date,code,name,asset_type,shares,available,cost_price,last_price,market_value,pnl,pnl_pct,entry_date
20260724,002648.SZ,卫星化学,stock,6700,6700,26.242,24.110,161537.00,-14284.40,-8.124,20260605
20260724,300604.SZ,长川科技,stock,100,100,316.078,303.500,30350.00,-1257.80,-3.979,20260722
20260724,510880.SH,红利ETF华泰柏瑞,etf,15400,15400,3.245,3.223,49634.20,-338.80,-0.678,20260720
20260724,SG26CB,曙26发债,bond,10,0,100.000,100.000,1000.00,0.00,0.000,20260720
20260724,CASH,现金,cash,,,,,245960.97,,,
