rec_date,code,source_type,grade,direction,catalyst,valid_until,source
20260713,600536.SH,intraday,C,long,AI应用/软件：生成式AI备案数据催化（截至6月30日累计988款服务备案）；中国软件一字涨停,,收盘信息
20260713,300454.SZ,intraday,C,long,AI应用/软件午后异动，深信服跟随,,收盘信息
20260713,688111.SH,intraday,C,long,AI应用/软件午后异动，金山办公跟随,,收盘信息
