rec_date,code,source_type,grade,direction,catalyst,valid_until,source
20260622,002805.SZ,intraday,B,long,磷酸铁锂涨价(需求旺+原料涨),,早盘
20260622,603906.SH,intraday,B,long,磷酸铁锂涨价,,早盘
20260622,300769.SZ,intraday,B,long,磷酸铁锂涨价,,早盘
20260622,000960.SZ,intraday,B,long,铟伴生;出口管制升级至欧美,,早盘
20260622,600961.SH,intraday,B,long,铟伴生;出口管制升级,,早盘
20260622,603738.SH,intraday,B,long,晶振/振荡器涨价缺货(光模块/服务器必备),,早盘
