rec_date,code,source_type,grade,direction,catalyst,valid_until,source
20260715,000596.SZ,intraday,C,long,白酒放量大涨区域酒领涨、古井贡酒涨停,,收盘笔记
20260715,000568.SZ,intraday,C,long,白酒次高端反弹、泸州老窖跟涨,,收盘笔记
20260715,301359.SZ,intraday,C,long,磷酸铁锂龙头盘后调价函全系列涨2000元/吨（8月1日起）、满产且储能需求强,,收盘笔记
