rec_date,code,source_type,grade,direction,catalyst,valid_until,source
20260706,601225.SH,intraday,C,long,煤炭旺季更旺+安监供给缺口，午后+7.29%领涨,,收盘点评
20260706,601101.SH,intraday,C,long,煤炭旺季更旺+安监供给缺口，涨停,,收盘点评
20260706,601898.SH,intraday,C,long,煤炭板块跟涨（供需缺口逻辑）,,收盘点评
20260706,600188.SH,intraday,C,long,煤炭板块跟涨（供需缺口逻辑）,,收盘点评
20260706,002173.SZ,intraday,C,long,脑机接口题材异动（上海政策+马斯克团队催化，回踩启动点）,,收盘点评
20260706,688626.SH,intraday,C,long,脑机接口题材异动（医药细分挖掘）,,收盘点评
