trade_date,pr,tr,dy,dy_pct_expanding,dy_realized
20140731,2450.504,3191.1479,0.034512076149164884,0.7978774722624216,0.03835152221892546
20140801,2432.271,3167.4045,0.034770904894259796,0.8052073288331726,0.038351643018959214
20140804,2471.797,3218.8776,0.03421079579064605,0.7913253012048193,0.03834681455967859
20140805,2471.395,3218.3533,0.03421619922526249,0.7914258188824663,0.038346624582943356
20140806,2478.583,3227.7138,0.03411697073865091,0.7881559942224362,0.038346624582943356
20140807,2447.287,3186.9597,0.03455342001004388,0.7988450433108758,0.038346775745209616
20140808,2452.53,3198.3012,0.0352448998705588,0.8186628186628186,0.039047669737094504
20140811,2495.585,3254.4482,0.03457023237084403,0.7990384615384616,0.03896911161252836
20140812,2498.136,3257.7744,0.03450407268528719,0.7957712638154734,0.03893260201637316
20140813,2503.209,3264.3909,0.03443415940457634,0.7949087415946205,0.03893257992296073
20140814,2483.613,3238.8357,0.03470583499330476,0.8022083533365338,0.038932563651398855
20140815,2501.629,3265.5157,0.0354323901638541,0.8214971209213052,0.03994707759924632
20140818,2520.741,3290.4631,0.034132414707328834,0.7856115107913669,0.03871726524415853
20140819,2520.106,3290.6893,0.03446140209518764,0.7943432406519655,0.03905000395539826
20140820,2505.371,3274.9325,0.035728987215864136,0.828941063727839,0.04015649355657325
20140821,2484.306,3248.1911,0.03627613897970146,0.842911877394636,0.040410469677784056
20140822,2494.776,3261.8809,0.03612403107354375,0.8367640019147917,0.04041060981068911
20140825,2477.726,3239.5888,0.03627243973085727,0.8421052631578947,0.04029644119165221
20140826,2453.83,3208.3443,0.036442551405720225,0.8479196556671449,0.040089531786976274
20140827,2455.415,3210.417,0.036393879988720276,0.845602294455067,0.040061382101848286
20140828,2431.74,3179.462,0.0367482045089128,0.8595317725752508,0.040061382101848286
20140829,2462.89,3220.5151,0.03638429744663345,0.8447946513849093,0.040166294498118704
20140901,2489.368,3255.1383,0.03595834382562016,0.8310262529832936,0.04012162608712577
20140902,2522.322,3298.2294,0.0354885500156191,0.8191793893129771,0.04012162608712577
20140903,2541.32,3323.0711,0.035223250300039505,0.8140200286123033,0.04012162608712577
20140904,2557.466,3344.1839,0.03500088485888862,0.8055290753098189,0.04012163525578294
20140905,2576.948,3369.6591,0.03473611351296379,0.7979990471653168,0.04012143676658364
20140909,2584.559,3379.6116,0.034633891574521146,0.7957142857142857,0.04012150837172501
20140910,2576.875,3369.5641,0.034737003064385964,0.7981913374583531,0.040121306089322406
20140911,2568.824,3359.0357,0.03484587296425897,0.801617507136061,0.040121306089322406
20140912,2585.525,3380.874,0.034620692052184085,0.7941036614360437,0.04012119364173716
20140915,2598.566,3397.9273,0.03444714665957289,0.7875475285171103,0.0401214014959248
20140916,2542.442,3326.0812,0.035671305463732525,0.8256532066508313,0.04060372494102449
20140917,2550.392,3336.4816,0.03556011743372917,0.8214624881291548,0.040603730325410314
20140918,2563.515,3353.6495,0.035378106619952346,0.8168011390602753,0.04060375791628901
20140919,2583.847,3380.98,0.033543926424231624,0.7599620493358634,0.03891578464356216
20140922,2544.382,3329.3403,0.03406436444306712,0.7747747747747747,0.03891594064981341
20140923,2565.646,3357.1644,0.03326013606532926,0.7469194312796209,0.038366251974371046
20140924,2603.934,3408.0481,0.033001030443090294,0.7385125532922785,0.038605020991667516
20140925,2602.482,3406.1475,0.033019274904814565,0.7400568181818182,0.03860483813769511
20140926,2605.587,3410.2111,0.032960138493517005,0.735447231424515,0.03858276180221809
20140929,2626.362,3437.4024,0.032699529899597936,0.7242194891201513,0.03858286725841964
20140930,2629.076,3441.8688,0.03293148420274926,0.7333333333333333,0.038858829203608725
20141008,2648.56,3467.3756,0.03268906450708224,0.723062381852552,0.03885864529663485
20141009,2660.51,3483.0197,0.03254223765025417,0.7118564005668399,0.03885864529663485
20141010,2644.903,3462.5879,0.03273431448004201,0.7256846081208688,0.03885869945293918
20141013,2631.657,3445.2478,0.032899357698300775,0.7328928739971685,0.03885899094408818
20141014,2623.58,3434.6726,0.03300062367339554,0.7386792452830189,0.03885896957284585
20141015,2641.369,3457.962,0.03277852501912483,0.7265440829797265,0.038859118212766885
20141016,2616.311,3425.1565,0.03309246486799189,0.7417530631479736,0.038859118212766885
20141017,2597.965,3401.139,0.03332618013408379,0.7522373999057936,0.038859140935096015
20141020,2620.934,3431.2097,0.03303432965175513,0.7405838041431262,0.03885935821688591
20141021,2598.18,3401.421,0.033323304968624026,0.752,0.038858989178610415
20141022,2576.214,3372.6638,0.033607405456706416,0.7624647224835371,0.03885895611422474
20141023,2546.072,3333.2031,0.03400527103759967,0.7743300423131171,0.03885895611422474
20141024,2547.772,3335.4292,0.0339827418387557,0.7730263157894737,0.03885912316968865
20141027,2541.561,3327.298,0.034065652236440265,0.7768905589478629,0.03885897115946513
20141028,2599.268,3402.8443,0.03330935215749179,0.7492957746478873,0.03885897115946513
20141029,2645.347,3463.1697,0.03272914338649102,0.7207883622712342,0.03885894510954069
20141030,2668.807,3493.8825,0.03244144531134344,0.6965290806754222,0.03885895097451875
20141031,2691.591,3523.7104,0.03216681008411772,0.6840131270511017,0.038858919525616376
20141103,2714.204,3553.3137,0.03189881693532265,0.6771321462043112,0.038858919525616376
20141104,2712.735,3551.3904,0.03191577367948683,0.6772833723653395,0.0388585344781287
20141105,2705.874,3542.4088,0.03199684367674637,0.6793071161048689,0.038858684622272044
20141106,2720.474,3561.5225,0.03182487074198585,0.673373888628919,0.038858379685284605
20141107,2707.88,3545.0349,0.0319728841037761,0.6786716557530402,0.038858379685284605
20141110,2768.249,3624.0673,0.03127563512493674,0.664796633941094,0.038858384283184666
20141111,2725.344,3567.8976,0.03176773443240775,0.672429906542056,0.03885805728772662
20141112,2768.277,3624.1044,0.03127528566147326,0.664175618869687,0.03885830104073351
20141113,2753.058,3604.1793,0.03144798600495668,0.6671335200746965,0.038858066325070606
20141114,2741.094,3588.5166,0.03158525447966831,0.6686887540830612,0.038858074696235256
20141117,2748.558,3598.2886,0.031499611424919485,0.6669776119402985,0.0388582097945096
20141118,2736.908,3583.0377,0.031633904665458686,0.6694638694638695,0.038858429101272796
20141119,2725.609,3568.2448,0.0317646615139912,0.6728797763280522,0.03885796391321672
20141120,2726.814,3569.8229,0.03175078362274169,0.672566371681416,0.03885812925375798
20141121,2763.069,3617.2862,0.03133394560612313,0.6638733705772812,0.03885784052271313
20141124,2810.727,3679.6778,0.030802654883225956,0.649139134481154,0.03885784052271313
20141125,2860.049,3744.2471,0.030271458199480163,0.6372093023255814,0.03885784052271313
20141126,2879.971,3770.3282,0.030062088387194718,0.6308693630869363,0.03885787262756457
20141127,2889.639,3782.9861,0.02996156180193831,0.6273234200743495,0.03885788150259706
20141128,2923.64,3827.4988,0.02961307119370936,0.6186716209939619,0.03885781378840436
20141201,2935.196,3842.6272,0.02949648318707726,0.6128133704735376,0.03885781378840436
20141202,2999.535,3926.8564,0.028863793709617135,0.585614849187935,0.03885781378840436
20141203,3032.116,3969.5095,0.028553643549513417,0.5760667903525046,0.03885781378840436
20141204,3133.915,4102.7805,0.027626047691937994,0.53592953175707,0.03885766508614186
20141205,3109.272,4070.5187,0.027845002062373395,0.546339202965709,0.03885766508614186
20141208,3188.328,4174.016,0.02714805340298963,0.5118110236220472,0.03884852559556129
20141209,3069.593,4018.5738,0.028198251503060552,0.5625,0.03884861244255755
20141210,3199.791,4189.0228,0.02705087783109401,0.5053216103655715,0.03884861244255755
20141211,3225.456,4222.6222,0.026835633605305463,0.49121184088806663,0.03884861244255755
20141212,3241.767,4243.9762,0.026700614986720023,0.4826629680998613,0.03884858912546596
20141215,3268.462,4279.446,0.026604442134421417,0.4792051756007394,0.03897520310628799
20141216,3318.859,4345.4308,0.026200452669895076,0.4600461893764434,0.03897520310628799
20141217,3346.578,4381.724,0.025983509786006283,0.44967682363804246,0.03897527577389415
20141218,3348.444,4384.1675,0.025969091792619893,0.4494693124134749,0.038975335479600526
20141219,3423.909,4482.9753,0.02539677543948564,0.4280442804428044,0.038975385815517516
20141222,3439.213,4503.0125,0.02528369907413442,0.42461964038727523,0.038975287726755736
20141223,3330.992,4361.3168,0.026105144216452957,0.45668202764976956,0.038975287726755736
20141224,3275.203,4288.272,0.02654987320212392,0.4771994472593275,0.03897532027142425
20141225,3373.73,4417.2746,0.025774506069310785,0.43876611418047884,0.03897532027142425
20141226,3433.282,4495.2477,0.02532760903620994,0.4265991716520939,0.0389755017959903
20141229,3419.233,4476.8523,0.025431457779377865,0.4296228150873965,0.03897515784575489
20141230,3383.051,4429.4788,0.025703477994167907,0.43724137931034485,0.03897518771370345
20141231,3448.805,4515.571,0.025213422310524293,0.421875,0.03897518771370345
20150105,3582.306,4690.3669,0.024273995963538308,0.40836012861736337,0.038975371724693675
20150106,3605.596,4720.8597,0.024117180283375565,0.4049586776859504,0.03897533785039298
20150107,3596.046,4708.3563,0.024181246723328456,0.40660853602569985,0.038975296409440086
20150108,3517.596,4605.6404,0.02472050006842645,0.41467889908256883,0.03897523032621919
20150109,3499.416,4582.0062,0.024885842714110974,0.41723979825768,0.039013585007410034
20150112,3423.422,4482.5023,0.02543819506683953,0.4321723189734189,0.03901347537834443
20150113,3451.444,4519.1935,0.025231673809413102,0.42327072835547414,0.03901346212668533
20150114,3442.533,4507.5248,0.025296986021471977,0.4271978021978022,0.03901346212668533
20150115,3532.47,4625.2859,0.02465312441872068,0.4137299771167048,0.03901367191240057
20150116,3559.573,4660.7737,0.02446544093218507,0.4103385178408051,0.03901370126511039
20150119,3294.75,4314.023,0.0264316238771815,0.4741655235482396,0.039013253785557644
20150120,3372.581,4415.932,0.025821646024022475,0.44424131627056673,0.039013253785557644
20150121,3493.485,4574.2399,0.024928153456623064,0.41799908634079486,0.03901341361883115
20150122,3517.125,4605.1932,0.024760562580323088,0.4146118721461187,0.03901334805774326
20150123,3502.09,4585.5063,0.024866863405942977,0.416704701049749,0.03901334805774326
20150126,3555.092,4654.9063,0.024496186801378505,0.4096715328467153,0.03901328077668098
20150127,3550.807,4649.2951,0.024525748013926502,0.4108527131782946,0.03901328077668098
20150128,3519.709,4608.5768,0.024742403938893515,0.41476754785779396,0.03901317532905124
20150129,3497.688,4579.7436,0.024898240775591093,0.41867881548974945,0.039013239539892774
20150130,3452.854,4521.0394,0.025221534991602793,0.4248633879781421,0.039013239539892774
20150202,3373.148,4416.6754,0.025817493667208025,0.4456076467910787,0.03901320414526488
20150203,3430.602,4491.9028,0.02538511524465835,0.4313011828935396,0.03901320414526488
20150204,3406.78,4460.7113,0.025562431690583493,0.4379263301500682,0.03901288038400175
20150205,3358.178,4397.0744,0.025932561561297154,0.4527272727272727,0.039013058808745615
20150206,3280.883,4295.8666,0.026543512133408526,0.4834166288050886,0.039013058808745615
20150209,3281.781,4297.0429,0.02653636223638201,0.48274296094459584,0.03901317584473207
20150210,3342.439,4376.4654,0.026054646913465377,0.4625510667271902,0.039012960995625345
20150211,3357.999,4396.8401,0.025934147876167633,0.4528130671506352,0.03901320068627956
20150212,3365.303,4406.4035,0.025877845492438663,0.4494331065759637,0.03901317748798361
20150213,3408.902,4463.4896,0.025419847283422236,0.43200362647325474,0.03881952578792314
20150216,3435.294,4498.0473,0.025224778108415672,0.4231989125509742,0.03881975580340957
20150217,3459.155,4529.2892,0.025050610525498593,0.41938405797101447,0.03881949547980512
20150225,3449.994,4517.2948,0.025117278174967308,0.4210049796287913,0.03881965035379986
20150226,3518.721,4607.2826,0.024626692198662006,0.4104072398190045,0.03881965035379986
20150227,3522.465,4612.185,0.02460054821829661,0.4088647670737223,0.0388196831126415
20150302,3567.614,4671.3013,0.02428906274190452,0.4037070524412297,0.03881943309480507
20150303,3514.876,4602.2489,0.024653670624804638,0.41165838228648893,0.03881960891894587
20150304,3544.691,4641.2875,0.024446304400307626,0.4056007226738934,0.03881960891894587
20150305,3520.051,4609.0242,0.024617426051790396,0.4103837471783296,0.03881960891894587
20150306,3513.854,4600.9107,0.02466080944504681,0.41245487364620936,0.038819479382914635
20150309,3581.555,4689.5555,0.024194653973404156,0.40054127198917455,0.038819479382914635
20150310,3582.017,4690.1602,0.024191533404703418,0.4003606853020739,0.038819479382914635
20150311,3593.485,4705.1759,0.024114268615932796,0.39747634069400634,0.03881937969923399
20150312,3640.545,4766.7947,0.023802458038255137,0.3954954954954955,0.038819200992429526
20150313,3669.452,4804.6448,0.023615020305301833,0.3926159387663215,0.038819275699624844
20150316,3746.276,4905.2357,0.02313075604000976,0.3892889288928893,0.038819227566341485
20150317,3804.431,4982.5342,0.02300852166221809,0.3877642825011246,0.0390595437957324
20150318,3904.784,5113.962,0.022417202353808566,0.3817446043165468,0.0390595437957324
20150319,3926.79,5142.783,0.02229167101985874,0.3802247191011236,0.039059643756160334
20150320,3958.916,5184.857,0.02211065948718763,0.3755615453728661,0.039059423016473804
20150323,4040.16,5291.2597,0.021666073515283185,0.3686573866187696,0.039059464155200674
20150324,4060.453,5317.8372,0.02155787726299664,0.3653500897666068,0.0390595521410928
20150325,4050.846,5305.2545,0.021608913439145606,0.3674293405114401,0.039059383545732684
20150326,4057.969,5314.5834,0.02157101137175078,0.36591928251121075,0.03905941296017246
20150327,4095.962,5364.3421,0.02137101506507028,0.3617212012550426,0.03905949418814325
20150330,4198.233,5498.2826,0.02085039643731097,0.3539426523297491,0.03905947392475495
20150331,4167.372,5457.8654,0.02100487484716861,0.35691894312583966,0.03905954994994021
20150401,4249.998,5566.0771,0.020596351905954872,0.3478066248880931,0.03905924450748133
20150402,4326.28,5665.9816,0.020233293109309155,0.3378076062639821,0.03905934944071032
20150403,4419.574,5788.166,0.019806256398996157,0.3161896243291592,0.03905942573321375
20150407,4556.684,5970.3815,0.019653731002999466,0.3115780062583818,0.03952004004373655
20150408,4589.571,6013.4717,0.01951291818413853,0.3065236818588025,0.039520058576016925
20150409,4553.795,5966.5961,0.019666157971292574,0.31263957123715946,0.03951993278383292
20150410,4676.602,6129.4741,0.019471309953416786,0.3053571428571429,0.039854224618109946
20150413,4779.299,6264.0756,0.019052814775991626,0.2931726907630522,0.03985401242935338
20150414,4805.145,6297.9516,0.018950407406473205,0.29125780553077607,0.03985408964047865
20150415,4687.281,6147.2173,0.020036693050913653,0.3312527864467231,0.04048811970122346
20150416,4793.88,6287.0184,0.01959110062177487,0.3106060606060606,0.04048801859085449
20150417,4842.848,6351.2387,0.01939306272105799,0.30155902004454344,0.040488076506763004
20150420,4738.438,6214.3078,0.01982038279545923,0.3187889581478183,0.040488076506763004
20150421,4832.083,6337.1202,0.019436269896536084,0.30396083667111706,0.04048807959413292
20150422,4971.092,6519.426,0.018892734274493818,0.28959074733096085,0.04048801338895758
20150423,4990.335,6544.6625,0.018819809542616375,0.2872387727879057,0.04048784936659766
20150424,4935.638,6472.9292,0.01885279723426813,0.28844444444444445,0.04009958409490477
20150427,5014.772,6576.7106,0.01855522401698619,0.2816525988449578,0.04009942032756264
20150428,4910.566,6440.048,0.0189490032740993,0.291740674955595,0.04009943786321912
20150429,4948.894,6490.9118,0.018894365269139693,0.29072347980470487,0.04019524921468065
20150430,4955.857,6502.4365,0.01923583304687024,0.29991126885536823,0.04057805608751086
20150504,5038.727,6611.1679,0.01869173293031297,0.2842572062084257,0.04004991044145223
20150505,4824.972,6330.7059,0.0195197413249231,0.3102836879432624,0.040049756292386274
20150506,4723.29,6197.2915,0.019634411967612744,0.31501993797075767,0.03937423407689877
20150507,4591.621,6024.5325,0.02019744452437549,0.3436669619131975,0.039374215867419515
20150508,4712.642,6185.0197,0.01976995721600332,0.32049579459938027,0.03925192435243119
20150511,4885.748,6412.2091,0.019069491654981043,0.29557522123893804,0.03925192435243119
20150512,4963.807,6515.0672,0.01883252249607506,0.2874834144183989,0.039317072351660265
20150513,4945.74,6491.3543,0.01890136382093158,0.29089301503094606,0.03931711944702121
20150514,4958.943,6509.4925,0.01897524108511054,0.2938577110030932,0.03944606628862779
20150515,4880.275,6410.536,0.019707330814813205,0.3197879858657244,0.039575840330806855
20150518,4881.529,6412.183,0.019702268263132823,0.31920529801324504,0.039575840330806855
20150519,5030.69,6608.1146,0.019118091930185026,0.29832303618711387,0.039575840330806855
20150520,5099.421,6699.7093,0.0190563401960829,0.2951036612262902,0.039779519926030904
20150521,5260.283,6912.9109,0.01827395005818425,0.27469135802469136,0.038913574350459834
20150522,5385.92,7079.6766,0.018081684554128667,0.2661965623622741,0.03915650252708369
20150525,5556.777,7304.2647,0.017047986517996893,0.22378854625550662,0.03790224019266697
20150526,5680.533,7466.9399,0.01636402809876197,0.21136063408190225,0.03705534878029937
20150527,5696.358,7495.6065,0.017343773194457564,0.23547535211267606,0.03807617992715917
20150528,5355.662,7052.6319,0.018796553978868792,0.28684557853057635,0.03782966449438585
20150529,5369.283,7073.796,0.0189811229338123,0.2955145118733509,0.03773172916722478
20150601,5674.199,7475.8423,0.016989335810564297,0.22241758241758242,0.035063222434884134
20150602,5846.393,7703.2926,0.016437995003121125,0.21221441124780316,0.03479634777025864
20150603,5863.527,7730.4141,0.016978308055060117,0.22266139657444006,0.03540516714208475
20150604,5906.891,7787.5837,0.016770725650805833,0.21817383669885865,0.03517724311593229
20150605,6018.419,7934.8431,0.016487929641432218,0.2132514260640632,0.035206211718375124
20150608,6124.155,8074.2477,0.01620325890260107,0.2074561403508772,0.035206211718375124
20150609,6085.037,8022.9391,0.01615439990576396,0.20692678649715038,0.034707397578666255
20150610,6089.1295,8031.2245,0.016480587991953354,0.21384750219106047,0.03501353418575759
20150611,6113.0913,8064.7314,0.016412210265738105,0.21243977222952257,0.03456677484229398
20150612,6226.6159,8216.6364,0.016274221091356064,0.20884413309982486,0.034543831006417225
20150615,6149.7335,8116.4368,0.016497680185457882,0.21531728665207878,0.03431011264616779
20150616,5880.9475,7762.9171,0.01740950905514816,0.2436570428696413,0.0344733371110324
20150617,6030.0649,7963.0137,0.017388543443172737,0.24136423261915171,0.034897009722591354
20150618,5884.3229,7773.092,0.018138488123788002,0.2736013986013986,0.03521462118093632
20150619,5478.305,7265.0285,0.023047636399747398,0.4058540847531673,0.038383763130740656
20150623,5524.2887,7329.5046,0.02308426349574309,0.4069868995633188,0.038245107543451784
20150624,5674.4656,7529.1349,0.022497474921675132,0.39938891313836755,0.03822819232425223
20150625,5482.0151,7274.3091,0.02292649662737797,0.40445026178010474,0.037188325792852917
20150626,5056.8312,6710.1152,0.0248329636794852,0.43523767989533363,0.03713688044452601
20150629,4864.3372,6455.8648,0.025168076763333977,0.4433304272013949,0.0354086230455839
20150630,5118.2031,6795.4126,0.02368109069098505,0.41263616557734206,0.03429128378600166
20150701,4829.2597,6414.8402,0.025003581009855523,0.43902439024390244,0.033482656720531745
20150702,4579.4857,6083.0585,0.026309244198179826,0.4932520679146713,0.03335668618947785
20150703,4274.7384,5687.2803,0.029753419626578414,0.6453437771975631,0.03495709785349965
20150706,4330.5886,5761.5856,0.028532401781068424,0.6011309264897782,0.03326403465855443
20150707,4179.8547,5566.5202,0.030435712217481245,0.6639130434782609,0.03406769833198098
20150708,3971.3057,5293.6214,0.032948341853386465,0.7518470230334637,0.03501309041065803
20150709,4232.975,5642.9096,0.030709456190992173,0.6698523023457863,0.03454234942937218
20150710,4482.9142,5981.3579,0.02924843976875521,0.6257056013894919,0.03417144829330865
20150713,4679.8138,6246.7181,0.028309774595514797,0.5924479166666666,0.03432832454964507
20150714,4631.6334,6182.4059,0.028604274130314952,0.6017353579175705,0.034328332178694465
20150715,4408.947,5885.2485,0.030064186938940363,0.6543798785776236,0.03434402567048345
20150716,4441.6831,5929.2552,0.02961745090883562,0.6419592544429996,0.033830306358595186
20150717,4623.906,6173.8824,0.028068665594789575,0.5818890814558059,0.03277122660964005
20150720,4646.2237,6203.6811,0.02714930948771113,0.5387613685578172,0.031098689238572508
20150721,4692.0051,6266.0475,0.02669985469327052,0.5099567099567099,0.0304934346658845
20150722,4710.5736,6294.5834,0.027002880616328353,0.5270445694504543,0.03071126249432643
20150723,4817.9105,6441.1302,0.02684110797788254,0.518598615916955,0.031113765581254782
20150724,4725.4508,6320.2482,0.02726367408069622,0.5443147427583225,0.03040998046801624
20150727,4331.5092,5793.7093,0.02921210630123393,0.6235955056179775,0.029310900277197627
20150728,4281.7504,5728.482,0.02978358808270643,0.64622030237581,0.029549704468396776
20150729,4466.3851,5976.0917,0.02865111439322488,0.6023316062176166,0.029651364366783284
20150730,4346.5165,5816.0873,0.029506839684236084,0.6370306430729391,0.02971885762463966
20150731,4346.6303,5816.2396,0.029244824020119662,0.6259706643658326,0.029217606014493525
20150803,4374.0421,5852.9195,0.028656137668667155,0.6024148339801638,0.028444205696991354
20150804,4534.8199,6068.0567,0.02744060109519371,0.5538793103448276,0.028058063280584467
20150805,4485.8266,6002.4986,0.027524720076446355,0.5575183110728135,0.027649761897210245
20150806,4456.464,5963.2084,0.027706071421888356,0.5667527993109388,0.02764975697776917
20150807,4556.8313,6097.752,0.027082225633009976,0.5312096427034008,0.02758874376136977
20150810,4767.9768,6380.2976,0.02588285464642553,0.46600688468158347,0.027588624213472634
20150811,4781.9742,6399.0283,0.025806980376667853,0.46064516129032257,0.02758840133036844
20150812,4710.5948,6303.5116,0.026198045673708828,0.4836629406706793,0.02758841515625421
20150813,4826.2806,6458.3172,0.025570079311330405,0.4533734422002578,0.02758841515625421
20150814,4811.5246,6438.7749,0.025679973194491452,0.4570446735395189,0.027620624003464656
20150817,4882.9023,6534.2924,0.024594719297981727,0.42206955775010735,0.026170316292093876
20150818,4527.8544,6059.1679,0.026523303045389742,0.49914163090128755,0.026170326030290125
20150819,4601.6353,6157.9014,0.026098040167231617,0.4796224796224796,0.02617032792529872
20150820,4438.6548,5940.2684,0.027134831281053342,0.5368782161234992,0.02625077204200954
20150821,4199.1541,5622.2232,0.02912368891619403,0.6223746249464209,0.0267035641026816
20150824,3836.1112,5136.1471,0.03124310523416922,0.68808911739503,0.02570196978262196
20150825,3520.7509,4713.913,0.03404160911002683,0.7944325481798715,0.02570196978262196
20150826,3476.7088,4654.9453,0.03424035665726241,0.8022260273972602,0.025373099578978264
20150827,3649.974,4886.9291,0.031884004245170045,0.7021822849807445,0.024282341599209722
20150828,3851.7739,5157.1178,0.030055852056600236,0.6565440547476475,0.024031954574513126
20150831,3784.07,5066.4695,0.03059352903620855,0.6699444206926036,0.024031828811211353
20150901,3680.8177,4928.2255,0.03145161605530958,0.6914529914529914,0.024031667481498875
20150902,3685.1469,4934.0219,0.03141467963759288,0.6903032891926527,0.024031679766882696
20150907,3608.9193,4831.9613,0.03207816839411344,0.7079419299743809,0.024031591959254417
20150908,3731.1493,4995.6143,0.03102730867032472,0.6794707639778063,0.024031591959254417
20150909,3818.8343,5113.1873,0.030283452964959,0.6621160409556314,0.0239627195547365
20150910,3758.2169,5032.0243,0.03077187990833818,0.6733475479744137,0.023962680678286663
20150911,3767.508,5044.4645,0.03069599297898956,0.6713554987212276,0.023962680678286663
20150914,3603.1884,4824.4505,0.032095851306661344,0.7089902002556455,0.023962680678286663
20150915,3432.0722,4595.3363,0.03369607971062888,0.7853492333901193,0.023962672204487445
20150916,3641.6793,4875.9874,0.03175656045408008,0.6977437207322265,0.02396260482145829
20150917,3556.7365,4762.2542,0.0325149384316382,0.7297872340425532,0.023962545095741694
20150918,3588.5575,4805.1403,0.03228478395427828,0.7137388345384943,0.024022086631248385
20150921,3668.0854,4911.6296,0.031584831007218726,0.6921768707482994,0.024022101674095575
20150922,3695.3891,4948.1897,0.031351463768469284,0.6876328091797705,0.024022101674095575
20150923,3625.7167,4858.1968,0.03263342851307988,0.740016992353441,0.02471787639809464
20150924,3663.5736,4910.1316,0.032220564941915934,0.7112526539278131,0.024494957108754267
20150925,3595.0436,4818.2837,0.03283475910629125,0.75,0.024494948867589184
20150928,3638.0519,4875.9259,0.03244657645436086,0.7229529062367416,0.024494923535798074
20150929,3575.9972,4792.7566,0.032853217707978805,0.7519083969465649,0.024273203387430442
20150930,3591.5272,4813.5709,0.03271107326021508,0.7439593047901654,0.024273071508754684
20151008,3708.4928,4970.3348,0.03167936451655502,0.6932203389830508,0.024273065864881538
20151009,3742.8922,5016.4388,0.03122821473969257,0.6823379923761118,0.02403755727180812
20151012,3882.2092,5203.1595,0.030107571397446072,0.6528365791701948,0.024037570275936337
20151013,3896.9126,5222.8658,0.029993972836039995,0.6470588235294118,0.024037570275936337
20151014,3830.1425,5134.4954,0.03073461641403173,0.6683587140439933,0.02426049177166001
20151015,3939.1841,5280.671,0.02970650407857839,0.639323467230444,0.02398840772160038
20151016,4008.5262,5373.6276,0.0291926378594304,0.6162299239222316,0.02398842437039539
20151019,4042.3811,5419.0117,0.0289481498185905,0.6066751161808196,0.02398842437039539
20151020,4086.9801,5478.7989,0.028632227127925187,0.5945945945945946,0.023988377669973637
20151021,3891.0417,5216.1338,0.030073852430093865,0.6521739130434783,0.023988092931848115
20151022,3969.1292,5320.814,0.02948219661988706,0.6303797468354431,0.023988101599988543
20151023,4047.3096,5425.6186,0.0289125405980037,0.6048080978490089,0.023987851798357385
20151026,4074.1618,5461.6154,0.028722000328797903,0.5978077571669477,0.023987870255667954
20151027,4088.0562,5480.2415,0.028624332622788032,0.5933417614833544,0.023987792959025533
20151028,4020.2221,5389.3065,0.02910718098634468,0.6128896377422073,0.023987578787685315
20151029,4035.4675,5409.7437,0.02899721835698161,0.6088421052631579,0.023987578787685315
20151030,4016.3341,5384.0944,0.029135358104297817,0.6144781144781145,0.023987578787685315
20151102,3942.0183,5284.4704,0.02968462498348923,0.640302902818679,0.023987579474379572
20151103,3923.9387,5260.2338,0.029821292879724372,0.6433978132884777,0.023987414810361152
20151104,4101.7807,5498.6398,0.028528324531336958,0.58932324506095,0.023987416246114668
20151105,4165.0388,5583.4404,0.02809503982675371,0.573109243697479,0.023987416246114668
20151106,4244.1449,5689.4861,0.027571237122547703,0.5497690046199076,0.02398717504357517
20151109,4303.9654,5769.6784,0.027188023015553245,0.5298068849706129,0.023987169262556396
20151110,4309.279,5776.8015,0.027154479325370053,0.5283256399496433,0.023987137746734
20151111,4331.5646,5806.6765,0.027014780305725822,0.5155201342281879,0.023987146856764063
20151112,4297.3956,5760.8713,0.027229583257544182,0.5312368972746331,0.0239871528690061
20151113,4256.1757,5705.6139,0.027493202455494102,0.5465213746856664,0.023987004874216566
20151116,4311.1164,5779.2646,0.027142823904540658,0.5261834939254294,0.023986994738105505
20151117,4308.7457,5776.0866,0.027157765077758415,0.5284757118927973,0.023987001920749984
20151118,4259.6047,5710.2107,0.027471075147006595,0.5454164922561742,0.023987004495192865
20151119,4332.19,5807.5149,0.027010803596179158,0.5142259414225941,0.023987007431129026
20151120,4360.7775,5845.8378,0.026833582702901267,0.5043914680050188,0.023986767167454737
20151123,4356.6781,5840.3425,0.02685885706175475,0.507943143812709,0.023986793176049348
20151124,4371.3503,5860.0112,0.02676870171308837,0.5006268282490598,0.02398678492471884
20151125,4432.5673,5942.0756,0.02639892570338581,0.4791144527986633,0.02398665176039838
20151126,4409.698,5911.4182,0.02653570774738938,0.4872651356993737,0.023986440312969037
20151127,4183.0354,5607.5657,0.027973575691529525,0.5692821368948247,0.023986440312969037
20151130,4232.3512,5673.6761,0.02764754549659892,0.5561118064246975,0.02398630128351953
20151201,4237.5097,5680.5913,0.02761388896869901,0.5529608006672226,0.02398630128351953
20151202,4312.5275,5781.1563,0.02713353650720721,0.5243851604835348,0.02398630128351953
20151203,4369.7351,5857.8459,0.026778310282375022,0.5008333333333334,0.02398630128351953
20151204,4305.0629,5771.1496,0.02718056299641813,0.5306122448979592,0.023986269638258007
20151207,4323.6666,5796.0889,0.027063457425014016,0.5195670274771024,0.023986022909665783
20151208,4232.0564,5673.2808,0.027649272686176903,0.5572201414898044,0.023985992956077506
