trade_date,close
20050104,981.555
20050105,986.536
20050106,975.527
20050107,980.718
20050110,989.529
20050111,990.284
20050112,989.82
20050113,989.733
20050114,984.756
20050117,961.33
20050118,965.385
20050119,959.25
20050120,949.45
20050121,976.922
20050124,992.222
20050125,994.674
20050126,988.217
20050127,976.555
20050128,969.622
20050131,959.102
20050201,962.419
20050202,1012.532
20050203,1004.115
20050204,1027.263
20050216,1034.993
20050217,1028.543
20050218,1013.776
20050221,1032.686
20050222,1054.207
20050223,1054.11
20050224,1053.407
20050225,1053.837
20050228,1047.244
20050301,1040.559
20050302,1023.223
20050303,1031.41
20050304,1027.518
20050307,1033.628
20050308,1054.096
20050309,1054.37
20050310,1027.817
20050311,1031.731
20050314,1038.416
20050315,1018.744
20050316,1008.532
20050317,996.598
20050318,984.556
20050321,990.67
20050322,976.079
20050323,970.319
20050324,976.584
20050325,975.011
20050328,973.506
20050329,968.578
20050330,952.301
20050331,956.039
20050401,990.511
20050404,972.741
20050405,963.349
20050406,978.03
20050407,985.732
20050408,1003.495
20050411,996.78
20050412,982.881
20050413,1005.146
20050414,997.194
20050415,985.68
20050418,973.239
20050419,975.807
20050420,968.248
20050421,960.761
20050422,959.001
20050425,947.587
20050426,950.532
20050427,934.607
20050428,944.317
20050429,935.124
20050509,914.099
20050510,918.661
20050511,907.834
20050512,888.625
20050513,886.265
20050516,876.413
20050517,883.32
20050518,882.734
20050519,883.492
20050520,882.376
20050523,859.476
20050524,859.742
20050525,858.414
20050526,848.121
20050527,841.335
20050530,847.179
20050531,849.6
20050601,832.516
20050602,816.097
20050603,811.566
20050606,829.209
20050607,827.609
20050608,896.695
20050609,902.267
20050610,885.559
20050613,885.141
20050614,880.364
20050615,866.871
20050616,877.002
20050617,884.103
20050620,905.957
20050621,897.191
20050622,898.549
20050623,892.381
20050624,898.666
20050627,912.803
20050628,902.405
20050629,899.527
20050630,879.129
20050701,867.593
20050704,864.041
20050705,855.026
20050706,850.586
20050707,854.591
20050708,840.241
20050711,833.719
20050712,856.219
20050713,851.299
20050714,853.243
20050715,844.689
20050718,835.355
20050719,835.876
20050720,845.701
20050721,849.744
20050722,861.848
20050725,859.436
20050726,877.673
20050727,896.048
20050728,894.577
20050729,892.823
20050801,896.061
20050802,906.922
20050803,913.071
20050804,910.541
20050805,927.33
20050808,934.602
20050809,941.144
20050810,945.376
20050811,956.897
20050812,947.892
20050815,963.58
20050816,956.299
20050817,963.213
20050818,945.062
20050819,946.17
20050822,951.455
20050823,944.162
20050824,952.827
20050825,950.767
20050826,946.936
20050829,933.224
20050830,930.965
20050831,944.167
20050901,958.849
20050902,960.963
20050905,964.807
20050906,949.14
20050907,963.888
20050908,966.365
20050909,963.945
20050912,963.033
20050913,976.517
20050914,982.994
20050915,986.212
20050916,983.649
20050919,989.124
20050920,981.008
20050921,964.025
20050922,940.913
20050923,937.192
20050926,936.872
20050927,923.554
20050928,920.041
20050929,932.867
20050930,936.838
20051010,924.001
20051011,935.354
20051012,939.185
20051013,932.927
20051014,920.764
20051017,908.206
20051018,912.755
20051019,908.177
20051020,906.384
20051021,909.974
20051024,908.699
20051025,896.451
20051026,877.082
20051027,873.028
20051028,865.156
20051031,873.787
20051101,869.639
20051102,880.655
20051103,871.466
20051104,875.948
20051107,874.77
20051108,877.956
20051109,876.057
20051110,858.875
20051111,857.459
20051114,853.693
20051115,851.039
20051116,862.5
20051117,858.873
20051118,877.974
20051121,881.116
20051122,866.526
20051123,872.272
20051124,877.113
20051125,878.08
20051128,876.426
20051129,866.54
20051130,865.573
20051201,866.75
20051202,867.182
20051205,856.813
20051206,863.42
20051207,870.728
20051208,870.426
20051209,882.168
20051212,883.252
20051213,884.382
20051214,890.382
20051215,891.111
20051216,898.63
20051219,904.071
20051220,905.834
20051221,900.2
20051222,904.963
20051223,912.018
20051226,920.365
20051227,920.504
20051228,924.429
20051229,929.371
20051230,923.807
20060104,934.208
20060105,954.034
20060106,964.044
20060109,966.108
20060110,968.419
20060111,965.08
20060112,973.698
20060113,967.209
20060116,952.176
20060117,955.454
20060118,974.361
20060119,987.659
20060120,992.03
20060123,993.788
20060124,990.801
20060125,997.816
20060206,1022.845
20060207,1020.279
20060208,1022.645
20060209,1010.611
20060210,1022.397
20060213,1022.178
20060214,1025.217
20060215,1027.913
20060216,1003.233
20060217,1005.303
20060220,1006.317
20060221,1024.952
20060222,1026.375
20060223,1029.433
20060224,1038.453
20060227,1034.388
20060228,1035.562
20060301,1040.35
20060302,1027.398
20060303,1034.664
20060306,1032.139
20060307,1011.116
20060308,1001.363
20060309,1001.884
20060310,1005.85
20060313,1015.964
20060314,1017.839
20060315,1027.991
20060316,1023.775
20060317,1020.855
20060320,1032.751
20060321,1031.168
20060322,1033.239
20060323,1033.882
20060324,1029.828
20060327,1031.811
20060328,1034.303
20060329,1042.847
20060330,1036.095
20060331,1038.067
20060403,1048.579
20060404,1059.008
20060405,1069.211
20060406,1069.379
20060407,1069.444
20060410,1085.484
20060411,1095.38
