code,trade_date,fd_share
159919.SZ,20190220,593931.6676
159919.SZ,20190219,593931.6676
159919.SZ,20190218,593931.6676
159919.SZ,20190215,597261.6676
159919.SZ,20190214,597261.6676
159919.SZ,20190213,598341.6676
159919.SZ,20190212,599421.6676
159919.SZ,20190211,599421.6676
159919.SZ,20190201,599421.6676
159919.SZ,20190131,599781.6676
159919.SZ,20190130,600681.6676
159919.SZ,20190129,600771.6676
159919.SZ,20190128,600771.6676
159919.SZ,20190125,600771.6676
159919.SZ,20190124,601041.6676
159919.SZ,20190123,601581.6676
159919.SZ,20190122,602031.6676
159919.SZ,20190121,602391.6676
159919.SZ,20190118,611841.6676
159919.SZ,20190117,612021.6676
159919.SZ,20190116,623271.6676
159919.SZ,20190115,623271.6676
159919.SZ,20190114,623271.6676
159919.SZ,20190111,623271.6676
159919.SZ,20190110,561340.6477
159919.SZ,20190109,561520.6477
159919.SZ,20190108,561610.6477
159919.SZ,20190107,561610.6477
159919.SZ,20190104,560440.6477
159919.SZ,20190103,560260.6477
159919.SZ,20190102,560350.6477
159919.SZ,20181231,560350.6477
159919.SZ,20181228,556480.6477
159919.SZ,20181227,556120.6477
159919.SZ,20181226,557020.6477
159919.SZ,20181225,542620.6477
159919.SZ,20181224,542620.6477
159919.SZ,20181221,542620.6477
159919.SZ,20181220,542620.6477
159919.SZ,20181219,543070.6477
159919.SZ,20181218,543070.6477
159919.SZ,20181217,543880.6477
159919.SZ,20181214,543880.6477
159919.SZ,20181213,543880.6477
159919.SZ,20181212,543880.6477
159919.SZ,20181211,543880.6477
159919.SZ,20181210,543880.6477
159919.SZ,20181207,543970.6477
159919.SZ,20181206,544060.6477
159919.SZ,20181205,541360.6477
159919.SZ,20181204,541360.6477
159919.SZ,20181203,541360.6477
159919.SZ,20181130,541360.6477
159919.SZ,20181129,541360.6477
159919.SZ,20181128,541540.6477
159919.SZ,20181127,541540.6477
159919.SZ,20181126,541540.6477
159919.SZ,20181123,541810.6477
159919.SZ,20181122,542440.6477
159919.SZ,20181121,544420.6477
159919.SZ,20181120,545860.6477
159919.SZ,20181119,548020.6477
159919.SZ,20181116,548020.6477
159919.SZ,20181115,548020.6477
159919.SZ,20181114,548020.6477
159919.SZ,20181113,548020.6477
159919.SZ,20181112,548020.6477
159919.SZ,20181109,548020.6477
159919.SZ,20181108,548020.6477
159919.SZ,20181107,548020.6477
159919.SZ,20181106,548020.6477
159919.SZ,20181105,548020.6477
159919.SZ,20181102,548020.6477
159919.SZ,20181101,548020.6477
159919.SZ,20181031,548020.6477
159919.SZ,20181030,548020.6477
159919.SZ,20181029,548020.6477
159919.SZ,20181026,537220.6477
159919.SZ,20181025,537220.6477
159919.SZ,20181024,536770.6477
159919.SZ,20181023,535780.6477
159919.SZ,20181022,525880.6477
159919.SZ,20181019,525610.6477
159919.SZ,20181018,525610.6477
159919.SZ,20181017,525610.6477
159919.SZ,20181016,512110.6477
159919.SZ,20181015,502570.6477
159919.SZ,20181012,502570.6477
159919.SZ,20181011,502570.6477
159919.SZ,20181010,502570.6477
159919.SZ,20181009,502570.6477
159919.SZ,20181008,502570.6477
159919.SZ,20180930,502570.6477
159919.SZ,20180928,502570.6477
159919.SZ,20180927,502570.6477
159919.SZ,20180926,502570.6477
159919.SZ,20180925,493570.6477
159919.SZ,20180921,493570.6477
159919.SZ,20180920,493660.6477
159919.SZ,20180919,477010.6477
159919.SZ,20180918,468010.6477
159919.SZ,20180917,468010.6477
159919.SZ,20180914,468010.6477
159919.SZ,20180913,454240.6477
159919.SZ,20180912,454240.6477
159919.SZ,20180911,453970.6477
159919.SZ,20180910,453970.6477
159919.SZ,20180907,453970.6477
159919.SZ,20180906,453970.6477
159919.SZ,20180905,453970.6477
159919.SZ,20180904,453970.6477
159919.SZ,20180903,457570.6477
159919.SZ,20180831,457570.6477
159919.SZ,20180830,457570.6477
159919.SZ,20180829,446770.6477
159919.SZ,20180828,446770.6477
159919.SZ,20180827,446770.6477
159919.SZ,20180824,446770.6477
159919.SZ,20180823,446770.6477
159919.SZ,20180822,446770.6477
159919.SZ,20180821,446770.6477
159919.SZ,20180820,446770.6477
159919.SZ,20180817,446770.6477
159919.SZ,20180816,442270.6477
159919.SZ,20180815,442270.6477
159919.SZ,20180814,440470.6477
159919.SZ,20180813,440470.6477
159919.SZ,20180810,440470.6477
159919.SZ,20180809,439570.6477
159919.SZ,20180808,439570.6477
159919.SZ,20180807,439570.6477
159919.SZ,20180806,439210.6477
159919.SZ,20180803,439210.6477
159919.SZ,20180802,439210.6477
159919.SZ,20180801,439210.6477
159919.SZ,20180731,439030.6477
159919.SZ,20180730,438850.6477
159919.SZ,20180727,438850.6477
159919.SZ,20180726,438670.6477
159919.SZ,20180725,438670.6477
159919.SZ,20180724,438670.6477
159919.SZ,20180723,438670.6477
159919.SZ,20180720,438490.6477
159919.SZ,20180719,438490.6477
159919.SZ,20180718,438490.6477
159919.SZ,20180717,438490.6477
159919.SZ,20180716,438490.6477
159919.SZ,20180713,438490.6477
159919.SZ,20180712,438490.6477
159919.SZ,20180711,438490.6477
159919.SZ,20180710,438490.6477
159919.SZ,20180709,433990.6477
159919.SZ,20180706,432910.6477
159919.SZ,20180705,430210.6477
159919.SZ,20180704,421210.6477
159919.SZ,20180703,418240.6477
159919.SZ,20180702,418240.6477
159919.SZ,20180630,418240.6477
159919.SZ,20180629,418240.6477
159919.SZ,20180628,418240.6477
159919.SZ,20180627,417880.6477
159919.SZ,20180626,417880.6477
159919.SZ,20180625,417610.6477
159919.SZ,20180622,417610.6477
159919.SZ,20180621,417610.6477
159919.SZ,20180620,417610.6477
159919.SZ,20180619,417610.6477
159919.SZ,20180615,417610.6477
159919.SZ,20180614,417790.6477
159919.SZ,20180613,418150.6477
159919.SZ,20180612,418150.6477
159919.SZ,20180611,420850.6477
159919.SZ,20180608,420940.6477
159919.SZ,20180607,421120.6477
159919.SZ,20180606,421390.6477
159919.SZ,20180605,421480.6477
159919.SZ,20180604,421480.6477
159919.SZ,20180601,421480.6477
159919.SZ,20180531,421750.6477
159919.SZ,20180530,421750.6477
159919.SZ,20180529,421840.6477
159919.SZ,20180528,421840.6477
159919.SZ,20180525,421840.6477
159919.SZ,20180524,421840.6477
159919.SZ,20180523,421840.6477
159919.SZ,20180522,421840.6477
159919.SZ,20180521,421840.6477
159919.SZ,20180518,421840.6477
159919.SZ,20180517,421840.6477
159919.SZ,20180516,421840.6477
159919.SZ,20180515,422650.6477
159919.SZ,20180514,423370.6477
159919.SZ,20180511,423370.6477
159919.SZ,20180510,418870.6477
159919.SZ,20180509,418870.6477
159919.SZ,20180508,418870.6477
159919.SZ,20180507,418870.6477
159919.SZ,20180504,418870.6477
159919.SZ,20180503,418690.6477
159919.SZ,20180502,414010.6477
159919.SZ,20180427,414010.6477
159919.SZ,20180426,414010.6477
159919.SZ,20180425,414010.6477
159919.SZ,20180424,414010.6477
159919.SZ,20180423,414010.6477
159919.SZ,20180420,414010.6477
159919.SZ,20180419,414010.6477
159919.SZ,20180418,410410.6477
159919.SZ,20180417,406810.6477
159919.SZ,20180416,403930.6477
159919.SZ,20180413,403750.6477
159919.SZ,20180412,403750.6477
159919.SZ,20180411,403750.6477
159919.SZ,20180410,403750.6477
159919.SZ,20180409,403750.6477
159919.SZ,20180404,403750.6477
159919.SZ,20180403,403750.6477
159919.SZ,20180402,403750.6477
159919.SZ,20180331,403750.6477
159919.SZ,20180330,402400.6477
159919.SZ,20180329,402400.6477
159919.SZ,20180328,397900.6477
159919.SZ,20180327,397900.6477
159919.SZ,20180326,398350.6477
159919.SZ,20180323,398350.6477
159919.SZ,20180322,399700.6477
159919.SZ,20180321,399700.6477
159919.SZ,20180320,399700.6477
159919.SZ,20180319,399700.6477
159919.SZ,20180316,399700.6477
159919.SZ,20180315,399700.6477
159919.SZ,20180314,399700.6477
159919.SZ,20180313,399700.6477
159919.SZ,20180312,399700.6477
159919.SZ,20180309,399700.6477
159919.SZ,20180308,399700.6477
159919.SZ,20180307,399700.6477
159919.SZ,20180306,399700.6477
159919.SZ,20180305,399700.6477
159919.SZ,20180302,399700.6477
159919.SZ,20180301,399700.6477
159919.SZ,20180228,399700.6477
159919.SZ,20180227,399700.6477
159919.SZ,20180226,399700.6477
159919.SZ,20180223,399700.6477
159919.SZ,20180222,399700.6477
159919.SZ,20180214,399700.6477
159919.SZ,20180213,399700.6477
159919.SZ,20180212,398350.6477
159919.SZ,20180209,398170.6477
159919.SZ,20180208,398170.6477
159919.SZ,20180207,398170.6477
159919.SZ,20180206,398260.6477
159919.SZ,20180205,397810.6477
159919.SZ,20180202,397810.6477
159919.SZ,20180201,397810.6477
159919.SZ,20180131,397360.6477
159919.SZ,20180130,397360.6477
159919.SZ,20180129,397360.6477
159919.SZ,20180126,399250.6477
159919.SZ,20180125,399700.6477
159919.SZ,20180124,401500.6477
159919.SZ,20180123,401500.6477
159919.SZ,20180122,401500.6477
159919.SZ,20180119,401500.6477
159919.SZ,20180118,402220.6477
159919.SZ,20180117,402220.6477
159919.SZ,20180116,402580.6477
159919.SZ,20180115,403750.6477
159919.SZ,20180112,406630.6477
159919.SZ,20180111,406720.6477
159919.SZ,20180110,407170.6477
159919.SZ,20180109,407260.6477
159919.SZ,20180108,412750.6477
159919.SZ,20180105,412840.6477
159919.SZ,20180104,412930.6477
159919.SZ,20180103,414730.6477
159919.SZ,20180102,416530.6477
159919.SZ,20251231,4076931.6676
159919.SZ,20251230,4063881.6676
159919.SZ,20251229,4069461.6676
159919.SZ,20251226,4061811.6676
159919.SZ,20251225,4060821.6676
159919.SZ,20251224,4055601.6676
159919.SZ,20251223,4070361.6676
159919.SZ,20251222,4084041.6676
159919.SZ,20251219,4083051.6676
159919.SZ,20251218,4081251.6676
159919.SZ,20251217,4069191.6676
159919.SZ,20251216,4063611.6676
159919.SZ,20251215,4064331.6676
159919.SZ,20251212,4056141.6676
159919.SZ,20251211,4056501.6676
159919.SZ,20251210,4063611.6676
159919.SZ,20251209,4066671.6676
159919.SZ,20251208,4063971.6676
159919.SZ,20251205,4061271.6676
159919.SZ,20251204,4060101.6676
159919.SZ,20251203,4060641.6676
159919.SZ,20251202,4067751.6676
159919.SZ,20251201,4071621.6676
159919.SZ,20251128,4071261.6676
159919.SZ,20251127,4071531.6676
159919.SZ,20251126,4072251.6676
159919.SZ,20251125,4079991.6676
159919.SZ,20251124,4064241.6676
159919.SZ,20251121,4047321.6676
159919.SZ,20251120,4050831.6676
159919.SZ,20251119,4055961.6676
159919.SZ,20251118,4056771.6676
159919.SZ,20251117,4057221.6676
159919.SZ,20251114,4057761.6676
159919.SZ,20251113,4058211.6676
159919.SZ,20251112,4063971.6676
159919.SZ,20251111,4068291.6676
159919.SZ,20251110,4071261.6676
159919.SZ,20251107,4076121.6676
159919.SZ,20251106,4078191.6676
159919.SZ,20251105,4077201.6676
159919.SZ,20251104,4078011.6676
159919.SZ,20251103,4075491.6676
159919.SZ,20251031,4061271.6676
159919.SZ,20251030,4064691.6676
159919.SZ,20251029,4064061.6676
159919.SZ,20251028,4058031.6676
159919.SZ,20251027,4063341.6676
159919.SZ,20251024,4073421.6676
159919.SZ,20251023,4076391.6676
159919.SZ,20251022,4080621.6676
159919.SZ,20251021,4089801.6676
159919.SZ,20251020,4087281.6676
159919.SZ,20251017,4086291.6676
159919.SZ,20251016,4089621.6676
159919.SZ,20251015,4082601.6676
159919.SZ,20251014,4088091.6676
159919.SZ,20251013,4082511.6676
159919.SZ,20251010,4082331.6676
159919.SZ,20251009,4080711.6676
159919.SZ,20250930,4075671.6676
159919.SZ,20250929,4071351.6676
159919.SZ,20250926,4069731.6676
159919.SZ,20250925,4071081.6676
159919.SZ,20250924,4074501.6676
159919.SZ,20250923,4078371.6676
159919.SZ,20250922,4081791.6676
159919.SZ,20250919,4079541.6676
159919.SZ,20250918,4080261.6676
159919.SZ,20250917,4077651.6676
159919.SZ,20250916,4077381.6676
159919.SZ,20250915,4077651.6676
159919.SZ,20250912,4075311.6676
159919.SZ,20250911,4075221.6676
159919.SZ,20250910,4077831.6676
159919.SZ,20250909,4080081.6676
159919.SZ,20250908,4087641.6676
159919.SZ,20250905,4080621.6676
159919.SZ,20250904,4071621.6676
159919.SZ,20250903,4075131.6676
159919.SZ,20250902,4079001.6676
159919.SZ,20250901,4082061.6676
159919.SZ,20250829,4082511.6676
159919.SZ,20250828,4084221.6676
159919.SZ,20250827,4081341.6676
159919.SZ,20250826,4076121.6676
159919.SZ,20250825,4071891.6676
159919.SZ,20250822,4068111.6676
159919.SZ,20250821,4074771.6676
159919.SZ,20250820,4081161.6676
159919.SZ,20250819,4081251.6676
159919.SZ,20250818,4080801.6676
159919.SZ,20250815,4075851.6676
159919.SZ,20250814,4076571.6676
159919.SZ,20250813,4076031.6676
159919.SZ,20250812,4074681.6676
159919.SZ,20250811,4072791.6676
159919.SZ,20250808,4076121.6676
159919.SZ,20250807,4079001.6676
159919.SZ,20250806,4078911.6676
159919.SZ,20250805,4081251.6676
159919.SZ,20250804,4081341.6676
159919.SZ,20250801,4082511.6676
159919.SZ,20250731,4088271.6676
159919.SZ,20250730,4094841.6676
159919.SZ,20250729,4101951.6676
159919.SZ,20250728,4104741.6676
159919.SZ,20250725,4104381.6676
159919.SZ,20250724,4103031.6676
159919.SZ,20250723,4102761.6676
159919.SZ,20250722,4104471.6676
159919.SZ,20250721,4104201.6676
159919.SZ,20250718,4106991.6676
159919.SZ,20250717,4108431.6676
159919.SZ,20250716,4108611.6676
159919.SZ,20250715,4112931.6676
159919.SZ,20250714,4114101.6676
159919.SZ,20250711,4113201.6676
159919.SZ,20250710,4113111.6676
159919.SZ,20250709,4113381.6676
159919.SZ,20250708,4111671.6676
159919.SZ,20250707,4111671.6676
159919.SZ,20250704,4115991.6676
159919.SZ,20250703,4117791.6676
159919.SZ,20250702,4118961.6676
159919.SZ,20250701,4124091.6676
159919.SZ,20250630,4139031.6676
159919.SZ,20250627,4146951.6676
159919.SZ,20250626,4159101.6676
159919.SZ,20250625,4168821.6676
159919.SZ,20250624,4180791.6676
159919.SZ,20250623,4180521.6676
159919.SZ,20250620,4183491.6676
159919.SZ,20250619,4184571.6676
159919.SZ,20250618,4184841.6676
159919.SZ,20250617,4184931.6676
159919.SZ,20250616,4183581.6676
159919.SZ,20250613,4182591.6676
159919.SZ,20250612,4186371.6676
159919.SZ,20250611,4195281.6676
159919.SZ,20250610,4201311.6676
159919.SZ,20250609,4195821.6676
159919.SZ,20250606,4196271.6676
159919.SZ,20250605,4197171.6676
159919.SZ,20250604,4198881.6676
159919.SZ,20250603,4199061.6676
159919.SZ,20250530,4208331.6676
159919.SZ,20250529,4202931.6676
159919.SZ,20250528,4206531.6676
159919.SZ,20250527,4201671.6676
159919.SZ,20250526,4199511.6676
159919.SZ,20250523,4201941.6676
159919.SZ,20250522,4204371.6676
159919.SZ,20250521,4207701.6676
159919.SZ,20250520,4207971.6676
159919.SZ,20250519,4212741.6676
159919.SZ,20250516,4219581.6676
159919.SZ,20250515,4221741.6676
159919.SZ,20250514,4221741.6676
159919.SZ,20250513,4225521.6676
159919.SZ,20250512,4229031.6676
159919.SZ,20250509,4236411.6676
159919.SZ,20250508,4239111.6676
159919.SZ,20250507,4247481.6676
159919.SZ,20250506,4252791.6676
159919.SZ,20250430,4253511.6676
159919.SZ,20250429,4253781.6676
159919.SZ,20250428,4259091.6676
159919.SZ,20250425,4263051.6676
159919.SZ,20250424,4263141.6676
159919.SZ,20250423,4263951.6676
159919.SZ,20250422,4266291.6676
159919.SZ,20250421,4265661.6676
159919.SZ,20250418,4225341.6676
159919.SZ,20250417,4221831.6676
159919.SZ,20250416,4127511.6676
159919.SZ,20250415,4098351.6676
159919.SZ,20250414,4101321.6676
159919.SZ,20250411,4110321.6676
159919.SZ,20250410,4119591.6676
159919.SZ,20250409,4096191.6676
159919.SZ,20250408,3824031.6676
159919.SZ,20250407,3690561.6676
159919.SZ,20250403,3688671.6676
159919.SZ,20250402,3688401.6676
159919.SZ,20250401,3687591.6676
159919.SZ,20250331,3684441.6676
159919.SZ,20250328,3686151.6676
159919.SZ,20250327,3685791.6676
159919.SZ,20250326,3684261.6676
159919.SZ,20250325,3686601.6676
159919.SZ,20250324,3690381.6676
159919.SZ,20250321,3696231.6676
159919.SZ,20250320,3699741.6676
159919.SZ,20250319,3707031.6676
159919.SZ,20250318,3713511.6676
159919.SZ,20250317,3720801.6676
159919.SZ,20250314,3723861.6676
159919.SZ,20250313,3726381.6676
159919.SZ,20250312,3728901.6676
159919.SZ,20250311,3723321.6676
159919.SZ,20250310,3744831.6676
159919.SZ,20250307,3751761.6676
159919.SZ,20250306,3751131.6676
159919.SZ,20250305,3759681.6676
159919.SZ,20250304,3758421.6676
159919.SZ,20250303,3757521.6676
159919.SZ,20250228,3764451.6676
159919.SZ,20250227,3778581.6676
159919.SZ,20250226,3788751.6676
159919.SZ,20250225,3790641.6676
159919.SZ,20250224,3800631.6676
159919.SZ,20250221,3801621.6676
159919.SZ,20250220,3805941.6676
159919.SZ,20250219,3806031.6676
159919.SZ,20250218,3810621.6676
159919.SZ,20250217,3823491.6676
159919.SZ,20250214,3821871.6676
159919.SZ,20250213,3826641.6676
159919.SZ,20250212,3828081.6676
159919.SZ,20250211,3836361.6676
159919.SZ,20250210,3849411.6676
159919.SZ,20250207,3860571.6676
159919.SZ,20250206,3856251.6676
159919.SZ,20250205,3861021.6676
159919.SZ,20250127,3872001.6676
159919.SZ,20250124,3869301.6676
159919.SZ,20250123,3866241.6676
159919.SZ,20250122,3868761.6676
159919.SZ,20250121,3872181.6676
159919.SZ,20250120,3873261.6676
159919.SZ,20250117,3875061.6676
159919.SZ,20250116,3878571.6676
159919.SZ,20250115,3879291.6676
159919.SZ,20250114,3875241.6676
159919.SZ,20250113,3864261.6676
159919.SZ,20250110,3856791.6676
159919.SZ,20250109,3851211.6676
159919.SZ,20250108,3839961.6676
159919.SZ,20250107,3833481.6676
159919.SZ,20250106,3820521.6676
159919.SZ,20250103,3802341.6676
159919.SZ,20250102,3790371.6676
159919.SZ,20241231,3792081.6676
159919.SZ,20241230,3782451.6676
159919.SZ,20241227,3771291.6676
159919.SZ,20241226,3769401.6676
159919.SZ,20241225,3774531.6676
159919.SZ,20241224,3772461.6676
159919.SZ,20241223,3777861.6676
159919.SZ,20241220,3788661.6676
159919.SZ,20241219,3787311.6676
159919.SZ,20241218,3788391.6676
159919.SZ,20241217,3788481.6676
159919.SZ,20241216,3790731.6676
159919.SZ,20241213,3804951.6676
159919.SZ,20241212,3793341.6676
159919.SZ,20241211,3778851.6676
159919.SZ,20241210,3766521.6676
159919.SZ,20241209,3768321.6676
159919.SZ,20241206,3761661.6676
159919.SZ,20241205,3759951.6676
159919.SZ,20241204,3764091.6676
159919.SZ,20241203,3769851.6676
159919.SZ,20241202,3771921.6676
159919.SZ,20241129,3774171.6676
159919.SZ,20241128,3780561.6676
159919.SZ,20241127,3779751.6676
159919.SZ,20241126,3782001.6676
159919.SZ,20241125,3785331.6676
159919.SZ,20241122,3799911.6676
159919.SZ,20241121,3809271.6676
159919.SZ,20241120,3816921.6676
159919.SZ,20241119,3818001.6676
159919.SZ,20241118,3818721.6676
159919.SZ,20241115,3818091.6676
159919.SZ,20241114,3827631.6676
159919.SZ,20241113,3838791.6676
159919.SZ,20241112,3854541.6676
159919.SZ,20241111,3860751.6676
159919.SZ,20241108,3870201.6676
159919.SZ,20241107,3861291.6676
159919.SZ,20241106,3858051.6676
159919.SZ,20241105,3841671.6676
159919.SZ,20241104,3841491.6676
159919.SZ,20241101,3840951.6676
159919.SZ,20241031,3850131.6676
159919.SZ,20241030,3850581.6676
159919.SZ,20241029,3859401.6676
159919.SZ,20241028,3872541.6676
159919.SZ,20241025,3874521.6676
159919.SZ,20241024,3897471.6676
159919.SZ,20241023,3906201.6676
159919.SZ,20241022,3913041.6676
159919.SZ,20241021,3926091.6676
159919.SZ,20241018,3925281.6676
159919.SZ,20241017,3937611.6676
159919.SZ,20241016,3941841.6676
159919.SZ,20241015,3952101.6676
159919.SZ,20241014,3959301.6676
159919.SZ,20241011,3945981.6676
159919.SZ,20241010,3931221.6676
159919.SZ,20241009,3916011.6676
159919.SZ,20241008,3892161.6676
159919.SZ,20240930,3850761.6676
159919.SZ,20240927,3803871.6676
159919.SZ,20240926,3784611.6676
159919.SZ,20240925,3770481.6676
159919.SZ,20240924,3766431.6676
159919.SZ,20240923,3766881.6676
159919.SZ,20240920,3690651.6676
159919.SZ,20240919,3687141.6676
159919.SZ,20240918,3675081.6676
159919.SZ,20240913,3674001.6676
159919.SZ,20240912,3672651.6676
159919.SZ,20240911,3672651.6676
159919.SZ,20240910,3675531.6676
159919.SZ,20240909,3667431.6676
159919.SZ,20240906,3667161.6676
159919.SZ,20240905,3649701.6676
159919.SZ,20240904,3642321.6676
159919.SZ,20240903,3622611.6676
159919.SZ,20240902,3625941.6676
159919.SZ,20240830,3622971.6676
159919.SZ,20240829,3612981.6676
159919.SZ,20240828,3578691.6676
159919.SZ,20240827,3555381.6676
159919.SZ,20240826,3535131.6676
159919.SZ,20240823,3526491.6676
159919.SZ,20240822,3489501.6676
159919.SZ,20240821,3460521.6676
159919.SZ,20240820,3448641.6676
159919.SZ,20240819,3448461.6676
159919.SZ,20240816,3447111.6676
159919.SZ,20240815,3423891.6676
159919.SZ,20240814,3423891.6676
159919.SZ,20240813,3422541.6676
159919.SZ,20240812,3421551.6676
159919.SZ,20240809,3421911.6676
159919.SZ,20240808,3418401.6676
159919.SZ,20240807,3415431.6676
159919.SZ,20240806,3406251.6676
159919.SZ,20240805,3403461.6676
159919.SZ,20240802,3405891.6676
159919.SZ,20240801,3404541.6676
159919.SZ,20240731,3396351.6676
159919.SZ,20240730,3348201.6676
159919.SZ,20240729,3344691.6676
159919.SZ,20240726,3328221.6676
159919.SZ,20240725,3289071.6676
159919.SZ,20240724,3262881.6676
159919.SZ,20240723,3253251.6676
159919.SZ,20240722,3231561.6676
159919.SZ,20240719,3114741.6676
159919.SZ,20240718,3079731.6676
159919.SZ,20240717,2978031.6676
159919.SZ,20240716,2933121.6676
159919.SZ,20240715,2927271.6676
159919.SZ,20240712,2930061.6676
159919.SZ,20240711,2940411.6676
159919.SZ,20240710,2943471.6676
159919.SZ,20240709,2942121.6676
159919.SZ,20240708,2927991.6676
159919.SZ,20240705,2903961.6676
159919.SZ,20240704,2880831.6676
159919.SZ,20240703,2863911.6676
159919.SZ,20240702,2866161.6676
159919.SZ,20240701,2866701.6676
159919.SZ,20240630,2866701.6676
159919.SZ,20240628,2859501.6676
159919.SZ,20240627,2832951.6676
159919.SZ,20240626,2828721.6676
159919.SZ,20240625,2813061.6676
159919.SZ,20240624,2760591.6676
159919.SZ,20240621,2720271.6676
159919.SZ,20240620,2727111.6676
159919.SZ,20240619,2727471.6676
159919.SZ,20240618,2725311.6676
159919.SZ,20240617,2722431.6676
159919.SZ,20240614,2721441.6676
159919.SZ,20240613,2720001.6676
159919.SZ,20240612,2720271.6676
159919.SZ,20240611,2712621.6676
159919.SZ,20240607,2712981.6676
159919.SZ,20240606,2710821.6676
159919.SZ,20240605,2712891.6676
159919.SZ,20240604,2717751.6676
159919.SZ,20240603,2724051.6676
159919.SZ,20240531,2723331.6676
159919.SZ,20240530,2720991.6676
159919.SZ,20240529,2719371.6676
159919.SZ,20240528,2721441.6676
159919.SZ,20240527,2720721.6676
159919.SZ,20240524,2714781.6676
159919.SZ,20240523,2708391.6676
159919.SZ,20240522,2704161.6676
159919.SZ,20240521,2704881.6676
159919.SZ,20240520,2704971.6676
159919.SZ,20240517,2704161.6676
159919.SZ,20240516,2718201.6676
159919.SZ,20240515,2725581.6676
159919.SZ,20240514,2728551.6676
159919.SZ,20240513,2735751.6676
159919.SZ,20240510,2752311.6676
159919.SZ,20240509,2756901.6676
159919.SZ,20240508,2764551.6676
159919.SZ,20240507,2775261.6676
159919.SZ,20240506,2796141.6676
159919.SZ,20240430,2797671.6676
159919.SZ,20240429,2796321.6676
159919.SZ,20240426,2795961.6676
159919.SZ,20240425,2802081.6676
159919.SZ,20240424,2802351.6676
159919.SZ,20240423,2801991.6676
159919.SZ,20240422,2803611.6676
159919.SZ,20240419,2808831.6676
159919.SZ,20240418,2811081.6676
159919.SZ,20240417,2809641.6676
159919.SZ,20240416,2811891.6676
159919.SZ,20240415,2816931.6676
159919.SZ,20240412,2838351.6676
159919.SZ,20240411,2843211.6676
159919.SZ,20240410,2850951.6676
159919.SZ,20240409,2857341.6676
159919.SZ,20240408,2874621.6676
159919.SZ,20240403,2879301.6676
159919.SZ,20240402,2877141.6676
159919.SZ,20240401,2871381.6676
159919.SZ,20240331,2871381.6676
159919.SZ,20240329,2881911.6676
159919.SZ,20240328,2882721.6676
159919.SZ,20240327,2885871.6676
159919.SZ,20240326,2881011.6676
159919.SZ,20240325,2878581.6676
159919.SZ,20240322,2875701.6676
159919.SZ,20240321,2877591.6676
159919.SZ,20240320,2883621.6676
159919.SZ,20240319,2885781.6676
159919.SZ,20240318,2900811.6676
159919.SZ,20240315,2906211.6676
159919.SZ,20240314,2911521.6676
159919.SZ,20240313,2905041.6676
159919.SZ,20240312,2886501.6676
159919.SZ,20240311,2869491.6676
159919.SZ,20240308,2850141.6676
159919.SZ,20240307,2844561.6676
159919.SZ,20240306,2836191.6676
159919.SZ,20240305,2765721.6676
159919.SZ,20240304,2763111.6676
159919.SZ,20240301,2760141.6676
159919.SZ,20240229,2755821.6676
159919.SZ,20240228,2756001.6676
159919.SZ,20240227,2754471.6676
159919.SZ,20240226,2763111.6676
159919.SZ,20240223,2766621.6676
159919.SZ,20240222,2763201.6676
159919.SZ,20240221,2755281.6676
159919.SZ,20240220,2748711.6676
159919.SZ,20240219,2736471.6676
159919.SZ,20240208,2648091.6676
159919.SZ,20240207,2404371.6676
159919.SZ,20240206,2354331.6676
159919.SZ,20240205,2218431.6676
159919.SZ,20240202,2144271.6676
159919.SZ,20240201,2073081.6676
159919.SZ,20240131,1964541.6676
159919.SZ,20240130,1933491.6676
159919.SZ,20240129,1931871.6676
159919.SZ,20240126,1900371.6676
159919.SZ,20240125,1889661.6676
159919.SZ,20240124,1828191.6676
159919.SZ,20240123,1806771.6676
159919.SZ,20240122,1606341.6676
159919.SZ,20240119,1540911.6676
159919.SZ,20240118,1395381.6676
159919.SZ,20240117,1307181.6676
159919.SZ,20240116,1243911.6676
159919.SZ,20240115,1244991.6676
159919.SZ,20240112,1241301.6676
159919.SZ,20240111,1236351.6676
159919.SZ,20240110,1218801.6676
159919.SZ,20240109,1174161.6676
159919.SZ,20240108,1161921.6676
159919.SZ,20240105,1158411.6676
159919.SZ,20240104,1158141.6676
159919.SZ,20240103,1158321.6676
159919.SZ,20240102,1159491.6676
159919.SZ,20231231,1159491.6676
159919.SZ,20231229,1112691.6676
159919.SZ,20231228,1094871.6676
159919.SZ,20231227,1078221.6676
159919.SZ,20231226,1071921.6676
159919.SZ,20231225,1052841.6676
159919.SZ,20231222,1020621.6676
159919.SZ,20231221,998481.6676
159919.SZ,20231220,984351.6676
159919.SZ,20231219,968781.6676
159919.SZ,20231218,967251.6676
159919.SZ,20231215,967701.6676
159919.SZ,20231214,970851.6676
159919.SZ,20231213,972021.6676
159919.SZ,20231212,969951.6676
159919.SZ,20231211,968781.6676
159919.SZ,20231208,970311.6676
159919.SZ,20231207,969861.6676
159919.SZ,20231206,973371.6676
159919.SZ,20231205,976971.6676
159919.SZ,20231204,972021.6676
159919.SZ,20231201,946191.6676
159919.SZ,20231130,943311.6676
159919.SZ,20231129,942321.6676
159919.SZ,20231128,942051.6676
159919.SZ,20231127,945111.6676
159919.SZ,20231124,954111.6676
159919.SZ,20231123,955821.6676
