code,trade_date,fd_share
510300.SH,20220325,1053408.77
510300.SH,20220324,1054758.77
510300.SH,20220323,1055208.77
510300.SH,20220322,1051698.77
510300.SH,20220321,1056108.77
510300.SH,20220318,1074108.77
510300.SH,20220317,1077078.77
510300.SH,20220316,1134948.77
510300.SH,20220315,1086618.77
510300.SH,20220314,1078968.77
510300.SH,20220311,1079508.77
510300.SH,20220310,1067358.77
510300.SH,20220309,1095618.77
510300.SH,20220308,1057998.77
510300.SH,20220307,1072488.77
510300.SH,20220304,1087248.77
510300.SH,20220303,1065198.77
510300.SH,20220302,1066728.77
510300.SH,20220301,1065828.77
510300.SH,20220228,1082208.77
510300.SH,20220225,1091298.77
510300.SH,20220224,1086258.77
510300.SH,20220223,1065198.77
510300.SH,20220222,1084098.77
510300.SH,20220221,1078968.77
510300.SH,20220218,1093188.77
510300.SH,20220217,1100748.77
510300.SH,20220216,1139898.77
510300.SH,20220215,1165998.77
510300.SH,20220214,1203978.77
510300.SH,20220211,1199388.77
510300.SH,20220210,1212258.77
510300.SH,20220209,1228188.77
510300.SH,20220208,1245288.77
510300.SH,20220207,1234668.77
510300.SH,20220128,1259958.77
510300.SH,20220127,1261218.77
510300.SH,20220126,1263738.77
510300.SH,20220125,1268868.77
510300.SH,20220124,1266438.77
510300.SH,20220121,1251048.77
510300.SH,20220120,1194258.77
510300.SH,20220119,1178778.77
510300.SH,20220118,1151418.77
510300.SH,20220117,1186608.77
510300.SH,20220114,1194258.77
510300.SH,20220113,1192908.77
510300.SH,20220112,1190208.77
510300.SH,20220111,1171938.77
510300.SH,20220110,1171308.77
510300.SH,20220107,1143948.77
510300.SH,20220106,1135308.77
510300.SH,20220105,1137738.77
510300.SH,20220104,1117668.77
510300.SH,20260730,2648388.77
510300.SH,20260729,2594748.77
510300.SH,20260728,2533458.77
510300.SH,20260727,2464158.77
510300.SH,20260724,2438058.77
510300.SH,20260723,2402688.77
510300.SH,20260722,2404488.77
510300.SH,20260721,2435718.77
510300.SH,20260720,2442198.77
510300.SH,20260717,2171658.77
510300.SH,20260716,1970148.77
510300.SH,20260715,1839558.77
510300.SH,20260714,1848198.77
510300.SH,20260713,1832088.77
510300.SH,20260710,1715718.77
510300.SH,20260709,1721478.77
510300.SH,20260708,1720308.77
510300.SH,20260707,1709418.77
510300.SH,20260706,1682148.77
510300.SH,20260703,1706988.77
510300.SH,20260702,1853238.77
510300.SH,20260701,1839558.77
510300.SH,20260630,1891488.77
510300.SH,20260629,1993638.77
510300.SH,20260626,2080038.77
510300.SH,20260625,2074458.77
510300.SH,20260624,2288658.77
510300.SH,20260623,2467668.77
510300.SH,20260622,2638488.77
510300.SH,20260618,2652708.77
510300.SH,20260617,2708238.77
510300.SH,20260616,2797068.77
510300.SH,20260615,2838288.77
510300.SH,20260612,2862408.77
510300.SH,20260611,2873028.77
510300.SH,20260610,2851428.77
510300.SH,20260609,2833158.77
510300.SH,20260608,2848188.77
510300.SH,20260605,2790498.77
510300.SH,20260604,2785998.77
510300.SH,20260603,2804718.77
510300.SH,20260602,2824158.77
510300.SH,20260601,2819928.77
510300.SH,20260529,2795628.77
510300.SH,20260528,2796888.77
510300.SH,20260527,2789688.77
510300.SH,20260526,2802828.77
510300.SH,20260525,2845848.77
510300.SH,20260522,2979588.77
510300.SH,20260521,3049428.77
510300.SH,20260520,3102708.77
510300.SH,20260519,3166248.77
510300.SH,20260518,3218268.77
510300.SH,20260515,3216288.77
510300.SH,20260514,3209178.77
510300.SH,20260513,3272718.77
510300.SH,20260512,3337158.77
510300.SH,20260511,3394578.77
510300.SH,20260508,3526968.77
510300.SH,20260507,3615618.77
510300.SH,20260506,3793278.77
510300.SH,20260430,3820458.77
510300.SH,20260429,3937188.77
510300.SH,20260428,3986058.77
510300.SH,20260427,4036278.77
510300.SH,20260424,4092258.77
510300.SH,20260423,4111878.77
510300.SH,20260422,4181628.77
510300.SH,20260421,4244178.77
510300.SH,20260420,4282068.77
510300.SH,20260417,4325898.77
510300.SH,20260416,4368468.77
510300.SH,20260415,4392048.77
510300.SH,20260414,4380618.77
510300.SH,20260413,4385838.77
510300.SH,20260410,4407708.77
510300.SH,20260409,4476378.77
510300.SH,20260408,4516518.77
510300.SH,20260407,4505268.77
510300.SH,20260403,4486908.77
510300.SH,20260402,4471878.77
510300.SH,20260401,4481238.77
510300.SH,20260331,4482858.77
510300.SH,20260330,4491318.77
510300.SH,20260327,4516068.77
510300.SH,20260326,4515168.77
510300.SH,20260325,4523178.77
510300.SH,20260324,4567098.77
510300.SH,20260323,4574928.77
510300.SH,20260320,4491858.77
510300.SH,20260319,4482228.77
510300.SH,20260318,4457568.77
510300.SH,20260317,4433268.77
510300.SH,20260316,4409778.77
510300.SH,20260313,4398528.77
510300.SH,20260312,4400778.77
510300.SH,20260311,4409418.77
510300.SH,20260310,4452258.77
510300.SH,20260309,4462158.77
510300.SH,20260306,4460628.77
510300.SH,20260305,4461258.77
510300.SH,20260304,4496088.77
510300.SH,20260303,4457388.77
510300.SH,20260302,4476558.77
510300.SH,20260227,4561248.77
510300.SH,20260226,4559628.77
510300.SH,20260225,4597968.77
510300.SH,20260224,4590768.77
510300.SH,20260213,4612368.77
510300.SH,20260212,4694088.77
510300.SH,20260211,4702548.77
510300.SH,20260210,4712898.77
510300.SH,20260209,4745838.77
510300.SH,20260206,4746108.77
510300.SH,20260205,4722798.77
510300.SH,20260204,4698768.77
510300.SH,20260203,4754388.77
510300.SH,20260202,4750698.77
510300.SH,20260130,4868778.77
510300.SH,20260129,4926018.77
510300.SH,20260128,5150478.77
510300.SH,20260127,5753298.77
510300.SH,20260126,6051738.77
510300.SH,20260123,6441528.77
510300.SH,20260122,6853458.77
510300.SH,20260121,7197798.77
510300.SH,20260120,7553388.77
510300.SH,20260119,7786308.77
510300.SH,20260116,7976028.77
510300.SH,20260115,8410098.77
510300.SH,20260114,8824278.77
510300.SH,20260113,8881968.77
510300.SH,20260112,8915448.77
510300.SH,20260109,8950908.77
510300.SH,20260108,8914278.77
510300.SH,20260107,8902938.77
510300.SH,20260106,8934438.77
510300.SH,20260105,8905818.77
510050.SH,20211231,2120376.6757
510050.SH,20211230,2121096.68
510050.SH,20211229,2125056.68
510050.SH,20211228,2111016.68
510050.SH,20211227,2067096.68
510050.SH,20211224,1992126.68
510050.SH,20211223,2022816.68
510050.SH,20211222,1999146.68
510050.SH,20211221,2029026.68
510050.SH,20211220,2028486.68
510050.SH,20211217,1977546.68
510050.SH,20211216,1930206.68
510050.SH,20211215,1897086.68
510050.SH,20211214,1902396.68
510050.SH,20211213,1835886.68
510050.SH,20211210,1839126.68
510050.SH,20211209,1772076.68
510050.SH,20211208,1682076.68
510050.SH,20211207,1683966.68
510050.SH,20211206,1687116.68
510050.SH,20211203,1721046.68
510050.SH,20211202,1737876.68
510050.SH,20211201,1736886.68
510050.SH,20211130,1718886.68
510050.SH,20211129,1705116.68
510050.SH,20211126,1666686.68
510050.SH,20211125,1691616.68
510050.SH,20211124,1707276.68
510050.SH,20211123,1712676.68
510050.SH,20211122,1763346.68
510050.SH,20211119,1791876.68
510050.SH,20211118,1778646.68
510050.SH,20211117,1794486.68
510050.SH,20211116,1816446.68
510050.SH,20211115,1823556.68
510050.SH,20211112,1783146.68
510050.SH,20211111,1733466.68
510050.SH,20211110,1732926.68
510050.SH,20211109,1751736.68
510050.SH,20211108,1734456.68
510050.SH,20211105,1717536.68
510050.SH,20211104,1694046.68
510050.SH,20211103,1724016.68
510050.SH,20211102,1723476.68
510050.SH,20211101,1732026.68
510050.SH,20211029,1678386.68
510050.SH,20211028,1673166.68
510050.SH,20211027,1630506.68
510050.SH,20211026,1628346.68
510050.SH,20211025,1653996.68
510050.SH,20211022,1638696.68
510050.SH,20211021,1630326.68
510050.SH,20211020,1611696.68
510050.SH,20211019,1600716.68
510050.SH,20211018,1662456.68
510050.SH,20211015,1607286.68
510050.SH,20211014,1585776.68
510050.SH,20211013,1573266.68
510050.SH,20211012,1607736.68
510050.SH,20211011,1583886.68
510050.SH,20211008,1622406.68
510050.SH,20210930,1634286.6757
510050.SH,20210929,1654986.68
510050.SH,20210928,1633206.68
510050.SH,20210927,1616106.68
510050.SH,20210924,1694946.68
510050.SH,20210923,1711236.68
510050.SH,20210922,1717806.68
510050.SH,20210917,1717266.68
510050.SH,20210916,1697556.68
510050.SH,20210915,1657776.68
510050.SH,20210914,1620966.68
510050.SH,20210913,1613046.68
510050.SH,20210910,1615566.68
510050.SH,20210909,1620246.68
510050.SH,20210908,1605216.68
510050.SH,20210907,1600626.68
510050.SH,20210906,1599186.68
510050.SH,20210903,1587126.68
510050.SH,20210902,1562466.68
510050.SH,20210901,1529706.68
510050.SH,20210831,1456446.68
510050.SH,20210830,1436376.68
510050.SH,20210827,1436196.68
510050.SH,20210826,1402446.68
510050.SH,20210825,1384446.68
510050.SH,20210824,1430526.68
510050.SH,20210823,1464996.68
510050.SH,20210820,1525116.68
510050.SH,20210819,1408026.68
510050.SH,20210818,1396056.68
510050.SH,20210817,1361046.68
510050.SH,20210816,1324146.68
510050.SH,20210813,1323606.68
510050.SH,20210812,1310286.68
510050.SH,20210811,1300476.68
510050.SH,20210810,1307946.68
510050.SH,20210809,1308036.68
510050.SH,20210806,1316136.68
510050.SH,20210805,1304616.68
510050.SH,20210804,1314876.68
510050.SH,20210803,1363116.68
510050.SH,20210802,1391106.68
510050.SH,20210730,1445646.68
510050.SH,20210729,1463286.68
510050.SH,20210728,1544826.68
510050.SH,20210727,1543206.68
510050.SH,20210726,1550586.68
510050.SH,20210723,1569666.68
510050.SH,20210722,1577136.68
510050.SH,20210721,1572366.68
510050.SH,20210720,1599996.68
510050.SH,20210719,1584426.68
510050.SH,20210716,1558416.68
510050.SH,20210715,1558866.68
510050.SH,20210714,1546716.68
510050.SH,20210713,1578576.68
510050.SH,20210712,1563816.68
510050.SH,20210709,1574076.68
510050.SH,20210708,1564176.68
510050.SH,20210707,1549056.68
510050.SH,20210706,1534926.68
510050.SH,20210705,1511886.68
510050.SH,20210702,1493436.68
510050.SH,20210701,1480746.68
510050.SH,20210630,1547436.6757
510050.SH,20210629,1556166.68
510050.SH,20210628,1548966.68
510050.SH,20210625,1549416.68
510050.SH,20210624,1537356.68
510050.SH,20210623,1529436.68
510050.SH,20210622,1575246.68
510050.SH,20210621,1595496.68
510050.SH,20210618,1569846.68
510050.SH,20210617,1532946.68
510050.SH,20210616,1532496.68
510050.SH,20210615,1504236.68
510050.SH,20210611,1491816.68
510050.SH,20210610,1478586.68
510050.SH,20210609,1474086.68
510050.SH,20210608,1464996.68
510050.SH,20210607,1439796.68
510050.SH,20210604,1438536.68
510050.SH,20210603,1410636.68
510050.SH,20210602,1413876.68
510050.SH,20210601,1436196.68
510050.SH,20210531,1461036.68
510050.SH,20210528,1429536.68
510050.SH,20210527,1435116.68
510050.SH,20210526,1398846.68
510050.SH,20210525,1396056.68
510050.SH,20210524,1423056.68
510050.SH,20210521,1431966.68
510050.SH,20210520,1416486.68
510050.SH,20210519,1409106.68
510050.SH,20210518,1436556.68
510050.SH,20210517,1430976.68
510050.SH,20210514,1425216.68
510050.SH,20210513,1412796.68
510050.SH,20210512,1388496.68
510050.SH,20210511,1387596.68
510050.SH,20210510,1365636.68
510050.SH,20210507,1338996.68
510050.SH,20210506,1345656.68
510050.SH,20210430,1334766.68
510050.SH,20210429,1339626.68
510050.SH,20210428,1291746.68
510050.SH,20210427,1317576.68
510050.SH,20210426,1325676.68
510050.SH,20210423,1351416.68
510050.SH,20210422,1368426.68
510050.SH,20210421,1398666.68
510050.SH,20210420,1443756.68
510050.SH,20210419,1462746.68
510050.SH,20210416,1429086.68
510050.SH,20210415,1413606.68
510050.SH,20210414,1418106.68
510050.SH,20210413,1376706.68
510050.SH,20210412,1330716.68
510050.SH,20210409,1259706.68
510050.SH,20210408,1251156.68
510050.SH,20210407,1241976.68
510050.SH,20210406,1239636.68
510050.SH,20210402,1253136.68
510050.SH,20210401,1265826.68
510050.SH,20210331,1258356.6757
510050.SH,20210330,1260606.68
510050.SH,20210329,1280766.68
510050.SH,20210326,1315956.68
510050.SH,20210325,1336476.68
510050.SH,20210324,1330806.68
510050.SH,20210323,1326036.68
510050.SH,20210322,1336386.68
510050.SH,20210319,1325946.68
510050.SH,20210318,1281936.68
510050.SH,20210317,1271586.68
510050.SH,20210316,1291836.68
510050.SH,20210315,1274646.68
510050.SH,20210312,1281036.68
510050.SH,20210311,1347276.68
510050.SH,20210310,1354026.68
510050.SH,20210309,1364106.68
510050.SH,20210308,1303626.68
510050.SH,20210305,1343766.68
510050.SH,20210304,1312086.68
510050.SH,20210303,1290666.68
510050.SH,20210302,1279236.68
510050.SH,20210301,1332516.68
510050.SH,20210226,1341426.68
510050.SH,20210225,1305606.68
510050.SH,20210224,1330626.68
510050.SH,20210223,1305966.68
510050.SH,20210222,1317306.68
510050.SH,20210219,1295976.68
510050.SH,20210218,1263486.68
510050.SH,20210210,1254126.68
510050.SH,20210209,1246206.68
510050.SH,20210208,1262496.68
510050.SH,20210205,1265556.68
510050.SH,20210204,1272036.68
510050.SH,20210203,1306236.68
510050.SH,20210202,1330086.68
510050.SH,20210201,1375986.68
510050.SH,20210129,1393626.68
510050.SH,20210128,1347186.68
510050.SH,20210127,1348536.68
510050.SH,20210126,1375266.68
510050.SH,20210125,1348626.68
510050.SH,20210122,1427376.68
510050.SH,20210121,1451226.68
510050.SH,20210120,1466886.68
510050.SH,20210119,1491816.68
510050.SH,20210118,1500996.68
510050.SH,20210115,1512696.68
510050.SH,20210114,1538976.68
510050.SH,20210113,1531236.68
510050.SH,20210112,1493976.68
510050.SH,20210111,1476696.68
510050.SH,20210108,1501536.68
510050.SH,20210107,1472736.68
510050.SH,20210106,1446996.68
510050.SH,20210105,1487136.68
510050.SH,20210104,1552566.68
510050.SH,20201231,1556436.6757
510050.SH,20201230,1538346.68
510050.SH,20201229,1555536.68
510050.SH,20201228,1549416.68
510050.SH,20201225,1549866.68
510050.SH,20201224,1514856.68
510050.SH,20201223,1512426.68
510050.SH,20201222,1560126.68
510050.SH,20201221,1613406.68
510050.SH,20201218,1617186.68
510050.SH,20201217,1601796.68
510050.SH,20201216,1607556.68
510050.SH,20201215,1620876.68
510050.SH,20201214,1618446.68
510050.SH,20201211,1620336.68
510050.SH,20201210,1633566.68
510050.SH,20201209,1642566.68
510050.SH,20201208,1633566.68
510050.SH,20201207,1614756.68
510050.SH,20201204,1631676.68
510050.SH,20201203,1635906.68
510050.SH,20201202,1603596.68
510050.SH,20201201,1585056.68
510050.SH,20201130,1554276.68
510050.SH,20201127,1478226.68
510050.SH,20201126,1419006.68
510050.SH,20201125,1420806.68
510050.SH,20201124,1443756.68
510050.SH,20201123,1385526.68
510050.SH,20201120,1389486.68
510050.SH,20201119,1406226.68
510050.SH,20201118,1406046.68
510050.SH,20201117,1362846.68
510050.SH,20201116,1371396.68
510050.SH,20201113,1382286.68
510050.SH,20201112,1359336.68
510050.SH,20201111,1371126.68
510050.SH,20201110,1363566.68
510050.SH,20201109,1377966.68
510050.SH,20201106,1385166.68
510050.SH,20201105,1405506.68
510050.SH,20201104,1411626.68
510050.SH,20201103,1422876.68
510050.SH,20201102,1422606.68
510050.SH,20201030,1399206.68
510050.SH,20201029,1392276.68
510050.SH,20201028,1396686.68
510050.SH,20201027,1428636.68
510050.SH,20201026,1437546.68
510050.SH,20201023,1416216.68
510050.SH,20201022,1401726.68
510050.SH,20201021,1381386.68
510050.SH,20201020,1406316.68
510050.SH,20201019,1412976.68
510050.SH,20201016,1408836.68
510050.SH,20201015,1403346.68
510050.SH,20201014,1371576.68
510050.SH,20201013,1377246.68
510050.SH,20201012,1387506.68
510050.SH,20201009,1409286.68
510050.SH,20200930,1405596.6757
510050.SH,20200929,1411266.68
510050.SH,20200928,1396956.68
510050.SH,20200925,1394076.68
510050.SH,20200924,1392816.68
510050.SH,20200923,1382556.68
510050.SH,20200922,1405596.68
510050.SH,20200921,1420716.68
510050.SH,20200918,1411086.68
510050.SH,20200917,1392906.68
510050.SH,20200916,1390386.68
510050.SH,20200915,1400646.68
510050.SH,20200914,1410906.68
510050.SH,20200911,1424406.68
510050.SH,20200910,1416666.68
510050.SH,20200909,1426296.68
510050.SH,20200908,1417116.68
510050.SH,20200907,1423146.68
510050.SH,20200904,1428276.68
510050.SH,20200903,1425846.68
510050.SH,20200902,1424136.68
510050.SH,20200901,1455186.68
510050.SH,20200831,1437096.68
510050.SH,20200828,1433586.68
510050.SH,20200827,1440426.68
510050.SH,20200826,1447806.68
510050.SH,20200825,1464906.68
510050.SH,20200824,1481286.68
510050.SH,20200821,1508106.68
510050.SH,20200820,1495326.68
510050.SH,20200819,1501626.68
510050.SH,20200818,1519986.68
510050.SH,20200817,1511346.68
510050.SH,20200814,1453566.68
510050.SH,20200813,1430616.68
510050.SH,20200812,1448976.68
510050.SH,20200811,1448706.68
510050.SH,20200810,1438626.68
510050.SH,20200807,1435836.68
510050.SH,20200806,1447536.68
510050.SH,20200805,1475436.68
510050.SH,20200804,1505226.68
510050.SH,20200803,1456086.68
510050.SH,20200731,1463826.68
510050.SH,20200730,1494876.68
510050.SH,20200729,1502346.68
510050.SH,20200728,1489296.68
510050.SH,20200727,1499646.68
510050.SH,20200724,1498206.68
510050.SH,20200723,1505136.68
510050.SH,20200722,1525836.68
510050.SH,20200721,1520436.68
510050.SH,20200720,1553376.68
510050.SH,20200717,1570206.68
510050.SH,20200716,1567956.68
510050.SH,20200715,1586676.68
510050.SH,20200714,1605756.68
510050.SH,20200713,1617726.68
510050.SH,20200710,1630326.68
510050.SH,20200709,1648326.68
510050.SH,20200708,1667226.68
510050.SH,20200707,1682526.68
510050.SH,20200706,1567506.68
510050.SH,20200703,1390836.68
510050.SH,20200702,1357266.68
510050.SH,20200701,1332066.68
510050.SH,20200630,1334406.6757
510050.SH,20200629,1347996.68
510050.SH,20200624,1338546.68
510050.SH,20200623,1330716.68
510050.SH,20200622,1337106.68
510050.SH,20200619,1342326.68
510050.SH,20200618,1347906.68
510050.SH,20200617,1359426.68
510050.SH,20200616,1368336.68
510050.SH,20200615,1365906.68
510050.SH,20200612,1364106.68
510050.SH,20200611,1362216.68
510050.SH,20200610,1365906.68
510050.SH,20200609,1367436.68
510050.SH,20200608,1370676.68
510050.SH,20200605,1383006.68
510050.SH,20200604,1385436.68
510050.SH,20200603,1390836.68
510050.SH,20200602,1394886.68
510050.SH,20200601,1404336.68
510050.SH,20200529,1409376.68
510050.SH,20200528,1424496.68
510050.SH,20200527,1419816.68
510050.SH,20200526,1418736.68
510050.SH,20200525,1448976.68
510050.SH,20200522,1447266.68
510050.SH,20200521,1443666.68
510050.SH,20200520,1451226.68
510050.SH,20200519,1437726.68
510050.SH,20200518,1443756.68
510050.SH,20200515,1439076.68
510050.SH,20200514,1425036.68
510050.SH,20200513,1413606.68
510050.SH,20200512,1414326.68
510050.SH,20200511,1427196.68
510050.SH,20200508,1436286.68
510050.SH,20200507,1439346.68
510050.SH,20200506,1435476.68
510050.SH,20200430,1434486.68
510050.SH,20200429,1428996.68
510050.SH,20200428,1427916.68
510050.SH,20200427,1439166.68
510050.SH,20200424,1464006.68
510050.SH,20200423,1461306.68
510050.SH,20200422,1463826.68
510050.SH,20200421,1478136.68
510050.SH,20200420,1469046.68
510050.SH,20200417,1487586.68
510050.SH,20200416,1518726.68
510050.SH,20200415,1518456.68
510050.SH,20200414,1512966.68
510050.SH,20200413,1526286.68
510050.SH,20200410,1520796.68
510050.SH,20200409,1523766.68
510050.SH,20200408,1537626.68
510050.SH,20200407,1545996.68
510050.SH,20200403,1557336.68
510050.SH,20200402,1571826.68
510050.SH,20200401,1581276.68
510050.SH,20200331,1590726.6757
510050.SH,20200330,1602696.68
510050.SH,20200327,1588566.68
510050.SH,20200326,1596846.68
510050.SH,20200325,1598736.68
510050.SH,20200324,1623666.68
510050.SH,20200323,1620786.68
510050.SH,20200320,1601706.68
510050.SH,20200319,1558416.68
510050.SH,20200318,1504506.68
510050.SH,20200317,1521156.68
510050.SH,20200316,1476696.68
510050.SH,20200313,1453566.68
510050.SH,20200312,1425486.68
510050.SH,20200311,1420446.68
510050.SH,20200310,1445466.68
510050.SH,20200309,1390566.68
510050.SH,20200306,1407846.68
510050.SH,20200305,1399566.68
510050.SH,20200304,1387056.68
510050.SH,20200303,1396506.68
510050.SH,20200302,1387866.68
510050.SH,20200228,1392546.68
510050.SH,20200227,1400106.68
510050.SH,20200226,1402716.68
510050.SH,20200225,1400556.68
510050.SH,20200224,1378236.68
510050.SH,20200221,1381476.68
510050.SH,20200220,1377876.68
510050.SH,20200219,1416396.68
510050.SH,20200218,1421526.68
510050.SH,20200217,1433316.68
510050.SH,20200214,1446906.68
510050.SH,20200213,1441956.68
510050.SH,20200212,1441866.68
510050.SH,20200211,1453026.68
510050.SH,20200210,1464366.68
510050.SH,20200207,1486956.68
510050.SH,20200206,1495956.68
510050.SH,20200205,1499916.68
510050.SH,20200204,1518096.68
510050.SH,20200203,1527366.68
510050.SH,20200123,1483446.68
510050.SH,20200122,1444386.68
510050.SH,20200121,1453026.68
510050.SH,20200120,1432416.68
510050.SH,20200117,1454286.68
510050.SH,20200116,1465446.68
510050.SH,20200115,1479036.68
510050.SH,20200114,1488756.68
510050.SH,20200113,1487856.68
510050.SH,20200110,1493256.68
510050.SH,20200109,1492536.68
510050.SH,20200108,1495866.68
510050.SH,20200107,1477866.68
510050.SH,20200106,1490826.68
510050.SH,20200103,1510356.68
510050.SH,20200102,1509906.68
510050.SH,20191231,1510986.6757
510050.SH,20191230,1522956.68
510050.SH,20191227,1542756.68
510050.SH,20191226,1556256.68
510050.SH,20191225,1559136.68
510050.SH,20191224,1564356.68
510050.SH,20191223,1573446.68
510050.SH,20191220,1574976.68
510050.SH,20191219,1579206.68
510050.SH,20191218,1565256.68
510050.SH,20191217,1548696.68
510050.SH,20191216,1538616.68
510050.SH,20191213,1485966.68
510050.SH,20191212,1477596.68
510050.SH,20191211,1462296.68
510050.SH,20191210,1484796.68
510050.SH,20191209,1483086.68
510050.SH,20191206,1465896.68
510050.SH,20191205,1471746.68
510050.SH,20191204,1462746.68
510050.SH,20191203,1458876.68
510050.SH,20191202,1457976.68
510050.SH,20191129,1467426.68
510050.SH,20191128,1420806.68
510050.SH,20191127,1407576.68
510050.SH,20191126,1419636.68
510050.SH,20191125,1446996.68
510050.SH,20191122,1461126.68
510050.SH,20191121,1468506.68
510050.SH,20191120,1444026.68
510050.SH,20191119,1441956.68
510050.SH,20191118,1456896.68
510050.SH,20191115,1450776.68
510050.SH,20191114,1434216.68
510050.SH,20191113,1440246.68
510050.SH,20191112,1441686.68
510050.SH,20191111,1440336.68
510050.SH,20191108,1392906.68
510050.SH,20191107,1391286.68
510050.SH,20191106,1380486.68
510050.SH,20191105,1374906.68
510050.SH,20191104,1360146.68
510050.SH,20191101,1381746.68
510050.SH,20191031,1387596.68
510050.SH,20191030,1394796.68
510050.SH,20191029,1394526.68
510050.SH,20191028,1394346.68
510050.SH,20191025,1393266.68
510050.SH,20191024,1384806.68
510050.SH,20191023,1366806.68
510050.SH,20191022,1360956.68
510050.SH,20191021,1359516.68
510050.SH,20191018,1347726.68
510050.SH,20191017,1338816.68
510050.SH,20191016,1336386.68
510050.SH,20191015,1334856.68
510050.SH,20191014,1334586.68
510050.SH,20191011,1337916.68
510050.SH,20191010,1343406.68
510050.SH,20191009,1354026.68
510050.SH,20191008,1375986.68
510050.SH,20190930,1413426.6757
510050.SH,20190927,1415226.68
510050.SH,20190926,1403526.68
510050.SH,20190925,1420986.68
510050.SH,20190924,1433676.68
510050.SH,20190923,1463826.68
510050.SH,20190920,1439886.68
510050.SH,20190919,1448256.68
510050.SH,20190918,1459596.68
510050.SH,20190917,1517916.68
510050.SH,20190916,1502166.68
510050.SH,20190912,1504866.68
510050.SH,20190911,1517376.68
510050.SH,20190910,1459416.68
510050.SH,20190909,1416486.68
510050.SH,20190906,1400196.68
510050.SH,20190905,1388946.68
510050.SH,20190904,1389576.68
510050.SH,20190903,1395156.68
510050.SH,20190902,1392366.68
510050.SH,20190830,1411626.68
510050.SH,20190829,1440246.68
510050.SH,20190828,1465266.68
510050.SH,20190827,1463736.68
510050.SH,20190826,1460586.68
510050.SH,20190823,1405596.68
510050.SH,20190822,1437546.68
510050.SH,20190821,1445106.68
510050.SH,20190820,1441416.68
510050.SH,20190819,1450506.68
510050.SH,20190816,1445376.68
510050.SH,20190815,1460496.68
510050.SH,20190814,1457706.68
510050.SH,20190813,1463916.68
510050.SH,20190812,1466256.68
510050.SH,20190809,1475616.68
510050.SH,20190808,1478586.68
510050.SH,20190807,1508376.68
510050.SH,20190806,1552746.68
510050.SH,20190805,1525206.68
510050.SH,20190802,1491546.68
510050.SH,20190801,1501266.68
510050.SH,20190731,1503966.68
510050.SH,20190730,1478766.68
510050.SH,20190729,1473546.68
510050.SH,20190726,1480386.68
510050.SH,20190725,1501536.68
510050.SH,20190724,1524486.68
510050.SH,20190723,1556526.68
510050.SH,20190722,1592976.68
510050.SH,20190719,1612596.68
510050.SH,20190718,1606296.68
510050.SH,20190717,1594146.68
510050.SH,20190716,1600446.68
510050.SH,20190715,1594056.68
510050.SH,20190712,1591176.68
510050.SH,20190711,1613046.68
510050.SH,20190710,1618176.68
510050.SH,20190709,1623576.68
510050.SH,20190708,1643286.68
510050.SH,20190705,1647966.68
510050.SH,20190704,1675596.68
510050.SH,20190703,1648236.68
510050.SH,20190702,1620876.68
510050.SH,20190701,1631496.68
510050.SH,20190630,1669926.6757
510050.SH,20190628,1669926.68
510050.SH,20190627,1646976.68
510050.SH,20190626,1658046.68
510050.SH,20190625,1677216.68
510050.SH,20190624,1649586.68
510050.SH,20190621,1647786.68
510050.SH,20190620,1605216.68
510050.SH,20190619,1626816.68
510050.SH,20190618,1610076.68
510050.SH,20190617,1619076.68
510050.SH,20190614,1612506.68
510050.SH,20190613,1624836.68
510050.SH,20190612,1603416.68
510050.SH,20190611,1582266.68
510050.SH,20190610,1606656.68
510050.SH,20190606,1670826.68
510050.SH,20190605,1654536.68
510050.SH,20190604,1642656.68
510050.SH,20190603,1608456.68
510050.SH,20190531,1584336.68
510050.SH,20190530,1582356.68
510050.SH,20190529,1572996.68
510050.SH,20190528,1607286.68
510050.SH,20190527,1654806.68
510050.SH,20190524,1659486.68
510050.SH,20190523,1661016.68
510050.SH,20190522,1660026.68
510050.SH,20190521,1703226.68
510050.SH,20190520,1788186.68
510050.SH,20190517,1750656.68
510050.SH,20190516,1669746.68
510050.SH,20190515,1704486.68
510050.SH,20190514,1768206.68
510050.SH,20190513,1703856.68
510050.SH,20190510,1734276.68
510050.SH,20190509,1768296.68
510050.SH,20190508,1752456.68
510050.SH,20190507,1770186.68
510050.SH,20190506,1768116.68
510050.SH,20190430,1685856.68
510050.SH,20190429,1711146.68
510050.SH,20190426,1719966.68
510050.SH,20190425,1660746.68
510050.SH,20190424,1574706.68
510050.SH,20190423,1595226.68
510050.SH,20190422,1557066.68
510050.SH,20190419,1586766.68
510050.SH,20190418,1585506.68
510050.SH,20190417,1600896.68
510050.SH,20190416,1575426.68
510050.SH,20190415,1573356.68
510050.SH,20190412,1579296.68
510050.SH,20190411,1533216.68
510050.SH,20190410,1508196.68
510050.SH,20190409,1563096.68
510050.SH,20190408,1615386.68
510050.SH,20190404,1614036.68
510050.SH,20190403,1629876.68
510050.SH,20190402,1617636.68
510050.SH,20190401,1592976.68
510050.SH,20190331,1573356.6757
510050.SH,20190329,1573356.68
510050.SH,20190328,1535466.68
510050.SH,20190327,1541856.68
510050.SH,20190326,1583616.68
510050.SH,20190325,1570116.68
510050.SH,20190322,1659396.68
510050.SH,20190321,1658496.68
