trade_date,close
20050104,989.984
20050105,1013.583
20050106,1005.465
20050107,1011.74
20050110,1023.638
20050111,1027.159
20050112,1024.92
20050113,1029.298
20050114,1011.875
20050117,986.661
20050118,1008.107
20050119,1002.46
20050120,989.441
20050121,1006.25
20050124,1028.011
20050125,1015.1
20050126,1006.84
20050127,989.414
20050128,963.005
20050131,924.166
20050201,905.802
20050202,958.392
20050203,936.861
20050204,952.392
20050216,966.385
20050217,973.808
20050218,964.005
20050221,983.608
20050222,1015.658
20050223,1032.895
20050224,1035.348
20050225,1032.413
20050228,1029.384
20050301,1030.815
20050302,1014.527
20050303,1020.248
20050304,1011.361
20050307,1013.594
20050308,1037.029
20050309,1042.182
20050310,1011.791
20050311,1017.453
20050314,1005.987
20050315,993.476
20050316,982.837
20050317,967.593
20050318,946.705
20050321,950.792
20050322,915.939
20050323,915.974
20050324,928.54
20050325,923.196
20050328,911.354
20050329,904.823
20050330,869.583
20050331,880.901
20050401,913.851
20050404,896.287
20050405,886.196
20050406,898.875
20050407,913.657
20050408,931.379
20050411,931.969
20050412,905.866
20050413,929.111
20050414,916.35
20050415,887.932
20050418,868.325
20050419,867.228
20050420,844.932
20050421,826.053
20050422,806.645
20050425,789.538
20050426,806.944
20050427,790.244
20050428,813.628
20050429,802.279
20050509,771.082
20050510,773.196
20050511,772.078
20050512,769.018
20050513,779.491
20050516,776.542
20050517,785.44
20050518,794.572
20050519,794.49
20050520,787.901
20050523,758.679
20050524,777.766
20050525,781.991
20050526,772.871
20050527,767.274
20050530,776.405
20050531,775.742
20050601,760.507
20050602,756.823
20050603,756.907
20050606,766.725
20050607,767.906
20050608,826.234
20050609,836.831
20050610,819.996
20050613,825.872
20050614,807.356
20050615,788.292
20050616,797.426
20050617,790.55
20050620,813.122
20050621,806.023
20050622,810.029
20050623,796.051
20050624,799.695
20050627,822.881
20050628,807.644
20050629,805.097
20050630,781.826
20050701,743.115
20050704,734.952
20050705,729.359
20050706,727.061
20050707,732.049
20050708,706.735
20050711,694.828
20050712,720.565
20050713,711.951
20050714,711.583
20050715,690.491
20050718,669.029
20050719,677.02
20050720,682.122
20050721,679.019
20050722,694.294
20050725,692.388
20050726,709.097
20050727,724.045
20050728,725.806
20050729,722.873
20050801,729.902
20050802,744.005
20050803,751.893
20050804,747.568
20050805,772.151
20050808,783.726
20050809,799.411
20050810,809.459
20050811,817.621
20050812,803.443
20050815,830.344
20050816,833.485
20050817,857.657
20050818,826.424
20050819,827.464
20050822,836.515
20050823,819.17
20050824,830.999
20050825,843.884
20050826,848.024
20050829,842.154
20050830,832.523
20050831,850.734
20050901,870.712
20050902,880.862
20050905,891.156
20050906,864.926
20050907,893.582
20050908,897.373
20050909,887.997
20050912,894.159
20050913,915.497
20050914,927.815
20050915,929.952
20050916,930.411
20050919,947.902
20050920,947.284
20050921,933.812
20050922,892.077
20050923,874.667
20050926,884.285
20050927,859.634
20050928,857.46
20050929,876.566
20050930,870.957
20051010,859.077
20051011,879.88
20051012,889.599
20051013,886.077
20051014,876.262
20051017,879.27
20051018,897.454
20051019,891.35
20051020,891.058
20051021,897.639
20051024,897.355
20051025,876.636
20051026,853.183
20051027,837.336
20051028,806.557
20051031,812.452
20051101,804.35
20051102,826.51
20051103,818.951
20051104,826.766
20051107,837.67
20051108,846.564
20051109,842.774
20051110,816.009
20051111,822.673
20051114,827.478
20051115,821.064
20051116,827.588
20051117,828.645
20051118,848.778
20051121,855.432
20051122,833.585
20051123,841.307
20051124,845.476
20051125,847.343
20051128,846.429
20051129,835.306
20051130,839.24
20051201,835.386
20051202,821.715
20051205,794.322
20051206,796.987
20051207,805.528
20051208,802.541
20051209,816.955
20051212,823.324
20051213,822.533
20051214,831.797
20051215,824.607
20051216,831.961
20051219,834.02
20051220,835.007
20051221,823.371
20051222,826.909
20051223,834.717
20051226,841.206
20051227,841.925
20051228,844.074
20051229,852.386
20051230,842.736
20060104,852.531
20060105,865.698
20060106,872.818
20060109,886.656
20060110,889.152
20060111,880.909
20060112,899.809
20060113,904.611
20060116,892.798
20060117,891.538
20060118,908.856
20060119,914.31
20060120,908.661
20060123,909.728
20060124,903.843
20060125,887.718
20060206,909.473
20060207,915.254
20060208,924.705
20060209,914.397
20060210,925.088
20060213,926.473
20060214,934.089
20060215,935.766
20060216,913.996
20060217,907.709
20060220,899.591
20060221,918.339
20060222,919.563
20060223,920.871
20060224,926.622
20060227,926.476
20060228,929.381
20060301,936.7
20060302,917.95
20060303,918.007
20060306,915.66
20060307,889.002
20060308,889.969
20060309,884.028
20060310,885.414
20060313,892.683
20060314,895.795
20060315,902.735
20060316,903.933
20060317,899.39
20060320,908.357
20060321,911.14
20060322,920.301
20060323,931.18
20060324,921.306
20060327,931.033
20060328,933.304
20060329,931.044
20060330,923.95
20060331,923.189
20060403,936.343
20060404,947.245
20060405,954.995
20060406,952.323
20060407,961.437
20060410,980.272
20060411,982.143
20060412,986.351
20060413,960.327
20060414,977.089
20060417,988.191
20060418,986.353
20060419,982.987
20060420,970.807
20060421,972.541
20060424,950.931
20060425,945.522
20060426,956.2
20060427,957.592
20060428,965.291
20060508,993.199
20060509,1022.822
20060510,1037.927
20060511,1033.477
20060512,1066.17
20060515,1108.901
20060516,1080.741
20060517,1101.686
20060518,1121.476
20060519,1153.64
20060522,1183.699
20060523,1138.819
20060524,1119.437
20060525,1140.351
20060526,1170.277
20060529,1198.812
20060530,1218.733
20060531,1224.025
20060601,1278.241
20060602,1287.824
20060605,1323.452
20060606,1322.521
20060607,1244.919
20060608,1242.221
20060609,1214.086
20060612,1211.76
20060613,1220.087
20060614,1218.234
20060615,1227.781
20060616,1254.813
20060619,1268.851
20060620,1285.232
20060621,1278.463
20060622,1280.871
20060623,1297.753
20060626,1319.451
20060627,1325.167
20060628,1326.392
20060629,1349.111
20060630,1336.66
20060703,1356.294
20060704,1348.165
20060705,1345.327
20060706,1382.228
20060707,1383.647
20060710,1405.093
20060711,1417.302
20060712,1415.931
20060713,1314.4
20060714,1325.635
20060717,1351.158
20060718,1362.285
20060719,1337.526
20060720,1350.853
20060721,1352.62
20060724,1350.752
20060725,1369.892
20060726,1383.188
20060727,1375.139
20060728,1366.579
20060731,1309.657
20060801,1286.348
20060802,1273.414
20060803,1269.578
20060804,1221.196
20060807,1185.394
20060808,1226.901
20060809,1234.098
20060810,1253.947
20060811,1261.147
20060814,1219.077
20060815,1243.47
20060816,1262.194
20060817,1255.457
20060818,1246.437
20060821,1258.16
20060822,1271.185
20060823,1268.325
20060824,1286.406
20060825,1286.58
20060828,1316.237
20060829,1315.659
20060830,1329.203
20060831,1336.311
20060901,1310.68
20060904,1343.193
20060905,1344.887
20060906,1355.479
20060907,1334.173
20060908,1337.717
20060911,1348.99
20060912,1356.035
20060913,1339.065
20060914,1341.531
20060915,1354.517
20060918,1375.466
20060919,1378.547
20060920,1385.257
20060921,1390.204
20060922,1376.903
20060925,1381.099
20060926,1381.724
20060927,1391.083
20060928,1399.31
20060929,1411.509
20061009,1433.785
20061010,1439.838
20061011,1446.87
20061012,1434.159
20061013,1442.024
20061016,1440.441
20061017,1438.817
20061018,1453.101
20061019,1456.88
20061020,1444.568
20061023,1405.312
20061024,1438.415
20061025,1426.437
20061026,1411.511
20061027,1387.603
20061030,1382.044
20061031,1396.959
20061101,1403.52
