腿,date,side,why,price,amount,frac
红利,20170301,卖,卖出闸(收盘/中位线=1.60),4278.9462,2.7374950604468067,0.05
红利,20170405,卖,卖出闸(收盘/中位线=1.61),4382.4218,2.6635097283897426,0.05
红利,20170502,卖,卖出闸(收盘/中位线=1.59),4281.1334,2.473748773235619,0.05
红利,20170601,卖,卖出闸(收盘/中位线=1.60),4330.8926,2.3892446084116514,0.05
红利,20170703,卖,卖出闸(收盘/中位线=1.66),4518.9225,2.398023954552262,0.05
红利,20170801,卖,卖出闸(收盘/中位线=1.69),4627.9797,2.3596381042012484,0.05
红利,20170901,卖,卖出闸(收盘/中位线=1.70),4663.4789,2.262076284039771,0.05
红利,20171009,卖,卖出闸(收盘/中位线=1.70),4719.9659,2.175662561278564,0.05
红利,20171101,卖,卖出闸(收盘/中位线=1.73),4744.3643,2.0775635123755785,0.05
红利,20171201,卖,卖出闸(收盘/中位线=1.71),4718.1346,1.9627735946362064,0.05
红利,20180102,卖,卖出闸(收盘/中位线=1.71),4836.0789,1.9118132538231145,0.05
红利,20180201,卖,卖出闸(收盘/中位线=1.82),5020.1774,1.885362047440264,0.05
红利,20180301,卖,卖出闸(收盘/中位线=1.72),4796.3818,1.7112483772628526,0.05
红利,20180402,卖,卖出闸(收盘/中位线=1.64),4578.5139,1.5538561417648498,0.05
红利,20180502,卖,卖出闸(收盘/中位线=1.58),4461.7128,1.4405100905221553,0.05
红利,20180601,卖,卖出闸(收盘/中位线=1.62),4527.0924,1.3922236235724705,0.05
红利,20180702,卖,卖出闸(收盘/中位线=1.48),4076.2311,1.2040673196161376,0.05
红利,20180801,卖,卖出闸(收盘/中位线=1.48),4129.2559,1.1759274001356121,0.05
红利,20180807,买,恐慌抢买(fear=83),4043.7615,91.8565622911596,0.5
红利,20180903,卖,卖出闸(收盘/中位线=1.39),3960.5335,5.587101395781379,0.05
红利,20181008,卖,卖出闸(收盘/中位线=1.43),3963.2507,5.317752982394005,0.05
红利,20181009,买,恐慌抢买(fear=80),3954.8607,51.543453340483275,0.5
红利,20181101,卖,卖出闸(收盘/中位线=1.32),3815.7336,7.353703990798978,0.05
红利,20181203,卖,卖出闸(收盘/中位线=1.33),3945.492,7.224634293428536,0.05
红利,20190102,卖,卖出闸(收盘/中位线=1.31),3779.2468,6.5805732931585155,0.05
红利,20190201,卖,卖出闸(收盘/中位线=1.37),4065.2377,6.724624251906422,0.05
红利,20190301,卖,卖出闸(收盘/中位线=1.51),4502.0344,7.074805302273978,0.05
红利,20190401,卖,卖出闸(收盘/中位线=1.60),4881.1092,7.286983769840147,0.05
红利,20190506,卖,卖出闸(收盘/中位线=1.59),4475.7656,6.35828589219737,0.05
红利,20190603,卖,卖出闸(收盘/中位线=1.50),4425.7077,6.033529912845179,0.05
红利,20190701,卖,卖出闸(收盘/中位线=1.47),4486.7653,5.890978859922919,0.05
红利,20190801,卖,卖出闸(收盘/中位线=1.44),4320.2128,5.458445879358642,0.05
红利,20190902,卖,卖出闸(收盘/中位线=1.39),4257.8691,5.125862657978057,0.05
红利,20191008,卖,卖出闸(收盘/中位线=1.38),4225.8166,4.8396181266409535,0.05
红利,20191101,卖,卖出闸(收盘/中位线=1.38),4273.9833,4.650913669008045,0.05
红利,20191202,卖,卖出闸(收盘/中位线=1.37),4197.9521,4.3412786893205935,0.05
红利,20200102,卖,卖出闸(收盘/中位线=1.44),4503.087,4.425151772953906,0.05
红利,20200203,卖,卖出闸(收盘/中位线=1.40),3933.3853,3.6720445167653923,0.05
红利,20200204,买,恐慌抢买(fear=90),4015.7101,73.63260322676564,0.5
红利,20200302,卖,卖出闸(收盘/中位线=1.35),4354.6481,7.854422769503246,0.05
红利,20200317,买,恐慌抢买(fear=78),4025.3744,40.8306379794338,0.5
红利,20200506,卖,卖出闸(收盘/中位线=1.31),4094.1991,9.120968228164264,0.05
红利,20200701,卖,卖出闸(收盘/中位线=1.30),4162.9478,9.016200760691907,0.05
红利,20200803,卖,卖出闸(收盘/中位线=1.42),4555.7665,9.50341464875949,0.05
红利,20200901,卖,卖出闸(收盘/中位线=1.46),4619.7309,9.175362966837277,0.05
红利,20201009,卖,卖出闸(收盘/中位线=1.38),4492.4739,8.482367110591907,0.05
红利,20201102,卖,卖出闸(收盘/中位线=1.39),4476.9854,8.039923038710697,0.05
红利,20201201,卖,卖出闸(收盘/中位线=1.51),4883.2179,8.332610821584952,0.05
红利,20210104,卖,卖出闸(收盘/中位线=1.43),4611.3054,7.4754639131499765,0.05
红利,20210201,卖,卖出闸(收盘/中位线=1.38),4482.1023,6.902710074478535,0.05
红利,20210301,卖,卖出闸(收盘/中位线=1.46),4801.196,7.024427056185387,0.05
红利,20210401,卖,卖出闸(收盘/中位线=1.49),4865.1097,6.762039675721706,0.05
红利,20210506,卖,卖出闸(收盘/中位线=1.53),5029.4069,6.647099259419353,0.05
红利,20210601,卖,卖出闸(收盘/中位线=1.60),5236.0795,6.62979756305706,0.05
红利,20210701,卖,卖出闸(收盘/中位线=1.58),5129.8208,6.234534230696774,0.05
红利,20210802,卖,卖出闸(收盘/中位线=1.48),4870.7121,5.726255242771451,0.05
红利,20210901,卖,卖出闸(收盘/中位线=1.64),5361.02,5.996880009455227,0.05
红利,20211008,卖,卖出闸(收盘/中位线=1.58),5244.4434,5.5813158518160995,0.05
红利,20211101,卖,卖出闸(收盘/中位线=1.50),4990.2494,5.048640506165365,0.05
红利,20211201,卖,卖出闸(收盘/中位线=1.51),5103.4783,4.9061271472645664,0.05
红利,20220104,卖,卖出闸(收盘/中位线=1.56),5272.7556,4.815415550650932,0.05
红利,20220207,卖,卖出闸(收盘/中位线=1.49),5140.6036,4.459989679163699,0.05
红利,20220301,卖,卖出闸(收盘/中位线=1.55),5263.5754,4.338346031542575,0.05
红利,20220401,卖,卖出闸(收盘/中位线=1.57),5357.4278,4.194916071856271,0.05
红利,20220505,卖,卖出闸(收盘/中位线=1.48),5052.006,3.7621415146261223,0.05
红利,20220601,卖,卖出闸(收盘/中位线=1.49),5093.2163,3.6528608076962557,0.05
红利,20220701,卖,卖出闸(收盘/中位线=1.49),5125.9429,3.5416431820267,0.05
红利,20220801,卖,卖出闸(收盘/中位线=1.43),4937.8859,3.308897337213018,0.05
红利,20220901,卖,卖出闸(收盘/中位线=1.45),5043.0279,3.2137017997585327,0.05
红利,20221010,卖,卖出闸(收盘/中位线=1.41),4856.0239,2.944192840818741,0.05
红利,20221101,卖,卖出闸(收盘/中位线=1.31),4622.1442,2.6631429086382234,0.05
红利,20221201,卖,卖出闸(收盘/中位线=1.46),5093.5771,2.788221830056519,0.05
红利,20230103,卖,卖出闸(收盘/中位线=1.40),4957.7815,2.5781929814485167,0.05
红利,20230201,卖,卖出闸(收盘/中位线=1.45),5115.4126,2.527157513674797,0.05
红利,20230301,卖,卖出闸(收盘/中位线=1.49),5281.4776,2.479608791158405,0.05
红利,20230403,卖,卖出闸(收盘/中位线=1.46),5199.3675,2.319005878211311,0.05
红利,20230504,卖,卖出闸(收盘/中位线=1.52),5523.839,2.342784190191094,0.05
红利,20230601,卖,卖出闸(收盘/中位线=1.46),5195.6708,2.1097858635727356,0.05
红利,20230703,卖,卖出闸(收盘/中位线=1.41),5125.9614,2.0150188676106304,0.05
红利,20230801,卖,卖出闸(收盘/中位线=1.47),5283.4628,2.014796005698117,0.05
红利,20230901,卖,卖出闸(收盘/中位线=1.40),5114.916,1.857632921009379,0.05
红利,20231009,卖,卖出闸(收盘/中位线=1.43),5142.7127,1.7759540244256107,0.05
红利,20231101,卖,卖出闸(收盘/中位线=1.38),4992.9413,1.6384008399473091,0.05
红利,20231201,卖,卖出闸(收盘/中位线=1.38),5023.6238,1.5662474637571278,0.05
红利,20240102,卖,卖出闸(收盘/中位线=1.36),5020.9933,1.4871559762822075,0.05
红利,20240123,买,恐慌抢买(fear=78),4835.9292,130.58173873092326,0.5
红利,20240201,卖,卖出闸(收盘/中位线=1.38),5028.7856,8.20445706170275,0.05
红利,20240301,卖,卖出闸(收盘/中位线=1.47),5414.2425,8.397406236012095,0.05
红利,20240401,卖,卖出闸(收盘/中位线=1.46),5396.8299,7.951879595879822,0.05
红利,20240506,卖,卖出闸(收盘/中位线=1.48),5554.3174,7.78564136470682,0.05
红利,20240603,卖,卖出闸(收盘/中位线=1.52),5634.7944,7.557677386979518,0.05
红利,20240701,卖,卖出闸(收盘/中位线=1.43),5471.4649,7.117461349542961,0.05
红利,20240801,卖,卖出闸(收盘/中位线=1.36),5105.844,6.4308585150095405,0.05
红利,20240902,卖,卖出闸(收盘/中位线=1.32),4964.3011,5.947650279977713,0.05
红利,20241008,卖,卖出闸(收盘/中位线=1.51),5753.6297,6.5652659387946635,0.05
红利,20241101,卖,卖出闸(收盘/中位线=1.41),5360.4175,5.81829253649526,0.05
红利,20241202,卖,卖出闸(收盘/中位线=1.42),5420.6133,5.59527916055019,0.05
红利,20250102,卖,卖出闸(收盘/中位线=1.47),5470.1941,5.367671229148512,0.05
红利,20250205,卖,卖出闸(收盘/中位线=1.42),5291.4642,4.953598785044335,0.05
红利,20250303,卖,卖出闸(收盘/中位线=1.39),5305.0725,4.718759719242609,0.05
红利,20250401,卖,卖出闸(收盘/中位线=1.41),5460.5135,4.614170385703995,0.05
红利,20250506,卖,卖出闸(收盘/中位线=1.39),5355.2618,4.305408819403524,0.05
红利,20250603,卖,卖出闸(收盘/中位线=1.42),5465.689,4.196300703936386,0.05
红利,20250701,卖,卖出闸(收盘/中位线=1.40),5454.3266,4.053467875304288,0.05
红利,20250801,卖,卖出闸(收盘/中位线=1.42),5484.5934,3.9188662310877644,0.05
红利,20250901,卖,卖出闸(收盘/中位线=1.43),5524.751,3.754817617734495,0.05
红利,20251009,卖,卖出闸(收盘/中位线=1.40),5502.3826,3.5630273981905742,0.05
红利,20251103,卖,卖出闸(收盘/中位线=1.44),5678.4308,3.5009381044909658,0.05
红利,20251201,卖,卖出闸(收盘/中位线=1.42),5591.822,3.279343409149339,0.05
红利,20260105,卖,卖出闸(收盘/中位线=1.40),5525.1164,3.082637101729397,0.05
红利,20260202,卖,卖出闸(收盘/中位线=1.45),5521.8717,2.9322989938586472,0.05
红利,20260302,卖,卖出闸(收盘/中位线=1.48),5905.2525,2.982386371361987,0.05
红利,20260401,卖,卖出闸(收盘/中位线=1.45),5731.251,2.7501409820771956,0.05
红利,20260506,卖,卖出闸(收盘/中位线=1.48),5881.8356,2.6837571539678162,0.05
红利,20260601,卖,卖出闸(收盘/中位线=1.41),5726.102,2.4975323178047146,0.05
红利,20260714,买,恐慌抢买(fear=81),5307.4975,143.05886241845397,0.5
