trade_date,sse,chinext,diff
20250220,3350.783,2225.584,-1125.2
20250221,3379.113,2281.512,-1097.6
20250224,3373.028,2266.244,-1106.78
20250225,3346.04,2240.589,-1105.45
20250226,3380.214,2268.215,-1112.0
20250227,3388.062,2256.508,-1131.55
20250228,3320.897,2170.392,-1150.51
20250303,3316.925,2196.525,-1120.4
20250304,3324.21,2190.078,-1134.13
20250305,3341.965,2190.362,-1151.6
20250306,3381.098,2234.689,-1146.41
20250307,3372.546,2205.307,-1167.24
20250310,3366.163,2199.877,-1166.29
20250311,3379.828,2204.03,-1175.8
20250312,3371.924,2191.268,-1180.66
20250313,3358.729,2166.004,-1192.72
20250314,3419.562,2226.716,-1192.85
20250317,3426.129,2215.127,-1211.0
20250318,3429.759,2228.644,-1201.12
20250319,3426.429,2222.347,-1204.08
20250320,3408.948,2200.032,-1208.92
20250321,3364.831,2152.279,-1212.55
20250324,3370.028,2152.555,-1217.47
20250325,3369.976,2145.479,-1224.5
20250326,3368.697,2139.902,-1228.8
20250327,3373.749,2145.095,-1228.65
20250328,3351.307,2128.209,-1223.1
20250331,3335.746,2103.699,-1232.05
20250401,3348.435,2101.878,-1246.56
20250402,3350.127,2104.625,-1245.5
20250403,3342.008,2065.403,-1276.6
20250407,3096.576,1807.206,-1289.37
20250408,3145.549,1840.312,-1305.24
20250409,3186.81,1858.356,-1328.45
20250410,3223.638,1900.528,-1323.11
20250411,3238.227,1926.37,-1311.86
20250414,3262.808,1932.913,-1329.9
20250415,3267.662,1930.399,-1337.26
20250416,3276.004,1907.11,-1368.89
20250417,3280.341,1908.776,-1371.56
20250418,3276.73,1913.97,-1362.76
20250421,3291.434,1944.318,-1347.12
20250422,3299.757,1928.432,-1371.32
20250423,3296.355,1949.163,-1347.19
20250424,3297.288,1935.858,-1361.43
20250425,3295.06,1947.186,-1347.87
20250428,3288.415,1934.457,-1353.96
20250429,3286.655,1931.942,-1354.71
20250430,3279.031,1948.03,-1331.0
20250506,3316.114,1986.409,-1329.7
20250507,3342.665,1996.51,-1346.16
20250508,3351.996,2029.452,-1322.54
20250509,3341.999,2011.767,-1330.23
20250512,3369.245,2064.714,-1304.53
20250513,3374.871,2062.261,-1312.61
20250514,3403.948,2083.142,-1320.81
20250515,3380.821,2043.247,-1337.57
20250516,3367.462,2039.445,-1328.02
20250519,3367.583,2032.756,-1334.83
20250520,3380.478,2048.459,-1332.02
20250521,3387.574,2065.39,-1322.18
20250522,3380.189,2045.566,-1334.62
20250523,3348.372,2021.499,-1326.87
20250526,3346.839,2005.259,-1341.58
20250527,3340.687,1991.643,-1349.04
20250528,3339.932,1985.383,-1354.55
20250529,3363.446,2012.548,-1350.9
20250530,3347.487,1993.188,-1354.3
20250603,3361.976,2002.701,-1359.28
20250604,3376.203,2024.934,-1351.27
20250605,3384.099,2048.615,-1335.48
20250606,3385.358,2039.435,-1345.92
20250609,3399.772,2061.291,-1338.48
20250610,3384.816,2037.271,-1347.54
20250611,3402.316,2061.867,-1340.45
20250612,3402.658,2067.154,-1335.5
20250613,3376.996,2043.824,-1333.17
20250616,3388.729,2057.323,-1331.41
20250617,3387.405,2049.943,-1337.46
20250618,3388.809,2054.729,-1334.08
20250619,3362.108,2026.817,-1335.29
20250620,3359.895,2009.893,-1350.0
20250623,3381.582,2017.634,-1363.95
20250624,3420.566,2064.135,-1356.43
20250625,3455.974,2128.392,-1327.58
20250626,3448.453,2114.425,-1334.03
20250627,3424.227,2124.345,-1299.88
20250630,3444.426,2153.014,-1291.41
20250701,3457.747,2147.919,-1309.83
20250702,3454.792,2123.719,-1331.07
20250703,3461.151,2164.088,-1297.06
20250704,3472.319,2156.234,-1316.08
20250707,3473.127,2130.186,-1342.94
20250708,3497.475,2181.077,-1316.4
20250709,3493.05,2184.675,-1308.38
20250710,3509.682,2189.577,-1320.1
20250711,3510.177,2207.097,-1303.08
20250714,3519.65,2197.068,-1322.58
20250715,3504.999,2235.049,-1269.95
20250716,3503.777,2230.194,-1273.58
20250717,3516.826,2269.327,-1247.5
20250718,3534.483,2277.152,-1257.33
20250721,3559.791,2296.883,-1262.91
20250722,3581.861,2310.856,-1271.0
20250723,3582.298,2310.671,-1271.63
20250724,3605.727,2345.367,-1260.36
20250725,3593.655,2340.056,-1253.6
20250728,3597.937,2362.6,-1235.34
20250729,3609.711,2406.595,-1203.12
20250730,3615.717,2367.684,-1248.03
20250731,3573.208,2328.313,-1244.9
20250801,3559.952,2322.627,-1237.33
20250804,3583.309,2334.323,-1248.99
20250805,3617.598,2343.376,-1274.22
20250806,3633.995,2358.955,-1275.04
20250807,3639.667,2342.861,-1296.81
20250808,3635.128,2333.959,-1301.17
20250811,3647.547,2379.817,-1267.73
20250812,3665.918,2409.398,-1256.52
20250813,3683.465,2496.504,-1186.96
20250814,3666.443,2469.655,-1196.79
20250815,3696.771,2534.219,-1162.55
20250818,3728.027,2606.202,-1121.82
20250819,3727.288,2601.743,-1125.54
20250820,3766.21,2607.653,-1158.56
20250821,3771.099,2595.465,-1175.63
20250822,3825.759,2682.553,-1143.21
20250825,3883.562,2762.991,-1120.57
20250826,3868.382,2742.127,-1126.26
20250827,3800.35,2723.199,-1077.15
20250828,3843.597,2827.172,-1016.43
20250829,3857.927,2890.125,-967.8
20250901,3875.53,2956.375,-919.16
20250902,3858.133,2872.222,-985.91
20250903,3813.557,2899.373,-914.18
20250904,3765.876,2776.248,-989.63
20250905,3812.514,2958.181,-854.33
20250908,3826.841,2933.246,-893.59
20250909,3807.292,2867.968,-939.32
20250910,3812.221,2904.269,-907.95
20250911,3875.309,3053.749,-821.56
20250912,3870.598,3020.423,-850.18
20250915,3860.504,3066.18,-794.32
20250916,3861.865,3087.04,-774.82
20250917,3876.341,3147.345,-729.0
20250918,3831.656,3095.851,-735.8
20250919,3820.089,3091.004,-729.08
20250922,3828.576,3107.887,-720.69
20250923,3821.833,3114.553,-707.28
20250924,3853.642,3185.571,-668.07
20250925,3853.302,3235.765,-617.54
20250926,3828.106,3151.53,-676.58
20250929,3862.532,3238.012,-624.52
20250930,3882.777,3238.16,-644.62
20251009,3933.972,3261.822,-672.15
20251010,3897.028,3113.262,-783.77
20251013,3889.502,3078.762,-810.74
20251014,3865.229,2955.983,-909.25
20251015,3912.21,3025.867,-886.34
20251016,3916.228,3037.442,-878.79
20251017,3839.755,2935.37,-904.39
20251020,3863.893,2993.455,-870.44
20251021,3916.332,3083.716,-832.62
20251022,3913.758,3059.319,-854.44
20251023,3922.41,3062.163,-860.25
20251024,3950.312,3171.569,-778.74
20251027,3996.945,3234.455,-762.49
20251028,3988.224,3229.575,-758.65
20251029,4016.331,3324.271,-692.06
20251030,3986.901,3263.022,-723.88
20251031,3954.79,3187.533,-767.26
20251103,3976.521,3196.871,-779.65
20251104,3960.186,3134.09,-826.1
20251105,3969.248,3166.231,-803.02
20251106,4007.76,3224.624,-783.14
20251107,3997.556,3208.206,-789.35
20251110,4018.597,3178.827,-839.77
20251111,4002.758,3134.316,-868.44
20251112,4000.14,3122.027,-878.11
20251113,4029.501,3201.754,-827.75
20251114,3990.492,3111.507,-878.99
20251117,3972.035,3105.203,-866.83
20251118,3939.813,3069.22,-870.59
20251119,3946.742,3076.845,-869.9
20251120,3931.051,3042.341,-888.71
20251121,3834.891,2920.078,-914.81
20251124,3836.766,2929.043,-907.72
20251125,3870.023,2980.934,-889.09
20251126,3864.184,3044.695,-819.49
20251127,3875.259,3031.296,-843.96
20251128,3888.596,3052.587,-836.01
20251201,3914.006,3092.499,-821.51
20251202,3897.712,3071.149,-826.56
20251203,3878.0,3036.786,-841.21
20251204,3875.793,3067.484,-808.31
20251205,3902.808,3109.297,-793.51
20251208,3924.078,3190.269,-733.81
20251209,3909.522,3209.603,-699.92
20251210,3900.496,3209.004,-691.49
20251211,3873.318,3163.675,-709.64
20251212,3889.346,3194.359,-694.99
20251215,3867.921,3137.801,-730.12
20251216,3824.812,3071.762,-753.05
20251217,3870.278,3175.908,-694.37
20251218,3876.371,3107.065,-769.31
20251219,3890.448,3122.238,-768.21
20251222,3917.364,3191.985,-725.38
20251223,3919.979,3205.011,-714.97
20251224,3940.947,3229.577,-711.37
20251225,3959.621,3239.343,-720.28
20251226,3963.679,3243.876,-719.8
20251229,3965.28,3222.611,-742.67
20251230,3965.116,3242.905,-722.21
20251231,3968.84,3203.172,-765.67
20260105,4023.417,3294.551,-728.87
20260106,4083.667,3319.291,-764.38
20260107,4085.772,3329.693,-756.08
20260108,4082.979,3302.307,-780.67
20260109,4120.426,3327.813,-792.61
20260112,4165.287,3388.341,-776.95
20260113,4138.759,3321.889,-816.87
20260114,4126.093,3349.138,-776.96
20260115,4112.601,3367.917,-744.68
20260116,4101.913,3361.017,-740.9
20260119,4114.0,3337.608,-776.39
20260120,4113.649,3277.979,-835.67
20260121,4116.94,3295.523,-821.42
20260122,4122.576,3328.647,-793.93
20260123,4136.164,3349.503,-786.66
20260126,4132.605,3319.149,-813.46
20260127,4139.904,3342.599,-797.31
20260128,4151.238,3323.562,-827.68
20260129,4157.985,3304.51,-853.47
20260130,4117.948,3346.355,-771.59
20260202,4015.746,3264.111,-751.64
20260203,4067.738,3324.892,-742.85
20260204,4102.202,3311.515,-790.69
20260205,4075.917,3260.278,-815.64
20260206,4065.583,3236.464,-829.12
20260209,4123.09,3332.77,-790.32
20260210,4128.373,3320.537,-807.84
20260211,4131.985,3284.735,-847.25
20260212,4134.018,3328.062,-805.96
20260213,4082.073,3275.958,-806.11
20260224,4117.409,3308.265,-809.14
20260225,4147.231,3354.819,-792.41
20260226,4146.631,3344.982,-801.65
20260227,4162.882,3310.305,-852.58
20260302,4182.591,3294.161,-888.43
20260303,4122.676,3209.482,-913.19
20260304,4082.474,3164.371,-918.1
20260305,4108.567,3216.939,-891.63
20260306,4124.194,3229.302,-894.89
20260309,4096.602,3208.582,-888.02
20260310,4123.138,3306.141,-817.0
20260311,4133.433,3349.529,-783.9
20260312,4129.103,3317.523,-811.58
20260313,4095.449,3310.278,-785.17
20260316,4084.786,3357.022,-727.76
20260317,4049.907,3280.059,-769.85
20260318,4062.984,3346.365,-716.62
20260319,4006.552,3309.103,-697.45
20260320,3957.053,3352.103,-604.95
20260323,3813.283,3235.221,-578.06
20260324,3881.28,3251.545,-629.74
20260325,3931.838,3316.971,-614.87
20260326,3889.084,3272.488,-616.6
20260327,3913.724,3295.88,-617.84
20260330,3923.287,3273.355,-649.93
20260331,3891.861,3184.952,-706.91
20260401,3948.552,3247.523,-701.03
20260402,3919.285,3172.649,-746.64
20260403,3880.097,3149.596,-730.5
20260407,3890.165,3160.816,-729.35
20260408,3994.998,3347.61,-647.39
20260409,3966.171,3323.299,-642.87
20260410,3986.225,3448.787,-537.44
20260413,3988.558,3476.44,-512.12
20260414,4026.626,3558.527,-468.1
20260415,4027.21,3514.96,-512.25
20260416,4055.547,3626.271,-429.28
20260417,4051.425,3678.293,-373.13
20260420,4082.127,3677.576,-404.55
20260421,4085.077,3688.937,-396.14
20260422,4106.258,3752.759,-353.5
20260423,4093.25,3720.247,-373.0
20260424,4079.9,3667.785,-412.12
20260427,4086.344,3648.788,-437.56
20260428,4078.637,3596.712,-481.93
20260429,4107.514,3687.168,-420.35
20260430,4112.159,3677.149,-435.01
20260506,4160.174,3778.16,-382.01
20260507,4180.092,3833.057,-347.03
20260508,4179.952,3796.128,-383.82
20260511,4225.021,3928.974,-296.05
20260512,4214.489,3934.882,-279.61
20260513,4242.572,4038.333,-204.24
20260514,4177.918,3951.14,-226.78
20260515,4135.389,3929.064,-206.33
20260518,4131.528,3914.875,-216.65
20260519,4169.538,3908.437,-261.1
20260520,4162.185,3921.789,-240.4
20260521,4077.277,3829.779,-247.5
20260522,4112.9,3938.502,-174.4
20260525,4152.569,4021.16,-131.41
20260526,4145.373,4043.066,-102.31
20260527,4093.727,4045.773,-47.95
20260528,4098.636,4125.075,26.44
20260529,4068.569,4037.951,-30.62
20260601,4057.74,3950.943,-106.8
20260602,4075.102,4055.871,-19.23
20260603,4083.974,4122.987,39.01
20260604,4057.781,4088.884,31.1
20260605,4027.736,3957.935,-69.8
20260608,3959.338,3811.785,-147.55
20260609,4010.031,3961.749,-48.28
20260610,3993.226,3854.794,-138.43
20260611,3987.015,3811.246,-175.77
20260612,4031.513,3830.353,-201.16
20260615,4096.472,4033.535,-62.94
20260616,4091.892,4102.942,11.05
20260617,4108.076,4167.048,58.97
20260618,4090.481,4252.39,161.91
20260622,4163.097,4359.392,196.3
20260623,4106.252,4192.195,85.94
20260624,4110.813,4251.424,140.61
20260625,4120.281,4371.989,251.71
20260626,4027.265,4194.209,166.94
20260629,4073.902,4216.699,142.8
20260630,4094.397,4342.712,248.32
20260701,4112.445,4260.721,148.28
20260702,4028.904,4017.274,-11.63
20260703,4043.643,4019.934,-23.71
20260706,4041.238,3948.86,-92.38
20260707,3990.235,3911.908,-78.33
20260708,3970.88,3845.351,-125.53
20260709,4036.588,4018.174,-18.41
20260710,3996.162,3842.731,-153.43
20260713,3913.794,3723.517,-190.28
20260714,3967.126,3851.137,-115.99
20260715,3955.578,3804.704,-150.87
20260716,3882.413,3692.457,-189.96
