trade_date,sse,chinext,D
20170809,3275.573,1763.0491,1512.5239
20170810,3261.7494,1753.6692,1508.0802
20170811,3208.5413,1742.1394,1466.4018999999998
20170814,3237.3602,1793.4818,1443.8784
20170815,3251.2617,1798.5691,1452.6926
20170816,3246.4512,1825.1869,1421.2643
20170817,3268.4298,1833.3982,1435.0315999999998
20170818,3268.7243,1821.8032,1446.9210999999998
20170821,3286.9055,1829.2167,1457.6888
20170822,3290.2257,1814.9153,1475.3104
20170823,3287.7049,1807.3663,1480.3386000000003
20170824,3271.5117,1795.7391,1475.7726
20170825,3331.5221,1812.8781,1518.6440000000002
20170828,3362.6514,1842.8285,1519.8229000000001
20170829,3365.2261,1831.5912,1533.6348999999998
20170830,3363.6266,1838.6308,1524.9958000000001
20170831,3360.8103,1849.3789,1511.4314000000002
20170901,3367.1194,1865.25,1501.8694
20170904,3379.583,1883.6179,1495.9651000000001
20170905,3384.317,1885.1622,1499.1548
20170906,3385.3888,1902.8567,1482.5321000000001
20170907,3365.4974,1890.3823,1475.1151000000002
20170908,3365.2426,1885.2737,1479.9689
20170911,3376.4188,1896.3754,1480.0434
20170912,3379.488,1884.4841,1495.0039
20170913,3384.147,1888.4324,1495.7146
20170914,3371.4256,1879.2524,1492.1732
20170915,3353.6192,1875.6347,1477.9845
20170918,3362.8587,1894.8022,1468.0565000000001
20170919,3356.8446,1880.2964,1476.5482
20170920,3365.9959,1892.6689,1473.327
20170921,3357.8123,1872.7698,1485.0425
20170922,3352.5294,1866.4245,1486.1048999999998
20170925,3341.5487,1843.6213,1497.9273999999998
20170926,3343.5826,1839.4553,1504.1273
20170927,3345.2717,1854.9428,1490.3288999999997
20170928,3339.6421,1854.7341,1484.9080000000001
20170929,3348.9431,1866.9817,1481.9614
20171009,3374.3781,1889.8381,1484.54
20171010,3382.9879,1917.4576,1465.5303000000001
20171011,3388.2838,1901.5506,1486.7332000000001
20171012,3386.1,1899.9862,1486.1137999999999
20171013,3390.5233,1926.0744,1464.4488999999999
20171016,3378.4704,1882.6861,1495.7843000000003
20171017,3372.0407,1876.9913,1495.0494
20171018,3381.7937,1868.1586,1513.6351000000002
20171019,3370.1721,1862.6112,1507.5608999999997
20171020,3378.6481,1880.2142,1498.4339
20171023,3380.699,1898.7594,1481.9396000000002
20171024,3388.2477,1901.6928,1486.5548999999999
20171025,3396.8975,1913.2643,1483.6332
20171026,3407.5671,1910.7217,1496.8454000000002
20171027,3416.8124,1896.2235,1520.5888999999997
20171030,3390.3371,1855.9863,1534.3508000000002
20171031,3393.3417,1869.7873,1523.5544
20171101,3395.9125,1872.7464,1523.1661
20171102,3383.3095,1847.565,1535.7444999999998
20171103,3371.7441,1832.9665,1538.7776
20171106,3388.1742,1850.3028,1537.8714
20171107,3413.5748,1859.0682,1554.5066
20171108,3415.4602,1866.1423,1549.3179
20171109,3427.7946,1884.1117,1543.6829000000002
20171110,3432.6731,1900.6308,1532.0423
20171113,3447.8358,1906.4371,1541.3986999999997
20171114,3429.5482,1896.721,1532.8272000000002
20171115,3402.5245,1868.0808,1534.4437
20171116,3399.2503,1878.2595,1520.9908000000003
20171117,3382.9075,1833.8951,1549.0123999999998
20171120,3392.3988,1859.7498,1532.649
20171121,3410.4977,1856.9607,1553.5369999999998
20171122,3430.4643,1853.3781,1577.0862000000002
20171123,3351.9182,1794.7808,1557.1374
20171124,3353.8207,1782.6567,1571.1640000000002
20171127,3322.2298,1760.8995,1561.3303
20171128,3333.657,1793.8676,1539.7894000000001
20171129,3337.862,1787.3816,1550.4804000000001
20171130,3317.1884,1770.3016,1546.8868
20171201,3317.6174,1804.6224,1512.9950000000001
20171204,3309.6183,1797.7654,1511.8529
20171205,3303.6751,1758.5897,1545.0854
20171206,3293.9648,1784.3148,1509.65
20171207,3272.0542,1776.9899,1495.0643
20171208,3289.9924,1792.1554,1497.837
20171211,3322.1956,1816.9847,1505.2109
20171212,3280.8136,1798.6909,1482.1227
20171213,3303.0373,1806.0902,1496.9470999999999
20171214,3292.4385,1794.3441,1498.0944000000002
20171215,3266.1371,1783.9732,1482.1639
20171218,3267.9224,1780.6443,1487.2781
20171219,3296.5384,1798.5023,1498.0360999999998
20171220,3287.6057,1782.4132,1505.1925
20171221,3300.0593,1789.7362,1510.3230999999998
20171222,3297.063,1779.3392,1517.7238000000002
20171225,3280.461,1755.806,1524.6549999999997
20171226,3306.1246,1758.8205,1547.3041
20171227,3275.7828,1745.236,1530.5467999999998
20171228,3296.3847,1745.0175,1551.3672000000001
20171229,3307.1721,1752.652,1554.5200999999997
20180102,3348.3259,1769.6718,1578.6540999999997
20180103,3369.1084,1795.3831,1573.7253
20180104,3385.7102,1794.6087,1591.1015
20180105,3391.7501,1801.4185,1590.3316000000002
20180108,3409.4795,1806.1562,1603.3233
20180109,3413.8996,1803.5858,1610.3138000000001
20180110,3421.8343,1791.0845,1630.7498
20180111,3425.3449,1804.2349,1621.1100000000001
20180112,3428.9407,1785.705,1643.2357000000002
20180115,3410.4882,1732.6225,1677.8656999999998
20180116,3436.594,1729.5974,1706.9966
20180117,3444.6713,1742.0344,1702.6369
20180118,3474.754,1738.0019,1736.7521
20180119,3487.864,1728.1396,1759.7244
20180122,3501.3622,1768.214,1733.1482
20180123,3546.5048,1767.829,1778.6758000000002
20180124,3559.4653,1813.2751,1746.1901999999998
20180125,3548.307,1810.8346,1737.4723999999999
20180126,3558.1288,1816.8003,1741.3284999999998
20180129,3523.0007,1799.7709,1723.2298
20180130,3488.009,1782.399,1705.6100000000001
20180131,3480.8334,1735.057,1745.7764
20180201,3446.9799,1697.39,1749.5898999999997
20180202,3462.0808,1702.4264,1759.6544000000001
20180205,3487.497,1688.2724,1799.2245999999998
20180206,3370.652,1598.1161,1772.5359
20180207,3309.2598,1616.4003,1692.8594999999998
20180208,3262.0504,1641.4307,1620.6197000000002
20180209,3129.8508,1592.5102,1537.3406000000002
20180212,3154.1254,1648.0721,1506.0532999999998
20180213,3184.9587,1648.5816,1536.3771000000002
20180214,3199.1589,1646.7714,1552.3874999999998
20180222,3268.5589,1677.7647,1590.7942
20180223,3289.0241,1668.8345,1620.1896000000002
20180226,3329.5737,1729.1527,1600.4209999999998
20180227,3292.0679,1743.5413,1548.5266
20180228,3259.408,1753.6274,1505.7805999999998
20180301,3273.7549,1789.8488,1483.9061
20180302,3254.5283,1772.0054,1482.5229
20180305,3256.9263,1795.6928,1461.2335
20180306,3289.6419,1797.6095,1492.0324
20180307,3271.6683,1785.2696,1486.3986999999997
20180308,3288.4055,1793.2216,1495.1838999999998
20180309,3307.1656,1856.4554,1450.7101999999998
20180312,3326.6992,1882.409,1444.2902
20180313,3310.2389,1872.6782,1437.5606999999998
20180314,3291.3819,1841.2893,1450.0926
20180315,3291.112,1848.7105,1442.4015000000002
20180316,3269.8821,1821.3223,1448.5597999999998
20180319,3279.2517,1842.9199,1436.3317999999997
20180320,3290.6399,1864.6204,1426.0195
20180321,3280.9521,1829.9129,1451.0392
20180322,3263.4803,1817.2279,1446.2524
20180323,3152.7608,1726.0209,1426.7399
20180326,3133.7218,1780.6093,1353.1124999999997
20180327,3166.6488,1844.6929,1321.9559
20180328,3122.2895,1835.1539,1287.1355999999998
20180329,3160.5306,1842.1872,1318.3434
20180330,3168.8966,1900.4817,1268.4149
20180402,3163.179,1900.2546,1262.9244
20180403,3136.6332,1872.4701,1264.1631000000002
20180404,3131.1114,1836.8127,1294.2986999999998
20180409,3138.2936,1841.6531,1296.6405
20180410,3190.3216,1835.5201,1354.8015000000003
20180411,3208.0818,1834.6256,1373.4561999999999
20180412,3180.1583,1826.8897,1353.2686
20180413,3159.0521,1824.5943,1334.4578
20180416,3110.6489,1838.7088,1271.9401
20180417,3066.7967,1783.7407,1283.0559999999998
20180418,3091.3987,1822.2644,1269.1343000000002
20180419,3117.376,1820.2808,1297.0952000000002
20180420,3071.5425,1782.8085,1288.734
20180423,3068.012,1753.0476,1314.9644
20180424,3128.9271,1806.8609,1322.0662
20180425,3117.9739,1819.4064,1298.5674999999999
20180426,3075.0301,1781.2761,1293.754
20180427,3082.2316,1805.5958,1276.6358
20180502,3081.1773,1801.5708,1279.6064999999999
20180503,3100.8586,1826.7912,1274.0674000000001
20180504,3091.0334,1814.8549,1276.1784999999998
20180507,3136.6448,1852.3359,1284.3089
20180508,3161.4976,1856.868,1304.6296000000002
20180509,3159.1502,1855.8086,1303.3416
20180510,3174.4127,1865.3588,1309.0538999999999
20180511,3163.2632,1834.7797,1328.4834999999998
20180514,3174.032,1830.9804,1343.0516000000002
20180515,3192.1183,1858.0114,1334.1069
20180516,3169.5652,1846.6748,1322.8904
20180517,3154.2825,1831.2045,1323.0779999999997
20180518,3193.3034,1836.7539,1356.5494999999999
20180521,3213.8404,1862.4808,1351.3596
20180522,3214.3497,1875.9994,1338.3503000000003
20180523,3168.9642,1845.9733,1322.9908999999998
20180524,3154.6506,1838.4028,1316.2477999999999
20180525,3141.3032,1804.5488,1336.7543999999998
20180528,3135.0821,1796.9134,1338.1687000000002
20180529,3120.4605,1773.6458,1346.8147000000001
20180530,3041.4434,1726.2188,1315.2246
20180531,3095.4737,1743.7426,1351.7311
20180601,3075.1372,1709.5476,1365.5896
20180604,3091.1909,1702.9297,1388.2612000000001
20180605,3114.2055,1746.113,1368.0925
20180606,3115.1803,1743.2475,1371.9328
20180607,3109.4988,1730.375,1379.1237999999998
20180608,3067.1478,1711.5224,1355.6254000000001
20180611,3052.7831,1688.6179,1364.1652000000001
20180612,3079.8018,1712.7684,1367.0334000000003
20180613,3049.7965,1685.8948,1363.9017
20180614,3044.1597,1673.3194,1370.8403
20180615,3021.9008,1641.6627,1380.2380999999998
20180619,2907.8221,1547.1453,1360.6768
20180620,2915.7314,1563.7925,1351.9389
20180621,2875.8099,1521.6761,1354.1338000000003
20180622,2889.7603,1549.6605,1340.0998
20180625,2859.3364,1538.565,1320.7714
20180626,2844.5081,1564.9174,1279.5907
20180627,2813.1775,1546.2315,1266.9459999999997
20180628,2786.8966,1543.6637,1243.2329
20180629,2847.4181,1606.7147,1240.7033999999999
20180702,2775.557,1588.3739,1187.1830999999997
20180703,2786.8878,1607.1223,1179.7655
20180704,2759.126,1565.6104,1193.5156000000002
20180705,2733.8819,1532.6789,1201.2029999999997
20180706,2747.2285,1541.3135,1205.9150000000002
20180709,2815.1095,1581.9302,1233.1793
20180710,2827.6252,1592.9761,1234.6490999999999
20180711,2777.7711,1563.0085,1214.7626
20180712,2837.6586,1614.6324,1223.0262000000002
20180713,2831.1837,1618.4632,1212.7205000000001
20180716,2814.0418,1616.9125,1197.1293
20180717,2798.1259,1621.6318,1176.4941
20180718,2787.257,1607.8841,1179.3729
20180719,2772.5454,1590.0633,1182.4821
20180720,2829.2712,1609.5479,1219.7233
20180723,2859.5424,1620.9733,1238.5690999999997
20180724,2905.5618,1629.6096,1275.9522
20180725,2903.6467,1632.3204,1271.3262999999997
20180726,2882.2254,1606.1153,1276.1100999999999
20180727,2873.5938,1594.5674,1279.0264000000002
20180730,2869.0495,1559.6408,1309.4087000000002
20180731,2876.4009,1561.2576,1315.1433000000002
20180801,2824.5337,1541.8601,1282.6735999999999
20180802,2768.0239,1510.0876,1257.9363
20180803,2740.4429,1481.6065,1258.8364
20180806,2705.1565,1440.7955,1264.361
20180807,2779.374,1479.4408,1299.9331999999997
20180808,2744.0696,1447.7568,1296.3127999999997
20180809,2794.3818,1497.6063,1296.7755000000002
20180810,2795.3099,1511.7073,1283.6026000000002
20180813,2785.872,1531.3404,1254.5315999999998
20180814,2780.9646,1518.4912,1262.4733999999999
20180815,2723.2576,1478.5059,1244.7516999999998
20180816,2705.1917,1463.8718,1241.3199
20180817,2668.966,1434.3058,1234.6601999999998
20180820,2698.4658,1435.6902,1262.7756
20180821,2733.8264,1456.9724,1276.8539999999998
20180822,2714.6082,1439.5515,1275.0567
20180823,2724.6244,1455.5021,1269.1223000000002
20180824,2729.4308,1450.0912,1279.3396
20180827,2780.899,1493.4329,1287.4660999999999
20180828,2777.9808,1493.1057,1284.8750999999997
20180829,2769.2947,1481.1915,1288.1032
20180830,2737.7367,1457.916,1279.8207
20180831,2725.2499,1435.2005,1290.0493999999999
20180903,2720.7344,1443.6877,1277.0466999999999
20180904,2750.5804,1455.5027,1295.0776999999998
20180905,2704.3368,1430.2399,1274.0969
20180906,2691.5929,1422.8699,1268.7230000000002
20180907,2702.3007,1425.2289,1277.0717999999997
20180910,2669.4845,1390.8229,1278.6616000000001
20180911,2664.7997,1395.1665,1269.6332
20180912,2656.1101,1385.7962,1270.3138999999999
20180913,2686.5784,1391.2791,1295.2993
20180914,2681.6431,1366.5653,1315.0777999999998
20180917,2651.7886,1349.7765,1302.0121
20180918,2699.9501,1377.3027,1322.6474
20180919,2730.8503,1392.4026,1338.4477000000002
20180920,2729.2438,1387.6192,1341.6246
20180921,2797.4848,1411.119,1386.3658000000003
20180925,2781.1385,1405.806,1375.3325
20180926,2806.8133,1420.7498,1386.0634999999997
20180927,2791.7748,1400.3593,1391.4155
20180928,2821.3501,1411.3398,1410.0103000000001
20181008,2716.5104,1353.6711,1362.8393
20181009,2721.013,1345.9527,1375.0602999999999
20181010,2725.8367,1346.7045,1379.1321999999998
20181011,2583.4575,1261.8831,1321.5744
20181012,2606.9125,1268.4055,1338.5069999999998
20181015,2568.0984,1250.2184,1317.8799999999999
20181016,2546.3296,1216.6868,1329.6428
20181017,2561.614,1231.8615,1329.7525
20181018,2486.4186,1205.0314,1281.3872
20181019,2550.4652,1249.8896,1300.5756000000001
20181022,2654.8762,1314.9449,1339.9313000000002
20181023,2594.8255,1292.0559,1302.7695999999999
20181024,2603.2951,1284.1023,1319.1927999999998
20181025,2603.7995,1273.6029,1330.1966
20181026,2598.8468,1263.1881,1335.6586999999997
20181029,2542.1033,1250.4796,1291.6237000000003
20181030,2568.0481,1259.948,1308.1000999999999
20181031,2602.7832,1275.5743,1327.2088999999999
20181101,2606.2372,1286.3265,1319.9107000000001
20181102,2676.4762,1348.2794,1328.1968000000002
20181105,2665.4306,1348.8759,1316.5547000000001
20181106,2659.3564,1349.1087,1310.2477000000001
20181107,2641.342,1345.7678,1295.5742
20181108,2635.6322,1329.5909,1306.0413
20181109,2598.8715,1322.8308,1276.0407000000002
20181112,2630.5195,1368.7907,1261.7287999999999
20181113,2654.8795,1392.0549,1262.8246
20181114,2632.2425,1385.7324,1246.5100999999997
20181115,2668.1704,1405.2479,1262.9225
20181116,2679.1097,1403.2829,1275.8268
20181119,2703.5116,1394.4,1309.1115999999997
20181120,2645.8545,1355.3343,1290.5202
20181121,2651.5053,1363.0284,1288.4769
20181122,2645.4339,1353.9237,1291.5102
20181123,2579.4831,1308.7387,1270.7443999999998
20181126,2575.8101,1304.5572,1271.2529000000002
20181127,2574.6792,1315.4328,1259.2464
20181128,2601.7365,1341.0832,1260.6533
20181129,2567.4434,1312.7163,1254.7271
20181130,2588.1875,1329.3885,1258.799
20181203,2654.798,1372.7939,1282.0040999999999
20181204,2665.9577,1378.7535,1287.2042
20181205,2649.8051,1381.7668,1268.0383
20181206,2605.1813,1345.7608,1259.4205000000002
20181207,2605.8876,1341.0187,1264.8689
20181210,2584.5822,1326.8478,1257.7343999999998
20181211,2594.0881,1338.0788,1256.0093
20181212,2602.1526,1338.7307,1263.4218999999998
20181213,2634.0491,1348.5039,1285.5452000000002
20181214,2593.7407,1310.4576,1283.2830999999999
20181217,2597.9737,1299.1747,1298.799
20181218,2576.6495,1293.3351,1283.3144
20181219,2549.5634,1268.8139,1280.7495
20181220,2536.2675,1278.1573,1258.1101999999998
20181221,2516.2506,1270.3043,1245.9462999999998
20181224,2527.0071,1284.3322,1242.6748999999998
20181225,2504.819,1273.4473,1231.3717
20181226,2498.2939,1264.0702,1234.2237
20181227,2483.0864,1248.0765,1235.0099000000002
20181228,2493.8962,1250.5254,1243.3708000000001
20190102,2465.291,1228.7668,1236.5242
20190103,2464.3628,1214.4969,1249.8658999999998
20190104,2514.8682,1245.1567,1269.7115
20190107,2533.0887,1268.0583,1265.0303999999999
20190108,2526.4622,1263.5102,1262.952
20190109,2544.3449,1262.5167,1281.8282000000002
20190110,2535.0985,1258.9886,1276.1099000000002
20190111,2553.8313,1261.5603,1292.2709999999997
20190114,2535.7653,1245.9994,1289.7659
20190115,2570.3449,1266.2745,1304.0704
20190116,2570.4221,1267.3048,1303.1173
20190117,2559.637,1251.4137,1308.2233
20190118,2596.0056,1269.5046,1326.501
20190121,2610.5094,1274.7889,1335.7205
20190122,2579.7041,1252.2391,1327.465
20190123,2581.0041,1251.1266,1329.8775
20190124,2591.6935,1265.1607,1326.5328
20190125,2601.7234,1265.4942,1336.2291999999998
20190128,2596.9767,1259.7432,1337.2335000000003
20190129,2594.2536,1243.5918,1350.6618
20190130,2575.5756,1230.8193,1344.7563
20190131,2584.5724,1227.9878,1356.5846
20190201,2618.2323,1271.2746,1346.9577000000002
20190211,2653.896,1316.0984,1337.7976
20190212,2671.8937,1332.2704,1339.6233
20190213,2721.0683,1357.6657,1363.4026
20190214,2719.6999,1361.9384,1357.7615
20190215,2682.385,1357.8362,1324.5488000000003
20190218,2754.3566,1413.6002,1340.7564
20190219,2755.6459,1406.0375,1349.6084
20190220,2761.2189,1408.3818,1352.8370999999997
20190221,2751.8012,1412.535,1339.2661999999998
20190222,2804.2262,1456.2989,1347.9273
20190225,2961.2834,1536.3711,1424.9122999999997
20190226,2941.5163,1546.9869,1394.5293999999997
20190227,2953.8242,1520.4193,1433.4049
20190228,2940.9538,1535.6804,1405.2733999999998
20190301,2994.005,1567.8731,1426.1319
20190304,3027.5755,1619.7099,1407.8655999999999
20190305,3054.2466,1676.5659,1377.6807
20190306,3102.0991,1700.4964,1401.6027
20190307,3106.4179,1692.4163,1414.0015999999998
20190308,2969.8614,1654.4853,1315.3760999999997
20190311,3026.9925,1727.8014,1299.1910999999998
20190312,3060.3073,1773.4325,1286.8748
20190313,3026.9513,1693.8604,1333.0909000000001
20190314,2990.685,1650.1862,1340.4987999999998
20190315,3021.7512,1662.6229,1359.1283
20190318,3096.4176,1707.056,1389.3616000000002
20190319,3090.975,1708.8743,1382.1007
20190320,3090.6403,1687.9,1402.7403
20190321,3101.455,1703.8545,1397.6005
20190322,3104.1487,1693.8654,1410.2833000000003
20190325,3043.0313,1668.8413,1374.19
20190326,2997.0954,1630.1903,1366.9051000000002
20190327,3022.7196,1637.7728,1384.9468
20190328,2994.9434,1626.8187,1368.1247
20190329,3090.758,1693.5475,1397.2105
20190401,3170.361,1760.892,1409.4689999999998
20190402,3176.8227,1754.1565,1422.6662000000001
20190403,3216.2952,1768.1781,1448.1171
20190404,3246.5714,1777.2628,1469.3085999999998
20190408,3244.8103,1739.6551,1505.1552000000001
20190409,3239.6639,1741.1706,1498.4933
20190410,3241.9299,1726.6364,1515.2935
20190411,3189.9619,1691.1042,1498.8576999999998
20190412,3188.6256,1695.7294,1492.8962
20190415,3177.7866,1666.8971,1510.8895
20190416,3253.5978,1697.5287,1556.0691
20190417,3263.1179,1717.4373,1545.6806000000001
20190418,3250.2012,1704.5468,1545.6544
20190419,3270.7973,1715.7952,1555.0021000000002
20190422,3215.0426,1697.5121,1517.5305000000003
20190423,3198.5938,1683.8,1514.7938000000001
20190424,3201.6137,1718.8461,1482.7676
20190425,3123.8261,1669.9777,1453.8484000000003
20190426,3086.3989,1657.8243,1428.5746000000001
20190429,3062.4985,1615.6164,1446.8821
20190430,3078.3389,1623.7819,1454.5570000000002
20190506,2906.464,1494.8864,1411.5775999999998
20190507,2926.3908,1504.1637,1422.2271
20190508,2893.7567,1481.873,1411.8836999999999
20190509,2850.9537,1469.4755,1381.4782
20190510,2939.2106,1533.8712,1405.3393999999998
20190513,2903.7131,1503.0646,1400.6485
20190514,2883.6107,1494.6033,1389.0074000000002
20190515,2938.6781,1528.6912,1409.9869
20190516,2955.711,1533.6697,1422.0412999999999
20190517,2882.2962,1478.7481,1403.5481000000002
20190520,2870.6046,1469.311,1401.2936000000002
20190521,2905.9688,1493.7156,1412.2532
20190522,2891.7046,1488.6266,1403.078
20190523,2852.5153,1451.2448,1401.2705
20190524,2852.9948,1443.7467,1409.2481
20190527,2892.3782,1491.9516,1400.4266
20190528,2909.9106,1505.163,1404.7476000000001
20190529,2914.6964,1497.8922,1416.8041999999998
20190530,2905.8054,1485.2423,1420.5631000000003
20190531,2898.6961,1483.6576,1415.0385
20190603,2890.0809,1468.9816,1421.0992999999999
20190604,2862.2803,1456.2678,1406.0124999999998
20190605,2861.4181,1451.1766,1410.2414999999999
20190606,2827.7978,1416.0552,1411.7425999999998
20190610,2852.1302,1431.3371,1420.7931
20190611,2925.7162,1487.3499,1438.3663
20190612,2909.3796,1473.9007,1435.4789000000003
20190613,2910.7406,1479.8305,1430.9101
20190614,2881.9743,1453.9575,1428.0167999999999
20190617,2887.6221,1442.3479,1445.2742
20190618,2890.158,1455.7456,1434.4124
20190619,2917.8029,1469.9874,1447.8155000000002
20190620,2987.1186,1498.0144,1489.1041999999998
20190621,3001.9802,1523.8089,1478.1713
20190624,3008.1479,1514.4648,1493.6831
20190625,2982.0738,1498.4655,1483.6083
20190626,2976.2837,1504.5487,1471.735
20190627,2996.7926,1525.2438,1471.5488000000003
20190628,2978.8784,1511.5071,1467.3713
20190701,3044.9028,1568.1598,1476.743
20190702,3043.9428,1570.5116,1473.4311999999998
20190703,3015.2633,1544.3566,1470.9067
20190704,3005.2488,1532.7435,1472.5052999999998
20190705,3011.0588,1547.737,1463.3217999999997
20190708,2933.3634,1506.6612,1426.7022000000002
20190709,2928.2295,1517.7927,1410.4368
20190710,2915.3022,1510.4346,1404.8676
20190711,2917.7609,1514.1994,1403.5615000000003
20190712,2930.5462,1518.0741,1412.4721000000002
20190715,2942.1853,1547.4677,1394.7176000000002
20190716,2937.6168,1545.2729,1392.3438999999998
20190717,2931.6926,1550.2173,1381.4752999999998
20190718,2901.1766,1524.4792,1376.6973999999998
20190719,2924.2006,1541.9814,1382.2192000000002
20190722,2886.974,1515.9654,1371.0086000000001
20190723,2899.9446,1534.9261,1365.0185
20190724,2923.2775,1553.7177,1369.5598000000002
20190725,2937.3601,1566.0771,1371.283
20190726,2944.541,1561.8552,1382.6858000000002
20190729,2941.007,1566.5244,1374.4826
20190730,2952.3383,1580.1286,1372.2096999999999
20190731,2932.5058,1570.3934,1362.1124
20190801,2908.766,1573.8657,1334.9003
20190802,2867.8376,1556.7442,1311.0933999999997
20190805,2821.4957,1531.3724,1290.1233
20190806,2777.5559,1507.9105,1269.6453999999999
20190807,2768.6795,1500.2514,1268.4281
20190808,2794.5523,1522.9742,1271.5780999999997
20190809,2774.7532,1507.706,1267.0472000000002
20190812,2814.9944,1539.9133,1275.0811
20190813,2797.2596,1524.3574,1272.9021999999998
20190814,2808.9146,1536.6595,1272.2551
20190815,2815.7976,1555.7734,1260.0241999999998
20190816,2823.8238,1567.9928,1255.8310000000001
20190819,2883.096,1622.8437,1260.2523
20190820,2880.0012,1611.5925,1268.4087000000002
20190821,2880.3307,1609.8333,1270.4974
20190822,2883.4358,1613.4575,1269.9783000000002
20190823,2897.4253,1615.5592,1281.8661
20190826,2863.5673,1600.7952,1262.7721000000001
20190827,2902.1932,1628.1214,1274.0718000000002
20190828,2893.7564,1625.1881,1268.5683000000001
20190829,2890.9192,1620.8606,1270.0585999999998
20190830,2886.2365,1610.8982,1275.3383
20190902,2924.1063,1652.2882,1271.8181
20190903,2930.1538,1660.4265,1269.7273
20190904,2957.4116,1669.4104,1288.0012
20190905,2985.8648,1689.054,1296.8107999999997
20190906,2999.6013,1692.2391,1307.3621999999998
20190909,3024.7388,1733.2301,1291.5087
20190910,3021.2024,1725.3082,1295.8942000000002
20190911,3008.8118,1703.5377,1305.2740999999999
20190912,3031.2351,1710.5723,1320.6627999999998
20190916,3030.7544,1714.3683,1316.3860999999997
20190917,2978.1178,1677.9866,1300.1312
20190918,2985.6586,1679.3059,1306.3527000000001
20190919,2999.2789,1705.5991,1293.6798
20190920,3006.4467,1705.0471,1301.3996
20190923,2977.0767,1684.3236,1292.7531000000001
20190924,2985.3406,1694.5964,1290.7442
20190925,2955.4325,1672.6464,1282.7860999999998
20190926,2929.0875,1623.7908,1305.2967
20190927,2932.167,1647.5332,1284.6337999999998
20190930,2905.1892,1627.5454,1277.6437999999998
20191008,2913.5704,1616.5842,1296.9862
20191009,2924.8566,1622.415,1302.4416
20191010,2947.7106,1666.9663,1280.7442999999998
20191011,2973.6558,1666.8345,1306.8213
20191014,3007.8834,1679.3784,1328.505
20191015,2991.0459,1660.887,1330.1589000000001
20191016,2978.7124,1656.3719,1322.3404999999998
20191017,2977.3342,1658.2592,1319.0749999999998
20191018,2938.1413,1648.6253,1289.5159999999998
20191021,2939.6179,1644.5077,1295.1102
20191022,2954.3799,1666.8685,1287.5113999999999
20191023,2941.6188,1650.29,1291.3288000000002
20191024,2940.9215,1653.8646,1287.0568999999998
20191025,2954.9327,1675.3402,1279.5924999999997
20191028,2980.0498,1704.4168,1275.6329999999998
20191029,2954.176,1686.5802,1267.5957999999998
20191030,2939.3209,1684.0782,1255.2427000000002
20191031,2929.0561,1671.3122,1257.7438999999997
20191101,2958.1992,1686.9984,1271.2008
20191104,2975.4919,1699.9194,1275.5725
20191105,2991.5622,1713.2892,1278.273
20191106,2978.5955,1703.0175,1275.578
20191107,2978.7144,1715.5753,1263.1390999999999
20191108,2964.1849,1711.2157,1252.9692000000002
20191111,2909.9746,1673.1288,1236.8458
20191112,2914.8232,1671.4421,1243.3810999999998
20191113,2905.2409,1681.7939,1223.447
20191114,2909.8697,1692.5827,1217.2870000000003
20191115,2891.3431,1674.7838,1216.5593000000001
20191118,2909.2002,1682.4917,1226.7085000000002
20191119,2933.9908,1729.0785,1204.9123
20191120,2911.0534,1719.6649,1191.3884999999998
20191121,2903.6379,1713.2023,1190.4356000000002
20191122,2885.2884,1679.8026,1205.4858
20191125,2906.1688,1661.7742,1244.3945999999999
20191126,2907.0602,1679.0823,1227.9778999999999
20191127,2903.1947,1674.3888,1228.8059
20191128,2889.6934,1673.7948,1215.8986000000002
20191129,2871.9813,1664.8963,1207.0849999999998
20191202,2875.8072,1669.5358,1206.2714
20191203,2884.6988,1675.3852,1209.3136000000002
20191204,2878.1157,1673.7793,1204.3364
20191205,2899.4685,1709.8264,1189.6421
20191206,2912.0136,1726.8011,1185.2125000000003
20191209,2914.4775,1721.0707,1193.4068
20191210,2917.3157,1734.0216,1183.2941
20191211,2924.4173,1718.2595,1206.1578000000002
20191212,2915.6983,1720.986,1194.7123
20191213,2967.6764,1755.4132,1212.2631999999999
20191216,2984.3925,1780.333,1204.0594999999998
20191217,3022.4219,1801.6162,1220.8057
20191218,3017.0444,1792.4178,1224.6266000000003
20191219,3017.0658,1790.4375,1226.6282999999999
20191220,3004.9376,1771.7065,1233.2311000000002
20191223,2962.7513,1736.624,1226.1272999999999
20191224,2982.6806,1769.8688,1212.8118000000002
20191225,2981.8805,1784.3947,1197.4858000000002
20191226,3007.3546,1793.6354,1213.7192000000002
20191227,3005.0355,1767.5818,1237.4537
20191230,3040.0239,1790.2385,1249.7854000000002
20191231,3050.124,1798.1181,1252.0058999999999
20200102,3085.1976,1832.7416,1252.456
20200103,3083.7858,1836.0118,1247.7740000000001
20200106,3083.4083,1859.9209,1223.4874
20200107,3104.8015,1893.2141,1211.5874000000001
20200108,3066.8925,1862.6992,1204.1933
20200109,3094.8819,1913.1422,1181.7396999999999
20200110,3092.2907,1904.1945,1188.0962
20200113,3115.5696,1935.0716,1180.4979999999998
20200114,3106.8204,1922.5573,1184.2631000000001
20200115,3090.0379,1924.2384,1165.7994999999999
20200116,3074.0814,1929.9608,1144.1206
20200117,3075.4955,1932.5106,1142.9849
