trade_date,score
20220309,61.8
20220310,46.5
20220311,44.4
20220314,67.9
20220315,90.1
20220316,60.2
20220317,58.3
20220318,55.6
20220321,52.4
20220322,52.4
20220323,50.7
20220324,53.3
20220325,55.8
20220328,60.8
20220329,62.7
20220330,51.3
20220331,52.2
20220401,52.1
20220406,45.2
20220407,67.9
20220408,63.7
20220411,84.3
20220412,55.1
20220413,74.0
20220414,51.4
20220415,69.5
20220418,52.8
20220419,49.7
20220420,56.3
20220421,83.2
20220422,77.4
20220425,92.6
20220426,92.2
20220427,64.2
20220428,85.6
20220429,58.2
20220505,57.1
20220506,61.8
20220509,57.8
20220510,54.1
20220511,51.8
20220512,48.0
20220513,43.6
20220516,42.3
20220517,44.5
20220518,37.8
20220519,36.0
20220520,34.5
20220523,34.3
20220524,54.9
20220525,36.2
20220526,29.5
20220527,28.9
20220530,25.9
20220531,25.2
20220601,23.5
20220602,23.5
20220606,19.8
20220607,21.3
20220608,18.2
20220609,29.8
20220610,19.0
20220613,21.4
20220614,21.8
20220615,21.3
20220616,20.2
20220617,20.1
20220620,16.2
20220621,17.6
20220622,23.6
20220623,16.8
20220624,14.1
20220627,12.3
20220628,10.5
20220629,28.0
20220630,15.0
20220701,20.3
20220704,13.9
20220705,17.6
20220706,24.2
20220707,21.6
20220708,20.8
20220711,27.8
20220712,36.9
20220713,27.7
20220714,26.2
20220715,39.8
20220718,24.9
20220719,22.2
20220720,18.6
20220721,20.1
20220722,20.6
20220725,27.4
20220726,18.2
20220727,15.9
20220728,13.7
20220729,18.2
20220801,17.0
20220802,39.8
20220803,38.6
20220804,27.1
20220805,23.3
20220808,19.5
20220809,18.9
20220810,19.3
20220811,15.2
20220812,15.7
20220815,14.4
20220816,11.8
20220817,11.4
20220818,12.6
20220819,23.8
20220822,16.9
20220823,16.7
20220824,45.3
20220825,35.7
20220826,36.3
20220829,27.7
20220830,31.1
20220831,49.4
20220901,37.3
20220902,31.3
20220905,30.2
20220906,26.5
20220907,26.7
20220908,29.8
20220909,27.2
20220913,26.9
20220914,29.3
20220915,51.6
20220916,50.6
20220919,52.9
20220920,38.5
20220921,37.7
20220922,40.2
20220923,56.5
20220926,50.9
20220927,37.7
20220928,52.9
20220929,56.6
20220930,56.7
20221010,69.8
20221011,47.6
20221012,41.3
20221013,39.0
20221014,32.3
20221017,24.9
20221018,23.3
20221019,27.4
20221020,29.3
20221021,26.4
20221024,43.5
20221025,46.0
20221026,29.4
20221027,36.3
20221028,69.1
20221031,48.0
20221101,34.4
20221102,30.6
20221103,31.0
20221104,30.4
20221107,29.1
20221108,29.9
20221109,29.9
20221110,30.5
20221111,29.5
20221114,28.7
20221115,28.0
20221116,28.5
20221117,28.1
20221118,28.7
20221121,27.1
20221122,35.5
20221123,41.1
20221124,34.2
20221125,37.6
20221128,39.9
20221129,30.3
20221130,30.8
20221201,28.0
20221202,23.0
20221205,19.6
20221206,25.6
20221207,21.6
20221208,23.8
20221209,22.3
20221212,26.4
20221213,26.1
20221214,30.1
20221215,26.3
20221216,29.7
20221219,48.7
20221220,53.8
20221221,43.2
20221222,48.5
20221223,48.0
20221226,38.5
20221227,34.6
20221228,37.3
20221229,39.0
20221230,34.2
20230103,27.1
20230104,23.8
20230105,19.2
20230106,19.9
20230109,14.9
20230110,15.7
20230111,19.0
20230112,17.9
20230113,13.8
20230116,7.9
20230117,8.6
20230118,8.5
20230119,9.9
20230120,6.8
20230130,6.1
20230131,7.4
20230201,5.2
20230202,5.8
20230203,6.6
20230206,7.8
20230207,7.6
20230208,8.9
20230209,6.8
20230210,10.3
20230213,5.2
20230214,6.0
20230215,6.0
20230216,17.0
20230217,19.3
20230220,9.7
20230221,9.0
20230222,11.1
20230223,13.6
20230224,17.0
20230227,23.0
20230228,17.8
20230301,11.8
20230302,13.9
20230303,14.3
20230306,14.8
20230307,26.7
20230308,24.0
20230309,21.7
20230310,28.7
20230313,25.8
20230314,31.0
20230315,26.0
20230316,35.8
20230317,27.6
20230320,33.3
20230321,22.7
20230322,18.8
20230323,18.8
20230324,18.3
20230327,19.3
20230328,27.9
20230329,24.8
20230330,25.0
20230331,20.2
20230403,15.2
20230404,19.9
20230406,20.4
20230407,15.5
20230410,32.0
20230411,21.1
20230412,17.3
20230413,21.1
20230414,18.0
20230417,18.5
20230418,22.7
20230419,24.6
20230420,28.2
20230421,57.7
20230424,44.5
20230425,63.0
20230426,40.3
20230427,45.0
20230428,25.3
20230504,23.0
20230505,29.4
20230508,21.8
20230509,37.4
20230510,26.6
20230511,23.8
20230512,33.8
20230515,23.7
20230516,36.3
20230517,23.0
20230518,22.6
20230519,21.6
20230522,18.5
20230523,23.8
20230524,25.5
20230525,27.2
20230526,25.4
20230529,31.7
20230530,28.4
20230531,32.1
20230601,29.5
20230602,23.0
20230605,22.9
20230606,41.7
20230607,34.8
20230608,40.8
20230609,32.9
20230612,28.5
20230613,27.3
20230614,27.9
20230615,23.6
20230616,20.0
20230619,23.9
20230620,28.2
20230621,45.9
20230626,57.1
20230627,28.9
20230628,34.7
20230629,26.2
20230630,20.7
20230703,20.7
20230704,15.9
20230705,20.1
20230706,20.6
20230707,25.6
20230710,21.5
20230711,17.8
20230712,27.0
20230713,18.2
20230714,20.1
20230717,26.4
20230718,22.3
20230719,23.5
20230720,31.4
20230721,38.2
20230724,34.0
20230725,19.8
20230726,22.5
20230727,29.6
20230728,22.2
20230731,18.3
20230801,22.1
20230802,21.8
20230803,21.2
20230804,20.7
20230807,28.8
20230808,26.6
20230809,30.3
20230810,27.1
20230811,43.5
20230814,38.1
20230815,42.8
20230816,45.1
20230817,36.2
20230818,50.8
20230821,50.4
20230822,44.3
20230823,57.2
20230824,52.9
20230825,70.2
20230828,42.5
20230829,28.0
20230830,25.1
20230831,30.2
20230901,25.8
20230904,17.0
20230905,19.9
20230906,19.0
20230907,38.4
20230908,26.1
20230911,19.7
20230912,19.8
20230913,26.4
20230914,31.1
20230915,29.9
20230918,24.7
20230919,38.0
20230920,41.3
20230921,42.0
20230922,28.6
20230925,33.2
20230926,36.6
20230927,32.8
20230928,27.1
20231009,32.7
20231010,37.2
20231011,32.1
20231012,26.1
20231013,33.4
20231016,38.2
20231017,37.6
20231018,49.5
20231019,63.3
20231020,58.8
20231023,63.8
20231024,42.1
20231025,37.3
20231026,36.1
20231027,26.9
20231030,21.5
20231031,27.1
20231101,22.6
20231102,30.5
20231103,20.0
20231106,15.2
20231107,15.1
20231108,15.8
20231109,26.0
20231110,21.8
20231113,16.1
20231114,16.2
20231115,15.4
20231116,17.5
20231117,16.2
20231120,14.6
20231121,15.3
20231122,17.4
20231123,19.6
20231124,20.6
20231127,22.1
20231128,30.0
20231129,44.8
20231130,34.0
20231201,29.7
20231204,28.0
20231205,38.7
20231206,34.9
20231207,38.0
20231208,42.3
20231211,35.1
20231212,32.6
20231213,37.2
20231214,37.8
20231215,38.2
20231218,47.1
20231219,46.0
20231220,47.1
20231221,59.7
20231222,60.2
20231225,47.8
20231226,49.8
20231227,47.6
20231228,31.6
20231229,23.7
20240102,21.6
20240103,26.9
20240104,26.4
20240105,46.6
20240108,55.8
20240109,43.1
20240110,47.5
20240111,33.6
20240112,56.3
20240115,41.3
20240116,41.3
20240117,58.1
20240118,55.0
20240119,63.2
20240122,78.0
20240123,62.0
20240124,46.1
20240125,40.5
20240126,40.4
20240129,69.3
20240130,76.3
20240131,78.3
20240201,74.7
20240202,77.6
20240205,78.2
20240206,57.7
20240207,78.0
20240208,41.3
20240219,38.1
20240220,36.6
20240221,33.8
20240222,26.4
20240223,19.0
20240226,19.6
20240227,17.3
20240228,44.3
20240229,17.9
20240301,16.6
20240304,16.0
20240305,15.3
20240306,13.9
20240307,14.3
20240308,13.3
20240311,11.5
20240312,11.8
20240313,10.7
20240314,10.8
20240315,10.0
20240318,8.6
20240319,10.1
20240320,9.8
20240321,9.7
20240322,11.0
20240325,32.2
20240326,18.8
20240327,43.6
20240328,23.6
20240329,18.6
20240401,10.7
20240402,12.4
20240403,18.3
20240408,32.1
20240409,20.6
20240410,30.3
20240411,27.8
20240412,28.6
20240415,48.3
20240416,55.6
20240417,27.2
20240418,27.1
20240419,27.8
20240422,35.7
20240423,31.4
20240424,27.0
20240425,25.2
20240426,19.4
20240429,9.4
20240430,18.4
20240506,6.4
20240507,7.0
20240508,9.2
20240509,7.3
20240510,11.8
20240513,18.6
20240514,8.3
20240515,12.2
20240516,11.0
20240517,7.3
20240520,7.8
20240521,16.7
20240522,12.0
20240523,22.7
20240524,33.2
20240527,28.6
20240528,31.0
20240529,29.0
20240530,35.7
20240531,28.9
20240603,45.3
20240604,39.0
20240605,40.4
20240606,58.5
20240607,32.1
20240611,32.3
20240612,32.0
20240613,33.0
20240614,31.9
20240617,32.5
20240618,28.4
20240619,30.7
20240620,37.9
20240621,38.9
20240624,56.4
20240625,41.4
20240626,32.6
20240627,39.7
20240628,36.3
20240701,34.3
20240702,29.9
20240703,36.4
20240704,46.3
20240705,36.1
20240708,55.8
20240709,36.7
20240710,45.4
20240711,26.3
20240712,28.0
20240715,31.7
20240716,29.2
20240717,31.1
20240718,34.4
20240719,26.2
20240722,26.1
20240723,37.0
20240724,51.8
20240725,36.2
20240726,29.7
20240729,30.4
20240730,27.2
20240731,14.3
20240801,14.7
20240802,18.5
20240805,40.4
20240806,22.5
20240807,23.2
20240808,28.4
20240809,33.9
20240812,38.0
20240813,27.0
20240814,32.3
20240815,25.8
20240816,33.2
20240819,37.0
20240820,48.6
20240821,43.9
20240822,56.7
20240823,51.5
20240826,41.1
20240827,55.7
20240828,43.6
20240829,35.2
20240830,25.8
20240902,38.0
20240903,30.1
20240904,34.2
20240905,27.6
20240906,40.0
20240909,43.4
20240910,39.4
20240911,42.8
20240912,39.3
20240913,50.4
20240918,58.5
20240919,30.0
20240920,33.5
20240923,33.1
20240924,19.5
20240925,18.7
20240926,19.2
20240927,17.7
20240930,20.0
20241008,20.0
20241009,43.0
20241010,33.2
20241011,44.6
20241014,23.9
20241015,24.1
20241016,24.1
20241017,25.0
20241018,22.5
20241021,20.6
20241022,29.9
20241023,22.1
20241024,22.2
20241025,21.0
20241028,20.0
20241029,20.7
20241030,20.5
20241031,20.0
20241101,49.1
20241104,23.8
20241105,20.0
20241106,9.8
20241107,11.7
20241108,9.8
20241111,9.1
20241112,9.0
20241113,8.2
20241114,21.7
20241115,22.0
20241118,39.3
20241119,18.4
20241120,10.5
20241121,10.4
20241122,29.1
20241125,23.9
20241126,37.6
20241127,22.9
20241128,22.3
20241129,17.7
20241202,9.9
20241203,7.7
20241204,17.1
20241205,7.7
20241206,3.7
20241209,11.2
20241210,4.1
20241211,3.0
20241212,2.4
20241213,6.5
20241216,11.4
20241217,43.6
20241218,21.5
20241219,22.9
20241220,16.2
20241223,44.7
20241224,22.4
20241225,36.6
20241226,21.7
20241227,21.6
20241230,26.3
20241231,35.2
20250102,32.3
20250103,50.7
20250106,43.9
20250107,31.7
20250108,31.6
20250109,32.1
20250110,46.9
20250113,37.3
20250114,28.3
20250115,28.9
20250116,26.4
20250117,25.8
20250120,20.0
20250121,20.5
20250122,29.4
20250123,26.7
20250124,17.9
20250127,32.2
20250205,20.6
20250206,11.0
20250207,7.8
20250210,7.3
20250211,8.1
20250212,6.9
20250213,8.4
20250214,7.2
20250217,6.7
20250218,22.1
20250219,6.6
20250220,7.0
20250221,5.1
20250224,6.2
20250225,8.0
20250226,6.1
20250227,6.9
20250228,37.4
20250303,20.1
20250304,13.9
20250305,14.9
20250306,8.4
20250307,12.8
20250310,11.0
20250311,10.1
20250312,9.3
20250313,20.5
20250314,7.6
20250317,7.8
20250318,6.9
20250319,18.8
20250320,10.4
20250321,27.4
20250324,32.2
20250325,33.1
20250326,21.4
20250327,29.5
20250328,38.7
20250331,44.5
20250401,27.9
20250402,28.3
20250403,37.3
20250407,87.0
20250408,65.3
20250409,52.3
20250410,49.9
20250411,49.3
20250414,45.0
20250415,44.5
20250416,45.4
20250417,43.6
20250418,47.8
20250421,38.7
20250422,36.9
20250423,34.2
20250424,37.8
20250425,36.4
20250428,52.5
20250429,39.2
20250430,30.9
20250506,26.2
20250507,25.5
20250508,12.7
20250509,13.1
20250512,11.8
20250513,11.9
20250514,11.0
20250515,11.7
20250516,11.9
20250519,11.4
20250520,10.5
20250521,10.8
20250522,22.0
20250523,22.5
20250526,19.4
20250527,20.0
20250528,22.4
20250529,16.0
20250530,30.0
20250603,20.4
20250604,16.7
20250605,16.3
20250606,16.1
20250609,11.7
20250610,17.1
20250611,13.7
20250612,14.4
20250613,27.4
20250616,20.8
20250617,22.0
20250618,24.7
20250619,35.9
20250620,36.5
20250623,26.7
20250624,19.4
20250625,12.5
20250626,14.5
20250627,13.4
20250630,8.8
20250701,8.6
20250702,9.4
20250703,8.6
20250704,12.5
20250707,9.6
20250708,7.0
20250709,7.8
20250710,7.1
20250711,7.4
20250714,6.5
20250715,12.0
20250716,8.5
20250717,6.9
20250718,6.6
20250721,3.9
20250722,3.2
20250723,8.5
20250724,3.3
20250725,5.8
20250728,3.9
20250729,3.7
20250730,6.6
20250731,16.3
20250801,14.7
20250804,10.2
20250805,6.1
20250806,4.5
20250807,5.9
20250808,6.7
20250811,3.9
20250812,4.7
20250813,3.6
20250814,17.1
20250815,5.6
20250818,1.7
20250819,2.7
20250820,1.2
20250821,3.8
20250822,0.6
20250825,0.0
20250826,0.0
20250827,9.6
20250828,7.2
20250829,9.0
20250901,6.8
20250902,21.6
20250903,28.5
20250904,36.2
20250905,17.6
20250908,13.2
20250909,17.1
20250910,17.7
20250911,15.0
20250912,17.1
20250915,17.5
20250916,13.8
20250917,12.7
20250918,20.2
20250919,24.1
20250922,19.2
20250923,21.8
20250924,16.0
20250925,17.2
20250926,25.4
20250929,17.9
20250930,16.4
20251009,13.7
20251010,19.1
20251013,15.8
20251014,23.7
20251015,14.1
20251016,18.5
20251017,35.2
20251020,20.4
20251021,15.4
20251022,15.6
20251023,14.0
20251024,12.3
20251027,9.3
20251028,10.7
20251029,9.8
20251030,18.5
20251031,11.9
20251103,8.8
20251104,12.2
20251105,9.4
20251106,8.5
20251107,8.2
20251110,5.6
20251111,5.6
20251112,7.8
20251113,4.5
20251114,7.6
20251117,8.9
20251118,24.9
20251119,23.5
20251120,26.2
20251121,56.6
20251124,31.6
20251125,26.9
20251126,27.5
20251127,27.4
20251128,23.8
20251201,19.8
20251202,22.2
20251203,27.5
20251204,32.9
20251205,20.7
20251208,17.4
20251209,22.4
20251210,21.7
20251211,32.6
20251212,24.3
20251215,25.5
20251216,38.3
20251217,27.4
20251218,23.5
20251219,17.8
20251222,15.2
20251223,20.8
20251224,14.1
20251225,9.9
20251226,11.4
20251229,15.3
20251230,17.1
20251231,16.2
20260105,6.9
20260106,3.7
20260107,4.2
20260108,4.7
20260109,3.5
20260112,2.2
20260113,16.4
20260114,5.0
20260115,19.2
20260116,14.4
20260119,6.7
20260120,9.0
20260121,5.8
20260122,5.8
20260123,5.2
20260126,14.7
20260127,9.4
20260128,12.4
20260129,15.6
20260130,28.8
20260202,49.2
20260203,21.6
20260204,18.6
20260205,27.4
20260206,22.7
20260209,15.8
20260210,16.5
20260211,17.6
20260212,19.3
20260213,28.5
20260224,17.0
20260225,11.7
20260226,12.0
20260227,10.2
20260302,20.2
20260303,45.7
20260304,42.6
20260305,26.9
20260306,20.7
20260309,25.9
20260310,17.7
20260311,18.2
20260312,21.6
20260313,27.4
20260316,25.2
20260317,38.1
20260318,28.7
20260319,42.2
20260320,54.4
20260323,73.7
20260324,37.9
20260325,36.2
20260326,43.6
20260327,37.0
20260330,37.4
20260331,41.3
20260401,35.4
20260402,42.6
20260403,56.5
20260407,40.4
20260408,28.0
20260409,32.6
20260410,27.2
20260413,27.2
20260414,21.8
20260415,22.6
20260416,17.9
20260417,17.5
20260420,17.0
20260421,13.1
20260422,12.3
20260423,23.3
20260424,25.8
20260427,21.8
20260428,32.3
20260429,15.7
20260430,15.6
20260506,10.0
20260507,6.8
20260508,6.6
20260511,3.5
20260512,9.5
20260513,6.6
20260514,21.0
20260515,22.8
20260518,22.6
20260519,16.1
20260520,23.1
20260521,50.6
20260522,25.4
20260525,26.1
20260526,36.5
20260527,45.2
20260528,32.4
20260529,54.6
20260601,32.9
20260602,35.1
20260603,38.2
20260604,44.7
20260605,36.1
20260608,60.6
20260609,42.3
20260610,55.5
20260611,57.5
20260612,37.6
20260615,32.8
20260616,33.5
20260617,38.8
20260618,39.8
20260622,31.9
20260623,38.7
20260624,45.4
20260625,48.1
20260626,63.2
20260629,54.6
20260630,44.8
20260701,32.6
20260702,49.6
20260703,35.8
20260706,48.2
20260707,63.7
20260708,63.2
20260709,49.2
20260710,45.5
20260713,80.8
20260714,46.2
20260715,49.6
20260716,55.2
20260717,83.5
20260720,81.5
20260721,53.2
20260722,60.0
20260723,43.5
20260724,68.0
20260727,42.6
20260728,60.7
20260729,42.0
20260730,64.1
20260731,34.4
