code,trade_date,close
510050.SH,20240715,2.491
510050.SH,20240712,2.481
510050.SH,20240711,2.466
510050.SH,20240710,2.44
510050.SH,20240709,2.444
510050.SH,20240708,2.422
510050.SH,20240705,2.434
510050.SH,20240704,2.454
510050.SH,20240703,2.462
510050.SH,20240702,2.462
510050.SH,20240701,2.45
510050.SH,20240628,2.441
510050.SH,20240627,2.434
510050.SH,20240626,2.441
510050.SH,20240625,2.437
510050.SH,20240624,2.446
510050.SH,20240621,2.446
510050.SH,20240620,2.451
510050.SH,20240619,2.458
510050.SH,20240618,2.454
510050.SH,20240617,2.454
510050.SH,20240614,2.469
510050.SH,20240613,2.452
510050.SH,20240612,2.462
510050.SH,20240611,2.465
510050.SH,20240607,2.495
510050.SH,20240606,2.506
510050.SH,20240605,2.505
510050.SH,20240604,2.516
510050.SH,20240603,2.502
510050.SH,20240531,2.499
510050.SH,20240530,2.508
510050.SH,20240529,2.525
510050.SH,20240528,2.524
510050.SH,20240527,2.531
510050.SH,20240524,2.508
510050.SH,20240523,2.537
510050.SH,20240522,2.563
510050.SH,20240521,2.562
510050.SH,20240520,2.567
510050.SH,20240517,2.561
510050.SH,20240516,2.523
510050.SH,20240515,2.513
510050.SH,20240514,2.531
510050.SH,20240513,2.54
510050.SH,20240510,2.543
510050.SH,20240509,2.536
510050.SH,20240508,2.52
510050.SH,20240507,2.535
510050.SH,20240506,2.53
510050.SH,20240430,2.5
510050.SH,20240429,2.511
510050.SH,20240426,2.496
510050.SH,20240425,2.466
510050.SH,20240424,2.457
510050.SH,20240423,2.447
510050.SH,20240422,2.46
510050.SH,20240419,2.464
510050.SH,20240418,2.48
510050.SH,20240417,2.473
510050.SH,20240416,2.448
510050.SH,20240415,2.458
510050.SH,20240412,2.408
510050.SH,20240411,2.429
510050.SH,20240410,2.431
510050.SH,20240409,2.437
510050.SH,20240408,2.45
510050.SH,20240403,2.463
510050.SH,20240402,2.471
510050.SH,20240401,2.475
510050.SH,20240329,2.449
510050.SH,20240328,2.438
510050.SH,20240327,2.433
510050.SH,20240326,2.446
510050.SH,20240325,2.437
510050.SH,20240322,2.438
510050.SH,20240321,2.46
510050.SH,20240320,2.46
510050.SH,20240319,2.454
510050.SH,20240318,2.471
510050.SH,20240315,2.461
510050.SH,20240314,2.459
510050.SH,20240313,2.465
510050.SH,20240312,2.485
510050.SH,20240311,2.479
510050.SH,20240308,2.46
510050.SH,20240307,2.46
510050.SH,20240306,2.468
510050.SH,20240305,2.481
510050.SH,20240304,2.451
510050.SH,20240301,2.448
510050.SH,20240229,2.444
510050.SH,20240228,2.424
510050.SH,20240227,2.438
510050.SH,20240226,2.426
510050.SH,20240223,2.467
510050.SH,20240222,2.466
510050.SH,20240221,2.444
510050.SH,20240220,2.402
510050.SH,20240219,2.403
510050.SH,20240208,2.385
510050.SH,20240207,2.38
510050.SH,20240206,2.351
510050.SH,20240205,2.289
510050.SH,20240202,2.268
510050.SH,20240201,2.283
510050.SH,20240131,2.292
510050.SH,20240130,2.306
510050.SH,20240129,2.342
510050.SH,20240126,2.35
510050.SH,20240125,2.347
510050.SH,20240124,2.295
510050.SH,20240123,2.258
510050.SH,20240122,2.261
510050.SH,20240119,2.282
510050.SH,20240118,2.274
510050.SH,20240117,2.234
510050.SH,20240116,2.284
510050.SH,20240115,2.272
510050.SH,20240112,2.272
510050.SH,20240111,2.275
510050.SH,20240110,2.27
510050.SH,20240109,2.28
510050.SH,20240108,2.278
510050.SH,20240105,2.303
510050.SH,20240104,2.314
510050.SH,20240103,2.332
510050.SH,20240102,2.327
510050.SH,20231229,2.355
510050.SH,20231228,2.354
510050.SH,20231227,2.302
510050.SH,20231226,2.299
510050.SH,20231225,2.308
510050.SH,20231222,2.307
510050.SH,20231221,2.299
510050.SH,20231220,2.273
510050.SH,20231219,2.286
510050.SH,20231218,2.283
510050.SH,20231215,2.281
510050.SH,20231214,2.28
510050.SH,20231213,2.291
510050.SH,20231212,2.337
510050.SH,20231211,2.324
510050.SH,20231208,2.314
510050.SH,20231207,2.307
510050.SH,20231206,2.317
510050.SH,20231205,2.319
510050.SH,20231204,2.367
510050.SH,20231201,2.385
510050.SH,20231130,2.401
510050.SH,20231129,2.395
510050.SH,20231128,2.406
510050.SH,20231127,2.407
510050.SH,20231124,2.467
510050.SH,20231123,2.48
510050.SH,20231122,2.471
510050.SH,20231121,2.492
510050.SH,20231120,2.48
510050.SH,20231117,2.474
510050.SH,20231116,2.478
510050.SH,20231115,2.503
510050.SH,20231114,2.482
510050.SH,20231113,2.484
510050.SH,20231110,2.49
510050.SH,20231109,2.514
510050.SH,20231108,2.514
510050.SH,20231107,2.522
510050.SH,20231106,2.533
510050.SH,20231103,2.513
510050.SH,20231102,2.493
510050.SH,20231101,2.497
510050.SH,20231031,2.488
510050.SH,20231030,2.492
510050.SH,20231027,2.494
510050.SH,20231026,2.47
510050.SH,20231025,2.461
510050.SH,20231024,2.449
510050.SH,20231023,2.441
510050.SH,20231020,2.46
510050.SH,20231019,2.474
510050.SH,20231018,2.543
510050.SH,20231017,2.553
510050.SH,20231016,2.543
510050.SH,20231013,2.566
510050.SH,20231012,2.591
510050.SH,20231011,2.567
510050.SH,20231010,2.559
510050.SH,20231009,2.575
510050.SH,20230928,2.583
510050.SH,20230927,2.604
510050.SH,20230926,2.592
510050.SH,20230925,2.609
510050.SH,20230922,2.634
510050.SH,20230921,2.572
510050.SH,20230920,2.597
510050.SH,20230919,2.609
510050.SH,20230918,2.61
510050.SH,20230915,2.596
510050.SH,20230914,2.608
510050.SH,20230913,2.601
510050.SH,20230912,2.609
510050.SH,20230911,2.613
510050.SH,20230908,2.596
510050.SH,20230907,2.611
510050.SH,20230906,2.637
510050.SH,20230905,2.641
510050.SH,20230904,2.658
510050.SH,20230901,2.61
510050.SH,20230831,2.59
510050.SH,20230830,2.599
510050.SH,20230829,2.606
510050.SH,20230828,2.596
510050.SH,20230825,2.563
510050.SH,20230824,2.553
510050.SH,20230823,2.535
510050.SH,20230822,2.567
510050.SH,20230821,2.547
510050.SH,20230818,2.58
510050.SH,20230817,2.61
510050.SH,20230816,2.604
510050.SH,20230815,2.623
510050.SH,20230814,2.622
510050.SH,20230811,2.642
510050.SH,20230810,2.706
510050.SH,20230809,2.709
510050.SH,20230808,2.709
510050.SH,20230807,2.714
510050.SH,20230804,2.725
510050.SH,20230803,2.723
510050.SH,20230802,2.698
510050.SH,20230801,2.723
510050.SH,20230731,2.731
510050.SH,20230728,2.727
510050.SH,20230727,2.653
510050.SH,20230726,2.652
510050.SH,20230725,2.655
510050.SH,20230724,2.573
510050.SH,20230721,2.586
510050.SH,20230720,2.576
510050.SH,20230719,2.59
510050.SH,20230718,2.581
510050.SH,20230717,2.584
510050.SH,20230714,2.609
510050.SH,20230713,2.609
510050.SH,20230712,2.568
510050.SH,20230711,2.569
510050.SH,20230710,2.552
510050.SH,20230707,2.539
510050.SH,20230706,2.55
510050.SH,20230705,2.569
510050.SH,20230704,2.584
510050.SH,20230703,2.58
510050.SH,20230630,2.542
510050.SH,20230629,2.535
510050.SH,20230628,2.55
510050.SH,20230627,2.541
510050.SH,20230626,2.526
510050.SH,20230621,2.554
510050.SH,20230620,2.581
510050.SH,20230619,2.593
510050.SH,20230616,2.625
510050.SH,20230615,2.602
510050.SH,20230614,2.563
510050.SH,20230613,2.564
510050.SH,20230612,2.555
510050.SH,20230609,2.555
510050.SH,20230608,2.547
510050.SH,20230607,2.522
510050.SH,20230606,2.523
510050.SH,20230605,2.536
510050.SH,20230602,2.548
510050.SH,20230601,2.505
510050.SH,20230531,2.5
510050.SH,20230530,2.541
510050.SH,20230529,2.552
510050.SH,20230526,2.563
510050.SH,20230525,2.565
510050.SH,20230524,2.577
510050.SH,20230523,2.617
510050.SH,20230522,2.659
510050.SH,20230519,2.634
510050.SH,20230518,2.645
510050.SH,20230517,2.649
510050.SH,20230516,2.674
510050.SH,20230515,2.68
510050.SH,20230512,2.631
510050.SH,20230511,2.668
510050.SH,20230510,2.674
510050.SH,20230509,2.706
510050.SH,20230508,2.724
510050.SH,20230505,2.687
510050.SH,20230504,2.695
510050.SH,20230428,2.68
510050.SH,20230427,2.656
510050.SH,20230426,2.619
510050.SH,20230425,2.622
510050.SH,20230424,2.623
510050.SH,20230421,2.659
510050.SH,20230420,2.706
510050.SH,20230419,2.724
510050.SH,20230418,2.748
510050.SH,20230417,2.738
510050.SH,20230414,2.684
510050.SH,20230413,2.673
510050.SH,20230412,2.669
510050.SH,20230411,2.684
510050.SH,20230410,2.69
510050.SH,20230407,2.689
510050.SH,20230406,2.67
510050.SH,20230404,2.682
510050.SH,20230403,2.672
510050.SH,20230331,2.669
510050.SH,20230330,2.672
510050.SH,20230329,2.64
510050.SH,20230328,2.644
510050.SH,20230327,2.643
510050.SH,20230324,2.66
510050.SH,20230323,2.673
510050.SH,20230322,2.656
510050.SH,20230321,2.647
510050.SH,20230320,2.62
510050.SH,20230317,2.637
510050.SH,20230316,2.627
510050.SH,20230315,2.652
510050.SH,20230314,2.651
510050.SH,20230313,2.669
510050.SH,20230310,2.642
510050.SH,20230309,2.678
510050.SH,20230308,2.697
510050.SH,20230307,2.718
510050.SH,20230306,2.749
510050.SH,20230303,2.779
510050.SH,20230302,2.776
510050.SH,20230301,2.777
510050.SH,20230228,2.746
510050.SH,20230227,2.733
510050.SH,20230224,2.736
510050.SH,20230223,2.774
510050.SH,20230222,2.775
510050.SH,20230221,2.812
510050.SH,20230220,2.798
510050.SH,20230217,2.721
510050.SH,20230216,2.75
510050.SH,20230215,2.76
510050.SH,20230214,2.786
510050.SH,20230213,2.775
510050.SH,20230210,2.757
510050.SH,20230209,2.769
510050.SH,20230208,2.74
510050.SH,20230207,2.747
510050.SH,20230206,2.739
510050.SH,20230203,2.783
510050.SH,20230202,2.824
510050.SH,20230201,2.83
510050.SH,20230131,2.819
510050.SH,20230130,2.849
510050.SH,20230120,2.848
510050.SH,20230119,2.829
510050.SH,20230118,2.819
510050.SH,20230117,2.838
510050.SH,20230116,2.847
510050.SH,20230113,2.799
510050.SH,20230112,2.754
510050.SH,20230111,2.748
510050.SH,20230110,2.742
510050.SH,20230109,2.75
510050.SH,20230106,2.725
510050.SH,20230105,2.71
510050.SH,20230104,2.66
510050.SH,20230103,2.651
510050.SH,20221230,2.649
510050.SH,20221229,2.635
510050.SH,20221228,2.649
510050.SH,20221227,2.642
510050.SH,20221226,2.612
510050.SH,20221223,2.622
510050.SH,20221222,2.629
510050.SH,20221221,2.612
510050.SH,20221220,2.607
510050.SH,20221219,2.653
510050.SH,20221216,2.693
510050.SH,20221215,2.682
510050.SH,20221214,2.696
510050.SH,20221213,2.679
510050.SH,20221212,2.676
510050.SH,20221209,2.708
510050.SH,20221208,2.677
510050.SH,20221207,2.671
510050.SH,20221206,2.688
510050.SH,20221205,2.68
510050.SH,20221202,2.617
510050.SH,20221201,2.632
510050.SH,20221130,2.645
510050.SH,20221129,2.648
510050.SH,20221128,2.54
510050.SH,20221125,2.585
510050.SH,20221124,2.558
510050.SH,20221123,2.575
510050.SH,20221122,2.57
510050.SH,20221121,2.557
510050.SH,20221118,2.59
510050.SH,20221117,2.6
510050.SH,20221116,2.615
510050.SH,20221115,2.625
510050.SH,20221114,2.576
510050.SH,20221111,2.555
510050.SH,20221110,2.482
510050.SH,20221109,2.478
510050.SH,20221108,2.497
510050.SH,20221107,2.515
510050.SH,20221104,2.506
510050.SH,20221103,2.425
510050.SH,20221102,2.456
510050.SH,20221101,2.436
510050.SH,20221031,2.333
510050.SH,20221028,2.365
510050.SH,20221027,2.419
510050.SH,20221026,2.439
510050.SH,20221025,2.431
510050.SH,20221024,2.439
510050.SH,20221021,2.527
510050.SH,20221020,2.544
510050.SH,20221019,2.557
510050.SH,20221018,2.608
510050.SH,20221017,2.623
510050.SH,20221014,2.625
510050.SH,20221013,2.564
510050.SH,20221012,2.594
510050.SH,20221011,2.578
510050.SH,20221010,2.586
510050.SH,20220930,2.65
510050.SH,20220929,2.651
510050.SH,20220928,2.651
510050.SH,20220927,2.681
510050.SH,20220926,2.654
510050.SH,20220923,2.672
510050.SH,20220922,2.67
510050.SH,20220921,2.691
510050.SH,20220920,2.714
510050.SH,20220919,2.719
510050.SH,20220916,2.724
510050.SH,20220915,2.784
510050.SH,20220914,2.788
510050.SH,20220913,2.808
510050.SH,20220909,2.8
510050.SH,20220908,2.748
510050.SH,20220907,2.754
510050.SH,20220906,2.764
510050.SH,20220905,2.741
510050.SH,20220902,2.752
510050.SH,20220901,2.775
510050.SH,20220831,2.801
510050.SH,20220830,2.768
510050.SH,20220829,2.772
510050.SH,20220826,2.794
510050.SH,20220825,2.793
510050.SH,20220824,2.746
510050.SH,20220823,2.774
510050.SH,20220822,2.793
510050.SH,20220819,2.792
510050.SH,20220818,2.797
510050.SH,20220817,2.823
510050.SH,20220816,2.807
510050.SH,20220815,2.82
510050.SH,20220812,2.836
510050.SH,20220811,2.826
510050.SH,20220810,2.768
510050.SH,20220809,2.801
510050.SH,20220808,2.8
510050.SH,20220805,2.815
510050.SH,20220804,2.777
510050.SH,20220803,2.75
510050.SH,20220802,2.77
510050.SH,20220801,2.818
510050.SH,20220729,2.828
510050.SH,20220728,2.866
510050.SH,20220727,2.867
510050.SH,20220726,2.891
510050.SH,20220725,2.878
510050.SH,20220722,2.887
510050.SH,20220721,2.874
510050.SH,20220720,2.908
510050.SH,20220719,2.899
510050.SH,20220718,2.911
510050.SH,20220715,2.872
510050.SH,20220714,2.915
510050.SH,20220713,2.935
510050.SH,20220712,2.944
510050.SH,20220711,2.961
510050.SH,20220708,3.006
510050.SH,20220707,3.002
510050.SH,20220706,3.011
510050.SH,20220705,3.063
510050.SH,20220704,3.063
510050.SH,20220701,3.058
510050.SH,20220630,3.069
510050.SH,20220629,3.018
510050.SH,20220628,3.043
510050.SH,20220627,3.016
510050.SH,20220624,2.978
510050.SH,20220623,2.939
510050.SH,20220622,2.898
510050.SH,20220621,2.929
510050.SH,20220620,2.923
510050.SH,20220617,2.929
510050.SH,20220616,2.886
510050.SH,20220615,2.913
510050.SH,20220614,2.874
510050.SH,20220613,2.835
510050.SH,20220610,2.886
510050.SH,20220609,2.853
510050.SH,20220608,2.863
510050.SH,20220607,2.829
510050.SH,20220606,2.81
510050.SH,20220602,2.777
510050.SH,20220601,2.782
510050.SH,20220531,2.792
510050.SH,20220530,2.758
510050.SH,20220527,2.744
510050.SH,20220526,2.725
510050.SH,20220525,2.725
510050.SH,20220524,2.72
510050.SH,20220523,2.763
510050.SH,20220520,2.793
510050.SH,20220519,2.726
510050.SH,20220518,2.728
510050.SH,20220517,2.737
510050.SH,20220516,2.702
510050.SH,20220513,2.729
510050.SH,20220512,2.702
510050.SH,20220511,2.722
510050.SH,20220510,2.701
510050.SH,20220509,2.677
510050.SH,20220506,2.703
510050.SH,20220505,2.781
510050.SH,20220429,2.793
510050.SH,20220428,2.749
510050.SH,20220427,2.714
510050.SH,20220426,2.664
510050.SH,20220425,2.662
510050.SH,20220422,2.795
510050.SH,20220421,2.78
510050.SH,20220420,2.816
510050.SH,20220419,2.844
510050.SH,20220418,2.871
510050.SH,20220415,2.914
510050.SH,20220414,2.911
510050.SH,20220413,2.866
510050.SH,20220412,2.876
510050.SH,20220411,2.832
510050.SH,20220408,2.909
510050.SH,20220407,2.884
510050.SH,20220406,2.911
510050.SH,20220401,2.923
510050.SH,20220331,2.881
510050.SH,20220330,2.898
510050.SH,20220329,2.823
510050.SH,20220328,2.836
510050.SH,20220325,2.838
510050.SH,20220324,2.884
510050.SH,20220323,2.899
510050.SH,20220322,2.882
510050.SH,20220321,2.874
510050.SH,20220318,2.891
510050.SH,20220317,2.857
510050.SH,20220316,2.81
510050.SH,20220315,2.687
510050.SH,20220314,2.832
510050.SH,20220311,2.922
510050.SH,20220310,2.913
510050.SH,20220309,2.887
510050.SH,20220308,2.915
510050.SH,20220307,2.955
510050.SH,20220304,3.046
510050.SH,20220303,3.078
510050.SH,20220302,3.088
510050.SH,20220301,3.105
510050.SH,20220228,3.061
510050.SH,20220225,3.056
510050.SH,20220224,3.043
510050.SH,20220223,3.1
510050.SH,20220222,3.081
510050.SH,20220221,3.13
510050.SH,20220218,3.144
510050.SH,20220217,3.119
510050.SH,20220216,3.116
510050.SH,20220215,3.1
510050.SH,20220214,3.088
510050.SH,20220211,3.123
510050.SH,20220210,3.128
510050.SH,20220209,3.12
510050.SH,20220208,3.098
510050.SH,20220207,3.095
510050.SH,20220128,3.036
510050.SH,20220127,3.107
510050.SH,20220126,3.144
510050.SH,20220125,3.129
510050.SH,20220124,3.195
510050.SH,20220121,3.206
510050.SH,20220120,3.214
510050.SH,20220119,3.169
510050.SH,20220118,3.169
510050.SH,20220117,3.131
510050.SH,20220114,3.12
510050.SH,20220113,3.166
510050.SH,20220112,3.22
510050.SH,20220111,3.196
510050.SH,20220110,3.216
510050.SH,20220107,3.207
510050.SH,20220106,3.193
510050.SH,20220105,3.241
510050.SH,20220104,3.247
510050.SH,20260731,3.033
510050.SH,20260730,3.026
510050.SH,20260729,3.023
510050.SH,20260728,3.022
510050.SH,20260727,3.054
510050.SH,20260724,3.05
510050.SH,20260723,3.084
510050.SH,20260722,3.086
510050.SH,20260721,3.079
510050.SH,20260720,3.007
510050.SH,20260717,2.931
510050.SH,20260716,3.004
510050.SH,20260715,3.064
510050.SH,20260714,3.058
510050.SH,20260713,3.011
510050.SH,20260710,3.057
510050.SH,20260709,3.089
510050.SH,20260708,3.009
510050.SH,20260707,3.012
510050.SH,20260706,3.046
510050.SH,20260703,3.023
510050.SH,20260702,3.003
510050.SH,20260701,3.074
510050.SH,20260630,3.083
510050.SH,20260629,3.083
510050.SH,20260626,3.0
510050.SH,20260625,3.059
510050.SH,20260624,3.024
510050.SH,20260623,3.005
510050.SH,20260622,3.097
510050.SH,20260618,3.017
510050.SH,20260617,3.015
510050.SH,20260616,2.993
510050.SH,20260615,3.024
510050.SH,20260612,2.982
510050.SH,20260611,2.928
510050.SH,20260610,2.931
510050.SH,20260609,2.917
510050.SH,20260608,2.901
510050.SH,20260605,2.94
510050.SH,20260604,2.964
510050.SH,20260603,2.996
510050.SH,20260602,2.993
510050.SH,20260601,2.968
510050.SH,20260529,2.997
510050.SH,20260528,2.985
510050.SH,20260527,3.008
510050.SH,20260526,3.046
510050.SH,20260525,3.039
510050.SH,20260522,2.995
510050.SH,20260521,2.994
510050.SH,20260520,3.029
510050.SH,20260519,3.026
510050.SH,20260518,3.008
510050.SH,20260515,3.035
510050.SH,20260514,3.074
510050.SH,20260513,3.123
510050.SH,20260512,3.119
510050.SH,20260511,3.116
510050.SH,20260508,3.075
510050.SH,20260507,3.103
510050.SH,20260506,3.1
510050.SH,20260430,3.062
510050.SH,20260429,3.041
510050.SH,20260428,3.024
510050.SH,20260427,3.013
510050.SH,20260424,3.018
510050.SH,20260423,3.001
510050.SH,20260422,3.005
510050.SH,20260421,3.006
510050.SH,20260420,3.007
510050.SH,20260417,2.982
510050.SH,20260416,3.014
510050.SH,20260415,3.008
510050.SH,20260414,2.997
510050.SH,20260413,2.972
510050.SH,20260410,2.972
510050.SH,20260409,2.958
510050.SH,20260408,2.978
510050.SH,20260407,2.9
510050.SH,20260403,2.901
510050.SH,20260402,2.926
510050.SH,20260401,2.951
510050.SH,20260331,2.902
510050.SH,20260330,2.905
510050.SH,20260327,2.909
510050.SH,20260326,2.897
510050.SH,20260325,2.93
510050.SH,20260324,2.9
510050.SH,20260323,2.868
510050.SH,20260320,2.957
510050.SH,20260319,2.993
510050.SH,20260318,3.035
510050.SH,20260317,3.039
510050.SH,20260316,3.028
510050.SH,20260313,3.035
510050.SH,20260312,3.047
510050.SH,20260311,3.062
510050.SH,20260310,3.06
510050.SH,20260309,3.041
510050.SH,20260306,3.068
510050.SH,20260305,3.066
510050.SH,20260304,3.051
510050.SH,20260303,3.096
510050.SH,20260302,3.125
510050.SH,20260227,3.123
510050.SH,20260226,3.115
510050.SH,20260225,3.134
510050.SH,20260224,3.119
510050.SH,20260213,3.114
510050.SH,20260212,3.161
510050.SH,20260211,3.17
510050.SH,20260210,3.17
510050.SH,20260209,3.161
510050.SH,20260206,3.115
510050.SH,20260205,3.137
510050.SH,20260204,3.147
510050.SH,20260203,3.108
510050.SH,20260202,3.08
510050.SH,20260130,3.147
510050.SH,20260129,3.196
510050.SH,20260128,3.138
510050.SH,20260127,3.131
510050.SH,20260126,3.129
510050.SH,20260123,3.106
510050.SH,20260122,3.131
510050.SH,20260121,3.145
510050.SH,20260120,3.15
510050.SH,20260119,3.153
510050.SH,20260116,3.16
510050.SH,20260115,3.18
510050.SH,20260114,3.187
510050.SH,20260113,3.214
510050.SH,20260112,3.218
510050.SH,20260109,3.209
510050.SH,20260108,3.198
510050.SH,20260107,3.22
510050.SH,20260106,3.235
510050.SH,20260105,3.174
510500.SH,20211231,8.258
510500.SH,20211230,8.216
510500.SH,20211229,8.157
510500.SH,20211228,8.178
510500.SH,20211227,8.172
510500.SH,20211224,8.19
510500.SH,20211223,8.238
510500.SH,20211222,8.192
510500.SH,20211221,8.158
510500.SH,20211220,8.097
510500.SH,20211217,8.226
510500.SH,20211216,8.284
510500.SH,20211215,8.209
510500.SH,20211214,8.219
510500.SH,20211213,8.239
510500.SH,20211210,8.221
510500.SH,20211209,8.224
510500.SH,20211208,8.216
510500.SH,20211207,8.097
510500.SH,20211206,8.147
510500.SH,20211203,8.212
510500.SH,20211202,8.136
510500.SH,20211201,8.185
510500.SH,20211130,8.143
510500.SH,20211129,8.127
510500.SH,20211126,8.119
510500.SH,20211125,8.142
510500.SH,20211124,8.147
510500.SH,20211123,8.154
510500.SH,20211122,8.135
510500.SH,20211119,8.065
510500.SH,20211118,7.97
510500.SH,20211117,7.971
510500.SH,20211116,7.924
510500.SH,20211115,7.978
510500.SH,20211112,8.037
510500.SH,20211111,7.993
510500.SH,20211110,7.927
510500.SH,20211109,7.947
510500.SH,20211108,7.897
510500.SH,20211105,7.873
510500.SH,20211104,7.938
510500.SH,20211103,7.874
510500.SH,20211102,7.848
510500.SH,20211101,7.925
510500.SH,20211029,7.895
510500.SH,20211028,7.816
510500.SH,20211027,7.91
510500.SH,20211026,7.981
510500.SH,20211025,7.969
510500.SH,20211022,7.903
510500.SH,20211021,7.964
510500.SH,20211020,7.985
510500.SH,20211019,7.988
510500.SH,20211018,7.926
510500.SH,20211015,7.902
510500.SH,20211014,7.862
510500.SH,20211013,7.833
510500.SH,20211012,7.798
510500.SH,20211011,7.951
510500.SH,20211008,7.958
510500.SH,20210930,7.969
510500.SH,20210929,7.898
510500.SH,20210928,8.08
510500.SH,20210927,8.075
510500.SH,20210924,8.304
510500.SH,20210923,8.429
510500.SH,20210922,8.383
510500.SH,20210917,8.301
510500.SH,20210916,8.369
510500.SH,20210915,8.524
510500.SH,20210914,8.488
510500.SH,20210913,8.583
510500.SH,20210910,8.554
510500.SH,20210909,8.557
510500.SH,20210908,8.483
510500.SH,20210907,8.429
510500.SH,20210906,8.248
510500.SH,20210903,8.177
510500.SH,20210902,8.219
510500.SH,20210901,8.073
510500.SH,20210831,8.142
510500.SH,20210830,8.11
510500.SH,20210827,8.054
510500.SH,20210826,7.993
510500.SH,20210825,8.027
510500.SH,20210824,7.963
510500.SH,20210823,7.88
510500.SH,20210820,7.768
510500.SH,20210819,7.802
510500.SH,20210818,7.785
510500.SH,20210817,7.752
510500.SH,20210816,7.927
510500.SH,20210813,7.967
510500.SH,20210812,7.965
510500.SH,20210811,7.934
510500.SH,20210810,7.874
510500.SH,20210809,7.821
510500.SH,20210806,7.79
510500.SH,20210805,7.754
510500.SH,20210804,7.763
510500.SH,20210803,7.65
510500.SH,20210802,7.704
510500.SH,20210730,7.601
510500.SH,20210729,7.577
510500.SH,20210728,7.45
510500.SH,20210727,7.564
510500.SH,20210726,7.711
510500.SH,20210723,7.856
510500.SH,20210722,7.871
510500.SH,20210721,7.837
510500.SH,20210720,7.739
510500.SH,20210719,7.73
510500.SH,20210716,7.774
510500.SH,20210715,7.763
510500.SH,20210714,7.745
510500.SH,20210713,7.796
510500.SH,20210712,7.723
510500.SH,20210709,7.615
510500.SH,20210708,7.55
510500.SH,20210707,7.561
510500.SH,20210706,7.493
510500.SH,20210705,7.494
510500.SH,20210702,7.449
510500.SH,20210701,7.513
510500.SH,20210630,7.598
510500.SH,20210629,7.561
510500.SH,20210628,7.619
510500.SH,20210625,7.614
510500.SH,20210624,7.554
510500.SH,20210623,7.581
510500.SH,20210622,7.52
510500.SH,20210621,7.476
510500.SH,20210618,7.447
510500.SH,20210617,7.373
510500.SH,20210616,7.328
510500.SH,20210615,7.418
510500.SH,20210611,7.509
510500.SH,20210610,7.546
510500.SH,20210609,7.451
510500.SH,20210608,7.458
510500.SH,20210607,7.485
510500.SH,20210604,7.465
510500.SH,20210603,7.43
510500.SH,20210602,7.445
510500.SH,20210601,7.491
510500.SH,20210531,7.479
510500.SH,20210528,7.427
510500.SH,20210527,7.43
510500.SH,20210526,7.369
510500.SH,20210525,7.358
510500.SH,20210524,7.28
510500.SH,20210521,7.259
510500.SH,20210520,7.287
510500.SH,20210519,7.314
510500.SH,20210518,7.326
510500.SH,20210517,7.306
510500.SH,20210514,7.269
510500.SH,20210513,7.158
510500.SH,20210512,7.238
510500.SH,20210511,7.159
510500.SH,20210510,7.179
510500.SH,20210507,7.157
510500.SH,20210506,7.188
510500.SH,20210430,7.211
510500.SH,20210429,7.2
510500.SH,20210428,7.198
510500.SH,20210427,7.146
510500.SH,20210426,7.148
510500.SH,20210423,7.178
510500.SH,20210422,7.143
510500.SH,20210421,7.117
510500.SH,20210420,7.136
510500.SH,20210419,7.122
510500.SH,20210416,7.05
510500.SH,20210415,6.963
510500.SH,20210414,6.956
510500.SH,20210413,6.893
510500.SH,20210412,6.915
510500.SH,20210409,7.029
510500.SH,20210408,7.053
510500.SH,20210407,7.032
510500.SH,20210406,7.021
510500.SH,20210402,7.007
510500.SH,20210401,6.991
510500.SH,20210331,6.943
510500.SH,20210330,6.953
510500.SH,20210329,6.928
510500.SH,20210326,6.928
510500.SH,20210325,6.839
510500.SH,20210324,6.823
510500.SH,20210323,6.898
510500.SH,20210322,6.978
510500.SH,20210319,6.889
510500.SH,20210318,6.946
510500.SH,20210317,6.895
510500.SH,20210316,6.855
510500.SH,20210315,6.852
510500.SH,20210312,6.897
510500.SH,20210311,6.892
510500.SH,20210310,6.712
510500.SH,20210309,6.783
510500.SH,20210308,6.939
510500.SH,20210305,7.109
510500.SH,20210304,7.098
510500.SH,20210303,7.22
510500.SH,20210302,7.125
510500.SH,20210301,7.181
510500.SH,20210226,7.056
510500.SH,20210225,7.215
510500.SH,20210224,7.251
510500.SH,20210223,7.345
510500.SH,20210222,7.365
510500.SH,20210219,7.434
510500.SH,20210218,7.329
510500.SH,20210210,7.222
510500.SH,20210209,7.141
510500.SH,20210208,6.999
510500.SH,20210205,6.916
510500.SH,20210204,7.021
510500.SH,20210203,7.098
510500.SH,20210202,7.14
510500.SH,20210201,7.073
510500.SH,20210129,7.024
510500.SH,20210128,7.124
510500.SH,20210127,7.261
510500.SH,20210126,7.243
510500.SH,20210125,7.355
510500.SH,20210122,7.343
510500.SH,20210121,7.333
510500.SH,20210120,7.231
510500.SH,20210119,7.166
510500.SH,20210118,7.205
510500.SH,20210115,7.119
510500.SH,20210114,7.145
510500.SH,20210113,7.196
510500.SH,20210112,7.242
510500.SH,20210111,7.154
510500.SH,20210108,7.266
510500.SH,20210107,7.248
510500.SH,20210106,7.218
510500.SH,20210105,7.226
510500.SH,20210104,7.163
510500.SH,20201231,7.043
510500.SH,20201230,6.937
510500.SH,20201229,6.88
510500.SH,20201228,6.91
510500.SH,20201225,6.953
